mode,sample_idx,n_obs,obs_species,eval_species,nrmse,in_obs
one-step,838,12,"A,B,C,D,E,F,G,H,I,J,K,M",F,0.0005660896422341466,True
one-step,838,12,"A,B,C,D,E,F,G,H,I,J,K,M",G,0.00015648048429284245,True
one-step,838,12,"A,B,C,D,E,F,G,H,I,J,K,M",H,0.00025080598425120115,True
one-step,838,12,"A,B,C,D,E,F,G,H,I,J,K,M",I,0.0007890173001214862,True
one-step,838,12,"A,B,C,D,E,F,G,H,I,J,K,M",J,0.0004276717081665993,True
one-step,838,12,"A,B,C,D,E,F,G,H,I,J,K,M",K,2.548266274970956e-05,True
one-step,838,12,"A,B,C,D,E,F,G,H,I,J,K,M",L,0.0002005282585741952,False
one-step,838,12,"A,B,C,D,E,F,G,H,I,J,K,M",M,9.35913067223737e-06,True
one-step,838,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",A,2.461400617903564e-05,True
one-step,838,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",B,4.738314601127058e-05,True
one-step,838,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",C,0.006938952021300793,True
one-step,838,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",D,0.010160880163311958,True
one-step,838,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",E,0.0021642292849719524,True
one-step,838,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",F,0.0005667373770847917,True
one-step,838,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",G,0.00015385662845801562,True
one-step,838,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",H,0.00024753197794780135,True
one-step,838,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",I,0.0007252098876051605,True
one-step,838,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",J,0.0003944311465602368,True
one-step,838,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",K,5.4458902013720945e-05,True
one-step,838,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",L,6.955302524147555e-05,True
one-step,838,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",M,7.404257485177368e-05,True
one-step,756,2,"A,M",A,0.0002525116433389485,True
one-step,756,2,"A,M",B,0.01785348355770111,False
one-step,756,2,"A,M",C,0.02114062011241913,False
one-step,756,2,"A,M",D,0.04134378582239151,False
one-step,756,2,"A,M",E,0.03963547945022583,False
one-step,756,2,"A,M",F,0.03814997151494026,False
one-step,756,2,"A,M",G,0.03288349509239197,False
one-step,756,2,"A,M",H,0.0206687580794096,False
one-step,756,2,"A,M",I,0.042625218629837036,False
one-step,756,2,"A,M",J,0.040508028119802475,False
one-step,756,2,"A,M",K,0.05567072704434395,False
one-step,756,2,"A,M",L,0.03526634722948074,False
one-step,756,2,"A,M",M,1.663479025637571e-07,True
one-step,756,3,"A,B,M",A,0.0004987707361578941,True
one-step,756,3,"A,B,M",B,0.00012400622654240578,True
one-step,756,3,"A,B,M",C,0.020308896899223328,False
one-step,756,3,"A,B,M",D,0.04125719517469406,False
one-step,756,3,"A,B,M",E,0.03969098627567291,False
one-step,756,3,"A,B,M",F,0.03814513608813286,False
one-step,756,3,"A,B,M",G,0.03289303183555603,False
one-step,756,3,"A,B,M",H,0.020652612671256065,False
one-step,756,3,"A,B,M",I,0.04231804981827736,False
one-step,756,3,"A,B,M",J,0.04032205045223236,False
one-step,756,3,"A,B,M",K,0.05568258836865425,False
one-step,756,3,"A,B,M",L,0.035295519977808,False
one-step,756,3,"A,B,M",M,2.1239158343178133e-07,True
one-step,756,4,"A,B,C,M",A,0.0003643293457571417,True
one-step,756,4,"A,B,C,M",B,0.00021294457837939262,True
one-step,756,4,"A,B,C,M",C,0.00022702355636283755,True
one-step,756,4,"A,B,C,M",D,0.008558479137718678,False
one-step,756,4,"A,B,C,M",E,0.03513403981924057,False
one-step,756,4,"A,B,C,M",F,0.038561951369047165,False
one-step,756,4,"A,B,C,M",G,0.03295544907450676,False
one-step,756,4,"A,B,C,M",H,0.020641058683395386,False
one-step,756,4,"A,B,C,M",I,0.04211582615971565,False
one-step,756,4,"A,B,C,M",J,0.040227483958005905,False
one-step,756,4,"A,B,C,M",K,0.0557032935321331,False
one-step,756,4,"A,B,C,M",L,0.03532358631491661,False
one-step,756,4,"A,B,C,M",M,2.5071685172406433e-07,True
one-step,756,5,"A,B,C,D,M",A,0.0003399918496143073,True
one-step,756,5,"A,B,C,D,M",B,0.0001952062884811312,True
one-step,756,5,"A,B,C,D,M",C,0.0009536709985695779,True
one-step,756,5,"A,B,C,D,M",D,0.0006008841446600854,True
one-step,756,5,"A,B,C,D,M",E,0.03352833166718483,False
one-step,756,5,"A,B,C,D,M",F,0.03879644349217415,False
one-step,756,5,"A,B,C,D,M",G,0.032995983958244324,False
one-step,756,5,"A,B,C,D,M",H,0.02063344419002533,False
one-step,756,5,"A,B,C,D,M",I,0.04197191074490547,False
one-step,756,5,"A,B,C,D,M",J,0.04017523676156998,False
one-step,756,5,"A,B,C,D,M",K,0.05572890117764473,False
one-step,756,5,"A,B,C,D,M",L,0.035350948572158813,False
one-step,756,5,"A,B,C,D,M",M,2.859154619727633e-07,True
one-step,756,6,"A,B,C,D,E,M",A,0.00033947339397855103,True
one-step,756,6,"A,B,C,D,E,M",B,0.00019333882664795965,True
one-step,756,6,"A,B,C,D,E,M",C,0.0006989691755734384,True
one-step,756,6,"A,B,C,D,E,M",D,0.0004895128076896071,True
one-step,756,6,"A,B,C,D,E,M",E,5.789148053736426e-05,True
one-step,756,6,"A,B,C,D,E,M",F,0.029184158891439438,False
one-step,756,6,"A,B,C,D,E,M",G,0.032530754804611206,False
one-step,756,6,"A,B,C,D,E,M",H,0.021536817774176598,False
one-step,756,6,"A,B,C,D,E,M",I,0.04200708493590355,False
one-step,756,6,"A,B,C,D,E,M",J,0.04011987894773483,False
one-step,756,6,"A,B,C,D,E,M",K,0.055757321417331696,False
one-step,756,6,"A,B,C,D,E,M",L,0.03537779673933983,False
one-step,756,6,"A,B,C,D,E,M",M,3.1966317237674957e-07,True
one-step,756,7,"A,B,C,D,E,F,M",A,0.00033923369483090937,True
one-step,756,7,"A,B,C,D,E,F,M",B,0.0002021691616391763,True
one-step,756,7,"A,B,C,D,E,F,M",C,0.0005815206095576286,True
one-step,756,7,"A,B,C,D,E,F,M",D,0.000499378249514848,True
one-step,756,7,"A,B,C,D,E,F,M",E,0.00032607332104817033,True
one-step,756,7,"A,B,C,D,E,F,M",F,0.0002246229851152748,True
one-step,756,7,"A,B,C,D,E,F,M",G,0.03372717648744583,False
one-step,756,7,"A,B,C,D,E,F,M",H,0.02007322944700718,False
one-step,756,7,"A,B,C,D,E,F,M",I,0.041667014360427856,False
one-step,756,7,"A,B,C,D,E,F,M",J,0.04015079140663147,False
one-step,756,7,"A,B,C,D,E,F,M",K,0.05578828975558281,False
one-step,756,7,"A,B,C,D,E,F,M",L,0.035404205322265625,False
one-step,756,7,"A,B,C,D,E,F,M",M,3.5412890042607614e-07,True
one-step,756,8,"A,B,C,D,E,F,G,M",A,0.0003396178944967687,True
one-step,756,8,"A,B,C,D,E,F,G,M",B,0.00020846890402026474,True
one-step,756,8,"A,B,C,D,E,F,G,M",C,0.0005843550898134708,True
one-step,756,8,"A,B,C,D,E,F,G,M",D,0.0005005551502108574,True
one-step,756,8,"A,B,C,D,E,F,G,M",E,0.00023726263316348195,True
one-step,756,8,"A,B,C,D,E,F,G,M",F,0.0008189460495486856,True
one-step,756,8,"A,B,C,D,E,F,G,M",G,0.00023968922323547304,True
one-step,756,8,"A,B,C,D,E,F,G,M",H,0.019088508561253548,False
one-step,756,8,"A,B,C,D,E,F,G,M",I,0.03507469967007637,False
one-step,756,8,"A,B,C,D,E,F,G,M",J,0.043030671775341034,False
one-step,756,8,"A,B,C,D,E,F,G,M",K,0.05585566163063049,False
one-step,756,8,"A,B,C,D,E,F,G,M",L,0.03542764112353325,False
one-step,756,8,"A,B,C,D,E,F,G,M",M,3.763337588225113e-07,True
one-step,756,9,"A,B,C,D,E,F,G,H,M",A,0.0003399947891011834,True
one-step,756,9,"A,B,C,D,E,F,G,H,M",B,0.00021321061649359763,True
one-step,756,9,"A,B,C,D,E,F,G,H,M",C,0.0005847360589541495,True
one-step,756,9,"A,B,C,D,E,F,G,H,M",D,0.0005019891541451216,True
one-step,756,9,"A,B,C,D,E,F,G,H,M",E,0.00018733784963842481,True
one-step,756,9,"A,B,C,D,E,F,G,H,M",F,0.00026701425667852163,True
one-step,756,9,"A,B,C,D,E,F,G,H,M",G,0.00019673210044857115,True
one-step,756,9,"A,B,C,D,E,F,G,H,M",H,0.00012147158849984407,True
one-step,756,9,"A,B,C,D,E,F,G,H,M",I,0.03398996591567993,False
one-step,756,9,"A,B,C,D,E,F,G,H,M",J,0.042448364198207855,False
one-step,756,9,"A,B,C,D,E,F,G,H,M",K,0.05588588863611221,False
one-step,756,9,"A,B,C,D,E,F,G,H,M",L,0.03545359522104263,False
one-step,756,9,"A,B,C,D,E,F,G,H,M",M,4.026091744435689e-07,True
one-step,756,10,"A,B,C,D,E,F,G,H,I,M",A,0.0003398324188310653,True
one-step,756,10,"A,B,C,D,E,F,G,H,I,M",B,0.00021425081649795175,True
one-step,756,10,"A,B,C,D,E,F,G,H,I,M",C,0.0005834200419485569,True
one-step,756,10,"A,B,C,D,E,F,G,H,I,M",D,0.0005015145870856941,True
one-step,756,10,"A,B,C,D,E,F,G,H,I,M",E,0.00018551532411947846,True
one-step,756,10,"A,B,C,D,E,F,G,H,I,M",F,0.00026761394110508263,True
one-step,756,10,"A,B,C,D,E,F,G,H,I,M",G,0.00019770287326537073,True
one-step,756,10,"A,B,C,D,E,F,G,H,I,M",H,0.00013665737060364336,True
one-step,756,10,"A,B,C,D,E,F,G,H,I,M",I,2.8104095690650865e-05,True
one-step,756,10,"A,B,C,D,E,F,G,H,I,M",J,0.012490333057940006,False
one-step,756,10,"A,B,C,D,E,F,G,H,I,M",K,0.05372585356235504,False
one-step,756,10,"A,B,C,D,E,F,G,H,I,M",L,0.035748545080423355,False
one-step,756,10,"A,B,C,D,E,F,G,H,I,M",M,6.486883421530365e-07,True
one-step,756,11,"A,B,C,D,E,F,G,H,I,J,M",A,0.0003400868154130876,True
one-step,756,11,"A,B,C,D,E,F,G,H,I,J,M",B,0.0002174626715714112,True
one-step,756,11,"A,B,C,D,E,F,G,H,I,J,M",C,0.0005835473421029747,True
one-step,756,11,"A,B,C,D,E,F,G,H,I,J,M",D,0.0005007895524613559,True
one-step,756,11,"A,B,C,D,E,F,G,H,I,J,M",E,0.00018504049512557685,True
one-step,756,11,"A,B,C,D,E,F,G,H,I,J,M",F,0.0002676822477951646,True
one-step,756,11,"A,B,C,D,E,F,G,H,I,J,M",G,0.00019042751227971166,True
one-step,756,11,"A,B,C,D,E,F,G,H,I,J,M",H,0.0001890645653475076,True
one-step,756,11,"A,B,C,D,E,F,G,H,I,J,M",I,5.1869774324586615e-05,True
one-step,756,11,"A,B,C,D,E,F,G,H,I,J,M",J,9.814956138143316e-05,True
one-step,756,11,"A,B,C,D,E,F,G,H,I,J,M",K,0.05460914969444275,False
one-step,756,11,"A,B,C,D,E,F,G,H,I,J,M",L,0.03565724194049835,False
one-step,756,11,"A,B,C,D,E,F,G,H,I,J,M",M,6.28857151241391e-07,True
one-step,756,12,"A,B,C,D,E,F,G,H,I,J,K,M",A,0.0003397605032660067,True
one-step,756,12,"A,B,C,D,E,F,G,H,I,J,K,M",B,0.00021602206106763333,True
one-step,756,12,"A,B,C,D,E,F,G,H,I,J,K,M",C,0.000583617074880749,True
one-step,756,12,"A,B,C,D,E,F,G,H,I,J,K,M",D,0.0005021858960390091,True
one-step,756,12,"A,B,C,D,E,F,G,H,I,J,K,M",E,0.0001911744911922142,True
one-step,756,12,"A,B,C,D,E,F,G,H,I,J,K,M",F,0.000272318662609905,True
one-step,756,12,"A,B,C,D,E,F,G,H,I,J,K,M",G,0.00019204989075660706,True
one-step,756,12,"A,B,C,D,E,F,G,H,I,J,K,M",H,0.00019255389634054154,True
one-step,756,12,"A,B,C,D,E,F,G,H,I,J,K,M",I,5.227965448284522e-05,True
one-step,756,12,"A,B,C,D,E,F,G,H,I,J,K,M",J,0.00010137699428014457,True
one-step,756,12,"A,B,C,D,E,F,G,H,I,J,K,M",K,3.5829822309096926e-07,True
one-step,756,12,"A,B,C,D,E,F,G,H,I,J,K,M",L,8.048675954341888e-05,False
one-step,756,12,"A,B,C,D,E,F,G,H,I,J,K,M",M,6.763457918168569e-07,True
one-step,756,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",A,0.00033946894109249115,True
one-step,756,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",B,0.00021458393894135952,True
one-step,756,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",C,0.0005832952447235584,True
one-step,756,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",D,0.0005020152311772108,True
one-step,756,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",E,0.0001909862330649048,True
one-step,756,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",F,0.00027357376529835165,True
one-step,756,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",G,0.0001910141872940585,True
one-step,756,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",H,0.0001866231905296445,True
one-step,756,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",I,4.999297743779607e-05,True
one-step,756,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",J,9.82554120128043e-05,True
one-step,756,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",K,2.1978950826451182e-05,True
one-step,756,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",L,2.970629429910332e-05,True
one-step,756,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",M,3.143327921861783e-05,True
one-step,127,2,"A,M",A,4.336213805800071e-06,True
one-step,127,2,"A,M",B,0.01911485753953457,False
one-step,127,2,"A,M",C,0.019761351868510246,False
one-step,127,2,"A,M",D,0.023887546733021736,False
one-step,127,2,"A,M",E,0.03654653578996658,False
one-step,127,2,"A,M",F,0.040530603379011154,False
one-step,127,2,"A,M",G,0.02043101377785206,False
one-step,127,2,"A,M",H,0.01980770006775856,False
one-step,127,2,"A,M",I,0.04943447560071945,False
one-step,127,2,"A,M",J,0.037051811814308167,False
one-step,127,2,"A,M",K,0.07477159798145294,False
one-step,127,2,"A,M",L,0.0476231724023819,False
one-step,127,2,"A,M",M,7.053786532651429e-08,True
one-step,127,3,"A,B,M",A,0.000247379532083869,True
one-step,127,3,"A,B,M",B,0.00011398139031371102,True
one-step,127,3,"A,B,M",C,0.01605709083378315,False
one-step,127,3,"A,B,M",D,0.023861393332481384,False
one-step,127,3,"A,B,M",E,0.03661096841096878,False
one-step,127,3,"A,B,M",F,0.04052197188138962,False
one-step,127,3,"A,B,M",G,0.02043316699564457,False
one-step,127,3,"A,B,M",H,0.019797787070274353,False
one-step,127,3,"A,B,M",I,0.04909547045826912,False
one-step,127,3,"A,B,M",J,0.03695465624332428,False
one-step,127,3,"A,B,M",K,0.07480437308549881,False
one-step,127,3,"A,B,M",L,0.047658152878284454,False
one-step,127,3,"A,B,M",M,6.730472534854925e-08,True
one-step,127,4,"A,B,C,M",A,0.00012465933104977012,True
one-step,127,4,"A,B,C,M",B,0.0001360897149425,True
one-step,127,4,"A,B,C,M",C,3.898572322214022e-05,True
one-step,127,4,"A,B,C,M",D,0.024128597229719162,False
one-step,127,4,"A,B,C,M",E,0.03584015369415283,False
one-step,127,4,"A,B,C,M",F,0.04149236902594566,False
one-step,127,4,"A,B,C,M",G,0.020498385652899742,False
one-step,127,4,"A,B,C,M",H,0.019781826063990593,False
one-step,127,4,"A,B,C,M",I,0.048882871866226196,False
one-step,127,4,"A,B,C,M",J,0.036907147616147995,False
one-step,127,4,"A,B,C,M",K,0.0748429000377655,False
one-step,127,4,"A,B,C,M",L,0.047692298889160156,False
one-step,127,4,"A,B,C,M",M,7.722579198343738e-08,True
one-step,127,5,"A,B,C,D,M",A,6.513993866974488e-05,True
one-step,127,5,"A,B,C,D,M",B,0.00014050459139980376,True
one-step,127,5,"A,B,C,D,M",C,0.0001677496184129268,True
one-step,127,5,"A,B,C,D,M",D,0.0001371257967548445,True
one-step,127,5,"A,B,C,D,M",E,0.031058354303240776,False
one-step,127,5,"A,B,C,D,M",F,0.04125649482011795,False
one-step,127,5,"A,B,C,D,M",G,0.020476046949625015,False
one-step,127,5,"A,B,C,D,M",H,0.01977640949189663,False
one-step,127,5,"A,B,C,D,M",I,0.04873746261000633,False
one-step,127,5,"A,B,C,D,M",J,0.03688091039657593,False
one-step,127,5,"A,B,C,D,M",K,0.07488451898097992,False
one-step,127,5,"A,B,C,D,M",L,0.047725871205329895,False
one-step,127,5,"A,B,C,D,M",M,7.243160382586211e-08,True
one-step,127,6,"A,B,C,D,E,M",A,6.384693551808596e-05,True
one-step,127,6,"A,B,C,D,E,M",B,0.00014143800945021212,True
one-step,127,6,"A,B,C,D,E,M",C,0.0002079701516777277,True
one-step,127,6,"A,B,C,D,E,M",D,0.0006749325548298657,True
one-step,127,6,"A,B,C,D,E,M",E,0.00010252371430397034,True
one-step,127,6,"A,B,C,D,E,M",F,0.02245485410094261,False
one-step,127,6,"A,B,C,D,E,M",G,0.016582133248448372,False
one-step,127,6,"A,B,C,D,E,M",H,0.021963709965348244,False
one-step,127,6,"A,B,C,D,E,M",I,0.04879719391465187,False
one-step,127,6,"A,B,C,D,E,M",J,0.03684961050748825,False
one-step,127,6,"A,B,C,D,E,M",K,0.07492779940366745,False
one-step,127,6,"A,B,C,D,E,M",L,0.04775901883840561,False
one-step,127,6,"A,B,C,D,E,M",M,6.884198455736623e-08,True
one-step,127,7,"A,B,C,D,E,F,M",A,6.3102095737122e-05,True
one-step,127,7,"A,B,C,D,E,F,M",B,0.00013088005653116852,True
one-step,127,7,"A,B,C,D,E,F,M",C,8.93247124622576e-05,True
one-step,127,7,"A,B,C,D,E,F,M",D,0.0001877713657449931,True
one-step,127,7,"A,B,C,D,E,F,M",E,0.0003474163240753114,True
one-step,127,7,"A,B,C,D,E,F,M",F,0.00017691343964543194,True
one-step,127,7,"A,B,C,D,E,F,M",G,0.022282980382442474,False
one-step,127,7,"A,B,C,D,E,F,M",H,0.01863248459994793,False
one-step,127,7,"A,B,C,D,E,F,M",I,0.048423171043395996,False
one-step,127,7,"A,B,C,D,E,F,M",J,0.036869827657938004,False
one-step,127,7,"A,B,C,D,E,F,M",K,0.07497261464595795,False
one-step,127,7,"A,B,C,D,E,F,M",L,0.04779178649187088,False
one-step,127,7,"A,B,C,D,E,F,M",M,6.927404427869988e-08,True
one-step,127,8,"A,B,C,D,E,F,G,M",A,7.135267514968291e-05,True
one-step,127,8,"A,B,C,D,E,F,G,M",B,0.00014488943270407617,True
one-step,127,8,"A,B,C,D,E,F,G,M",C,9.492219396634027e-05,True
one-step,127,8,"A,B,C,D,E,F,G,M",D,0.00019303774752188474,True
one-step,127,8,"A,B,C,D,E,F,G,M",E,0.00017435027984902263,True
one-step,127,8,"A,B,C,D,E,F,G,M",F,0.00013043885701335967,True
one-step,127,8,"A,B,C,D,E,F,G,M",G,0.00010308461787644774,True
one-step,127,8,"A,B,C,D,E,F,G,M",H,0.00853788759559393,False
one-step,127,8,"A,B,C,D,E,F,G,M",I,0.040496934205293655,False
one-step,127,8,"A,B,C,D,E,F,G,M",J,0.038266200572252274,False
one-step,127,8,"A,B,C,D,E,F,G,M",K,0.07503665238618851,False
one-step,127,8,"A,B,C,D,E,F,G,M",L,0.047822851687669754,False
one-step,127,8,"A,B,C,D,E,F,G,M",M,7.281035863115903e-08,True
one-step,127,9,"A,B,C,D,E,F,G,H,M",A,7.52869964344427e-05,True
one-step,127,9,"A,B,C,D,E,F,G,H,M",B,0.00014988274779170752,True
one-step,127,9,"A,B,C,D,E,F,G,H,M",C,9.834356023930013e-05,True
one-step,127,9,"A,B,C,D,E,F,G,H,M",D,0.00019549632270354778,True
one-step,127,9,"A,B,C,D,E,F,G,H,M",E,0.00013792702520731837,True
one-step,127,9,"A,B,C,D,E,F,G,H,M",F,0.00013037791359238327,True
one-step,127,9,"A,B,C,D,E,F,G,H,M",G,0.00018913143139798194,True
one-step,127,9,"A,B,C,D,E,F,G,H,M",H,0.00011111275671282783,True
one-step,127,9,"A,B,C,D,E,F,G,H,M",I,0.04006843641400337,False
one-step,127,9,"A,B,C,D,E,F,G,H,M",J,0.038304779678583145,False
one-step,127,9,"A,B,C,D,E,F,G,H,M",K,0.07508347183465958,False
one-step,127,9,"A,B,C,D,E,F,G,H,M",L,0.047854918986558914,False
one-step,127,9,"A,B,C,D,E,F,G,H,M",M,6.490277826287638e-08,True
one-step,127,10,"A,B,C,D,E,F,G,H,I,M",A,7.112576713552698e-05,True
one-step,127,10,"A,B,C,D,E,F,G,H,I,M",B,0.00014155668031889945,True
one-step,127,10,"A,B,C,D,E,F,G,H,I,M",C,9.55587747739628e-05,True
one-step,127,10,"A,B,C,D,E,F,G,H,I,M",D,0.0001944924588315189,True
one-step,127,10,"A,B,C,D,E,F,G,H,I,M",E,0.00013501250941772014,True
one-step,127,10,"A,B,C,D,E,F,G,H,I,M",F,0.00012916556443087757,True
one-step,127,10,"A,B,C,D,E,F,G,H,I,M",G,0.00027156484429724514,True
one-step,127,10,"A,B,C,D,E,F,G,H,I,M",H,0.0001344183401670307,True
one-step,127,10,"A,B,C,D,E,F,G,H,I,M",I,5.814833639306016e-05,True
one-step,127,10,"A,B,C,D,E,F,G,H,I,M",J,0.0231197327375412,False
one-step,127,10,"A,B,C,D,E,F,G,H,I,M",K,0.07381962239742279,False
one-step,127,10,"A,B,C,D,E,F,G,H,I,M",L,0.04804890230298042,False
one-step,127,10,"A,B,C,D,E,F,G,H,I,M",M,6.992234347080739e-08,True
one-step,127,11,"A,B,C,D,E,F,G,H,I,J,M",A,6.843604933237657e-05,True
one-step,127,11,"A,B,C,D,E,F,G,H,I,J,M",B,0.0001372626138618216,True
one-step,127,11,"A,B,C,D,E,F,G,H,I,J,M",C,9.297807264374569e-05,True
one-step,127,11,"A,B,C,D,E,F,G,H,I,J,M",D,0.00019666797015815973,True
one-step,127,11,"A,B,C,D,E,F,G,H,I,J,M",E,0.00013430582475848496,True
one-step,127,11,"A,B,C,D,E,F,G,H,I,J,M",F,0.00012877302651759237,True
one-step,127,11,"A,B,C,D,E,F,G,H,I,J,M",G,0.00015505596820730716,True
one-step,127,11,"A,B,C,D,E,F,G,H,I,J,M",H,9.529215458314866e-05,True
one-step,127,11,"A,B,C,D,E,F,G,H,I,J,M",I,0.00013059540651738644,True
one-step,127,11,"A,B,C,D,E,F,G,H,I,J,M",J,8.967173198470846e-05,True
one-step,127,11,"A,B,C,D,E,F,G,H,I,J,M",K,0.07421411573886871,False
one-step,127,11,"A,B,C,D,E,F,G,H,I,J,M",L,0.04802966117858887,False
one-step,127,11,"A,B,C,D,E,F,G,H,I,J,M",M,7.274525870570869e-08,True
one-step,127,12,"A,B,C,D,E,F,G,H,I,J,K,M",A,6.846775067970157e-05,True
one-step,127,12,"A,B,C,D,E,F,G,H,I,J,K,M",B,0.00013644093996845186,True
one-step,127,12,"A,B,C,D,E,F,G,H,I,J,K,M",C,9.351529297418892e-05,True
one-step,127,12,"A,B,C,D,E,F,G,H,I,J,K,M",D,0.0001959939836524427,True
one-step,127,12,"A,B,C,D,E,F,G,H,I,J,K,M",E,0.00013628267333842814,True
one-step,127,12,"A,B,C,D,E,F,G,H,I,J,K,M",F,0.00013360354932956398,True
one-step,127,12,"A,B,C,D,E,F,G,H,I,J,K,M",G,0.0001564984122524038,True
one-step,127,12,"A,B,C,D,E,F,G,H,I,J,K,M",H,9.602001955499873e-05,True
one-step,127,12,"A,B,C,D,E,F,G,H,I,J,K,M",I,0.0001304524630540982,True
one-step,127,12,"A,B,C,D,E,F,G,H,I,J,K,M",J,9.015381510835141e-05,True
one-step,127,12,"A,B,C,D,E,F,G,H,I,J,K,M",K,9.19403859711565e-08,True
one-step,127,12,"A,B,C,D,E,F,G,H,I,J,K,M",L,0.00018464730237610638,False
one-step,127,12,"A,B,C,D,E,F,G,H,I,J,K,M",M,6.89404799913973e-08,True
one-step,127,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",A,6.832771032350138e-05,True
one-step,127,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",B,0.00013565811968874186,True
one-step,127,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",C,9.358721581520513e-05,True
one-step,127,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",D,0.00019570355652831495,True
one-step,127,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",E,0.000136508111609146,True
one-step,127,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",F,0.00013578050129581243,True
one-step,127,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",G,0.00015643822553101927,True
one-step,127,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",H,9.58503587753512e-05,True
one-step,127,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",I,0.00013161986134946346,True
one-step,127,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",J,8.962582069216296e-05,True
one-step,127,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",K,4.983661710866727e-05,True
one-step,127,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",L,7.065435056574643e-05,True
one-step,127,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",M,7.249677582876757e-05,True
one-step,87,2,"A,M",A,0.00023748866806272417,True
one-step,87,2,"A,M",B,0.020948370918631554,False
one-step,87,2,"A,M",C,0.02237965352833271,False
one-step,87,2,"A,M",D,0.02665608562529087,False
one-step,87,2,"A,M",E,0.03470202162861824,False
one-step,87,2,"A,M",F,0.08224014937877655,False
one-step,87,2,"A,M",G,0.02654825896024704,False
one-step,87,2,"A,M",H,0.02647790126502514,False
one-step,87,2,"A,M",I,0.04526159167289734,False
one-step,87,2,"A,M",J,0.05514746531844139,False
one-step,87,2,"A,M",K,0.07583858072757721,False
one-step,87,2,"A,M",L,0.050616469234228134,False
one-step,87,2,"A,M",M,7.583508931929828e-08,True
one-step,87,3,"A,B,M",A,0.0017488084267824888,True
one-step,87,3,"A,B,M",B,0.002650853479281068,True
one-step,87,3,"A,B,M",C,0.016802441328763962,False
one-step,87,3,"A,B,M",D,0.026523137465119362,False
one-step,87,3,"A,B,M",E,0.03477480262517929,False
one-step,87,3,"A,B,M",F,0.08221884071826935,False
one-step,87,3,"A,B,M",G,0.026551460847258568,False
one-step,87,3,"A,B,M",H,0.026463378220796585,False
one-step,87,3,"A,B,M",I,0.044983405619859695,False
one-step,87,3,"A,B,M",J,0.05496707186102867,False
one-step,87,3,"A,B,M",K,0.07587084919214249,False
one-step,87,3,"A,B,M",L,0.05065310746431351,False
one-step,87,3,"A,B,M",M,7.69038237535824e-08,True
one-step,87,4,"A,B,C,M",A,0.0024133147671818733,True
one-step,87,4,"A,B,C,M",B,0.004338162951171398,True
one-step,87,4,"A,B,C,M",C,0.0036178671289235353,True
one-step,87,4,"A,B,C,M",D,0.02735881321132183,False
one-step,87,4,"A,B,C,M",E,0.03587814047932625,False
one-step,87,4,"A,B,C,M",F,0.0841493085026741,False
one-step,87,4,"A,B,C,M",G,0.026630887761712074,False
one-step,87,4,"A,B,C,M",H,0.026449933648109436,False
one-step,87,4,"A,B,C,M",I,0.044800691306591034,False
one-step,87,4,"A,B,C,M",J,0.05486878752708435,False
one-step,87,4,"A,B,C,M",K,0.07590959221124649,False
one-step,87,4,"A,B,C,M",L,0.050688765943050385,False
one-step,87,4,"A,B,C,M",M,8.108323612532331e-08,True
one-step,87,5,"A,B,C,D,M",A,0.0025029503740370274,True
