mode,sample_idx,n_obs,obs_species,eval_species,nrmse,in_obs
one-step,511,12,"A,B,C,D,E,F,G,H,I,J,K,M",M,2.2244225874601398e-06,True
one-step,511,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",A,nan,True
one-step,511,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",B,nan,True
one-step,511,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",C,6.625935202464461e-05,True
one-step,511,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",D,0.0001451151620130986,True
one-step,511,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",E,6.456919072661549e-05,True
one-step,511,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",F,0.0002874571946449578,True
one-step,511,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",G,0.00014733156422153115,True
one-step,511,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",H,0.00037817208794876933,True
one-step,511,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",I,4.4620213884627447e-05,True
one-step,511,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",J,4.9028654757421464e-05,True
one-step,511,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",K,7.934708264656365e-05,True
one-step,511,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",L,0.00015025975881144404,True
one-step,511,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",M,0.00015012711810413748,True
one-step,426,2,"A,M",A,7.999738045327831e-06,True
one-step,426,2,"A,M",B,0.01932177133858204,False
one-step,426,2,"A,M",C,0.018672620877623558,False
one-step,426,2,"A,M",D,0.018379809334874153,False
one-step,426,2,"A,M",E,0.032303303480148315,False
one-step,426,2,"A,M",F,0.033253263682127,False
one-step,426,2,"A,M",G,0.019281813874840736,False
one-step,426,2,"A,M",H,0.02522493712604046,False
one-step,426,2,"A,M",I,0.044949959963560104,False
one-step,426,2,"A,M",J,0.061129845678806305,False
one-step,426,2,"A,M",K,0.07259276509284973,False
one-step,426,2,"A,M",L,0.04626738280057907,False
one-step,426,2,"A,M",M,7.838137605631346e-08,True
one-step,426,3,"A,B,M",A,7.329667823796626e-06,True
one-step,426,3,"A,B,M",B,6.800352366553852e-06,True
one-step,426,3,"A,B,M",C,0.0105412183329463,False
one-step,426,3,"A,B,M",D,0.017572494223713875,False
one-step,426,3,"A,B,M",E,0.03235827758908272,False
one-step,426,3,"A,B,M",F,0.033250465989112854,False
one-step,426,3,"A,B,M",G,0.01928381435573101,False
one-step,426,3,"A,B,M",H,0.02521607093513012,False
one-step,426,3,"A,B,M",I,0.04462893679738045,False
one-step,426,3,"A,B,M",J,0.06085696816444397,False
one-step,426,3,"A,B,M",K,0.0726214125752449,False
one-step,426,3,"A,B,M",L,0.046306755393743515,False
one-step,426,3,"A,B,M",M,8.451009847476598e-08,True
one-step,426,4,"A,B,C,M",A,8.70329313329421e-05,True
one-step,426,4,"A,B,C,M",B,2.406901512586046e-05,True
one-step,426,4,"A,B,C,M",C,1.920910108310636e-05,True
one-step,426,4,"A,B,C,M",D,0.016753222793340683,False
one-step,426,4,"A,B,C,M",E,0.031224340200424194,False
one-step,426,4,"A,B,C,M",F,0.03342847898602486,False
one-step,426,4,"A,B,C,M",G,0.01930852420628071,False
one-step,426,4,"A,B,C,M",H,0.025205932557582855,False
one-step,426,4,"A,B,C,M",I,0.04441675916314125,False
one-step,426,4,"A,B,C,M",J,0.060710638761520386,False
one-step,426,4,"A,B,C,M",K,0.0726587250828743,False
one-step,426,4,"A,B,C,M",L,0.04634493961930275,False
one-step,426,4,"A,B,C,M",M,9.473397000192563e-08,True
one-step,426,5,"A,B,C,D,M",A,7.096037006704137e-05,True
one-step,426,5,"A,B,C,D,M",B,0.00011486012954264879,True
one-step,426,5,"A,B,C,D,M",C,7.027304673101753e-05,True
one-step,426,5,"A,B,C,D,M",D,5.807688648928888e-05,True
one-step,426,5,"A,B,C,D,M",E,0.02928675338625908,False
one-step,426,5,"A,B,C,D,M",F,0.03342157229781151,False
one-step,426,5,"A,B,C,D,M",G,0.019311796873807907,False
one-step,426,5,"A,B,C,D,M",H,0.02520027756690979,False
one-step,426,5,"A,B,C,D,M",I,0.044265326112508774,False
one-step,426,5,"A,B,C,D,M",J,0.06062452495098114,False
one-step,426,5,"A,B,C,D,M",K,0.07270073890686035,False
one-step,426,5,"A,B,C,D,M",L,0.04638232663273811,False
one-step,426,5,"A,B,C,D,M",M,1.2305443419791118e-07,True
one-step,426,6,"A,B,C,D,E,M",A,5.4401309171225876e-05,True
one-step,426,6,"A,B,C,D,E,M",B,8.407129644183442e-05,True
one-step,426,6,"A,B,C,D,E,M",C,0.0001195827207993716,True
one-step,426,6,"A,B,C,D,E,M",D,5.2556544687831774e-05,True
one-step,426,6,"A,B,C,D,E,M",E,5.1014096243306994e-05,True
one-step,426,6,"A,B,C,D,E,M",F,0.029771877452731133,False
one-step,426,6,"A,B,C,D,E,M",G,0.025158921256661415,False
one-step,426,6,"A,B,C,D,E,M",H,0.030830349773168564,False
one-step,426,6,"A,B,C,D,E,M",I,0.04429000988602638,False
one-step,426,6,"A,B,C,D,E,M",J,0.06054548919200897,False
one-step,426,6,"A,B,C,D,E,M",K,0.07274536788463593,False
one-step,426,6,"A,B,C,D,E,M",L,0.046419136226177216,False
one-step,426,6,"A,B,C,D,E,M",M,1.5458944346846692e-07,True
one-step,426,7,"A,B,C,D,E,F,M",A,6.286187999648973e-05,True
one-step,426,7,"A,B,C,D,E,F,M",B,0.00011674131383188069,True
one-step,426,7,"A,B,C,D,E,F,M",C,7.094747707014903e-05,True
one-step,426,7,"A,B,C,D,E,F,M",D,6.480146112153307e-05,True
one-step,426,7,"A,B,C,D,E,F,M",E,0.0002815455663949251,True
one-step,426,7,"A,B,C,D,E,F,M",F,0.00011087326856795698,True
one-step,426,7,"A,B,C,D,E,F,M",G,0.018357016146183014,False
one-step,426,7,"A,B,C,D,E,F,M",H,0.019904376938939095,False
one-step,426,7,"A,B,C,D,E,F,M",I,0.043935276567935944,False
one-step,426,7,"A,B,C,D,E,F,M",J,0.06056186929345131,False
one-step,426,7,"A,B,C,D,E,F,M",K,0.0727921649813652,False
one-step,426,7,"A,B,C,D,E,F,M",L,0.04645543172955513,False
one-step,426,7,"A,B,C,D,E,F,M",M,1.9241505810896342e-07,True
one-step,426,8,"A,B,C,D,E,F,G,M",A,6.310544995358214e-05,True
one-step,426,8,"A,B,C,D,E,F,G,M",B,0.00011243848712183535,True
one-step,426,8,"A,B,C,D,E,F,G,M",C,7.06261198502034e-05,True
one-step,426,8,"A,B,C,D,E,F,G,M",D,7.289786299224943e-05,True
one-step,426,8,"A,B,C,D,E,F,G,M",E,0.00023290302488021553,True
one-step,426,8,"A,B,C,D,E,F,G,M",F,0.00043026229832321405,True
one-step,426,8,"A,B,C,D,E,F,G,M",G,0.00011381624062778428,True
one-step,426,8,"A,B,C,D,E,F,G,M",H,0.00573311373591423,False
one-step,426,8,"A,B,C,D,E,F,G,M",I,0.036896713078022,False
one-step,426,8,"A,B,C,D,E,F,G,M",J,0.06345954537391663,False
one-step,426,8,"A,B,C,D,E,F,G,M",K,0.07286541163921356,False
one-step,426,8,"A,B,C,D,E,F,G,M",L,0.04648945480585098,False
one-step,426,8,"A,B,C,D,E,F,G,M",M,2.1109642034389253e-07,True
one-step,426,9,"A,B,C,D,E,F,G,H,M",A,5.2782532293349504e-05,True
one-step,426,9,"A,B,C,D,E,F,G,H,M",B,5.4873486078577116e-05,True
one-step,426,9,"A,B,C,D,E,F,G,H,M",C,6.908262730576098e-05,True
one-step,426,9,"A,B,C,D,E,F,G,H,M",D,7.54930151742883e-05,True
one-step,426,9,"A,B,C,D,E,F,G,H,M",E,0.0002299127372680232,True
one-step,426,9,"A,B,C,D,E,F,G,H,M",F,0.00018691312288865447,True
one-step,426,9,"A,B,C,D,E,F,G,H,M",G,8.889300079317763e-05,True
one-step,426,9,"A,B,C,D,E,F,G,H,M",H,0.00016030034748837352,True
one-step,426,9,"A,B,C,D,E,F,G,H,M",I,0.03626994788646698,False
one-step,426,9,"A,B,C,D,E,F,G,H,M",J,0.06375356763601303,False
one-step,426,9,"A,B,C,D,E,F,G,H,M",K,0.07291807979345322,False
one-step,426,9,"A,B,C,D,E,F,G,H,M",L,0.04652462154626846,False
one-step,426,9,"A,B,C,D,E,F,G,H,M",M,2.419643863049714e-07,True
one-step,426,10,"A,B,C,D,E,F,G,H,I,M",A,4.8453024646732956e-05,True
one-step,426,10,"A,B,C,D,E,F,G,H,I,M",B,5.38862295798026e-05,True
one-step,426,10,"A,B,C,D,E,F,G,H,I,M",C,6.73490358167328e-05,True
one-step,426,10,"A,B,C,D,E,F,G,H,I,M",D,7.121538510546088e-05,True
one-step,426,10,"A,B,C,D,E,F,G,H,I,M",E,0.00021108663349878043,True
one-step,426,10,"A,B,C,D,E,F,G,H,I,M",F,0.0001658253459027037,True
one-step,426,10,"A,B,C,D,E,F,G,H,I,M",G,0.00019112724112346768,True
one-step,426,10,"A,B,C,D,E,F,G,H,I,M",H,0.0001750233641359955,True
one-step,426,10,"A,B,C,D,E,F,G,H,I,M",I,8.046350558288395e-05,True
one-step,426,10,"A,B,C,D,E,F,G,H,I,M",J,0.020044008269906044,False
one-step,426,10,"A,B,C,D,E,F,G,H,I,M",K,0.07088819891214371,False
one-step,426,10,"A,B,C,D,E,F,G,H,I,M",L,0.046813447028398514,False
one-step,426,10,"A,B,C,D,E,F,G,H,I,M",M,1.0173215514441836e-06,True
one-step,426,11,"A,B,C,D,E,F,G,H,I,J,M",A,4.7341349272755906e-05,True
one-step,426,11,"A,B,C,D,E,F,G,H,I,J,M",B,5.3008079703431576e-05,True
one-step,426,11,"A,B,C,D,E,F,G,H,I,J,M",C,6.584298535017297e-05,True
one-step,426,11,"A,B,C,D,E,F,G,H,I,J,M",D,7.155652565415949e-05,True
one-step,426,11,"A,B,C,D,E,F,G,H,I,J,M",E,0.00021521371672861278,True
one-step,426,11,"A,B,C,D,E,F,G,H,I,J,M",F,0.00016661502013448626,True
one-step,426,11,"A,B,C,D,E,F,G,H,I,J,M",G,8.644290937809274e-05,True
one-step,426,11,"A,B,C,D,E,F,G,H,I,J,M",H,0.0001458585902582854,True
one-step,426,11,"A,B,C,D,E,F,G,H,I,J,M",I,8.076427184278145e-05,True
one-step,426,11,"A,B,C,D,E,F,G,H,I,J,M",J,8.706389053259045e-05,True
one-step,426,11,"A,B,C,D,E,F,G,H,I,J,M",K,0.07163315266370773,False
one-step,426,11,"A,B,C,D,E,F,G,H,I,J,M",L,0.04675179347395897,False
one-step,426,11,"A,B,C,D,E,F,G,H,I,J,M",M,7.997233524292824e-07,True
one-step,426,12,"A,B,C,D,E,F,G,H,I,J,K,M",A,5.221150058787316e-05,True
one-step,426,12,"A,B,C,D,E,F,G,H,I,J,K,M",B,5.191525997361168e-05,True
one-step,426,12,"A,B,C,D,E,F,G,H,I,J,K,M",C,6.95093913236633e-05,True
one-step,426,12,"A,B,C,D,E,F,G,H,I,J,K,M",D,7.345663470914587e-05,True
one-step,426,12,"A,B,C,D,E,F,G,H,I,J,K,M",E,0.00021740738884545863,True
one-step,426,12,"A,B,C,D,E,F,G,H,I,J,K,M",F,0.00016699187108315527,True
one-step,426,12,"A,B,C,D,E,F,G,H,I,J,K,M",G,9.015475370688364e-05,True
one-step,426,12,"A,B,C,D,E,F,G,H,I,J,K,M",H,0.0001487749832449481,True
one-step,426,12,"A,B,C,D,E,F,G,H,I,J,K,M",I,7.247510075103492e-05,True
one-step,426,12,"A,B,C,D,E,F,G,H,I,J,K,M",J,8.376780897378922e-05,True
one-step,426,12,"A,B,C,D,E,F,G,H,I,J,K,M",K,9.617388059268706e-07,True
one-step,426,12,"A,B,C,D,E,F,G,H,I,J,K,M",L,0.0003719277447089553,False
one-step,426,12,"A,B,C,D,E,F,G,H,I,J,K,M",M,9.598480801287224e-07,True
one-step,426,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",A,5.0950373406521976e-05,True
one-step,426,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",B,5.0688649935182184e-05,True
one-step,426,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",C,6.778155511710793e-05,True
one-step,426,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",D,6.61384838167578e-05,True
one-step,426,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",E,0.00021163426572456956,True
one-step,426,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",F,0.00015970125969033688,True
one-step,426,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",G,8.849341975292191e-05,True
one-step,426,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",H,0.0001453491859138012,True
one-step,426,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",I,7.815034041414037e-05,True
one-step,426,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",J,9.99045732896775e-05,True
one-step,426,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",K,0.00010384938650531694,True
one-step,426,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",L,0.00013798027066513896,True
one-step,426,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",M,0.00014519393153022975,True
one-step,84,2,"A,M",A,5.1242664085293654e-06,True
one-step,84,2,"A,M",B,0.02227725461125374,False
one-step,84,2,"A,M",C,0.011502609588205814,False
one-step,84,2,"A,M",D,0.013039447367191315,False
one-step,84,2,"A,M",E,0.03150913864374161,False
one-step,84,2,"A,M",F,0.12030963599681854,False
one-step,84,2,"A,M",G,0.018165072426199913,False
one-step,84,2,"A,M",H,0.010770410299301147,False
one-step,84,2,"A,M",I,0.0351993590593338,False
one-step,84,2,"A,M",J,0.08336780220270157,False
one-step,84,2,"A,M",K,0.07905425876379013,False
one-step,84,2,"A,M",L,0.05023496225476265,False
one-step,84,2,"A,M",M,7.972943194545223e-08,True
one-step,84,3,"A,B,M",A,3.999114051111974e-05,True
one-step,84,3,"A,B,M",B,2.3828139092074707e-05,True
one-step,84,3,"A,B,M",C,0.009313692338764668,False
one-step,84,3,"A,B,M",D,0.012718633748590946,False
one-step,84,3,"A,B,M",E,0.03152371197938919,False
one-step,84,3,"A,B,M",F,0.12030215561389923,False
one-step,84,3,"A,B,M",G,0.018173454329371452,False
one-step,84,3,"A,B,M",H,0.010750534944236279,False
one-step,84,3,"A,B,M",I,0.03494684398174286,False
one-step,84,3,"A,B,M",J,0.08296920359134674,False
one-step,84,3,"A,B,M",K,0.07909214496612549,False
one-step,84,3,"A,B,M",L,0.05027736723423004,False
one-step,84,3,"A,B,M",M,8.29173529837135e-08,True
one-step,84,4,"A,B,C,M",A,0.00012867098848801106,True
one-step,84,4,"A,B,C,M",B,0.0006181749049574137,True
one-step,84,4,"A,B,C,M",C,9.529010276310146e-05,True
one-step,84,4,"A,B,C,M",D,0.008789785206317902,False
one-step,84,4,"A,B,C,M",E,0.028283588588237762,False
one-step,84,4,"A,B,C,M",F,0.12250423431396484,False
one-step,84,4,"A,B,C,M",G,0.01820950023829937,False
one-step,84,4,"A,B,C,M",H,0.01073572039604187,False
one-step,84,4,"A,B,C,M",I,0.03477828949689865,False
one-step,84,4,"A,B,C,M",J,0.08275631815195084,False
one-step,84,4,"A,B,C,M",K,0.07913684099912643,False
one-step,84,4,"A,B,C,M",L,0.05031879246234894,False
one-step,84,4,"A,B,C,M",M,7.958695391607762e-08,True
one-step,84,5,"A,B,C,D,M",A,5.71791133552324e-05,True
one-step,84,5,"A,B,C,D,M",B,0.00019151503511238843,True
one-step,84,5,"A,B,C,D,M",C,0.00011653245019260794,True
one-step,84,5,"A,B,C,D,M",D,0.00015124578203540295,True
one-step,84,5,"A,B,C,D,M",E,0.026614561676979065,False
one-step,84,5,"A,B,C,D,M",F,0.12309448421001434,False
one-step,84,5,"A,B,C,D,M",G,0.018217746168375015,False
one-step,84,5,"A,B,C,D,M",H,0.010726087726652622,False
one-step,84,5,"A,B,C,D,M",I,0.03465768322348595,False
one-step,84,5,"A,B,C,D,M",J,0.08263278007507324,False
one-step,84,5,"A,B,C,D,M",K,0.0791853740811348,False
one-step,84,5,"A,B,C,D,M",L,0.05035949498414993,False
one-step,84,5,"A,B,C,D,M",M,8.157530828611925e-08,True
one-step,84,6,"A,B,C,D,E,M",A,5.289267937769182e-05,True
one-step,84,6,"A,B,C,D,E,M",B,0.00017826857219915837,True
one-step,84,6,"A,B,C,D,E,M",C,0.00014093775826040655,True
one-step,84,6,"A,B,C,D,E,M",D,0.00014277001901064068,True
one-step,84,6,"A,B,C,D,E,M",E,7.53510175854899e-05,True
one-step,84,6,"A,B,C,D,E,M",F,0.06415241956710815,False
one-step,84,6,"A,B,C,D,E,M",G,0.015114040113985538,False
one-step,84,6,"A,B,C,D,E,M",H,0.011776100844144821,False
one-step,84,6,"A,B,C,D,E,M",I,0.034656815230846405,False
one-step,84,6,"A,B,C,D,E,M",J,0.08252066373825073,False
one-step,84,6,"A,B,C,D,E,M",K,0.07923609018325806,False
one-step,84,6,"A,B,C,D,E,M",L,0.05039963871240616,False
one-step,84,6,"A,B,C,D,E,M",M,7.997495288236678e-08,True
one-step,84,7,"A,B,C,D,E,F,M",A,5.274874274618924e-05,True
one-step,84,7,"A,B,C,D,E,F,M",B,0.0001743757602525875,True
one-step,84,7,"A,B,C,D,E,F,M",C,5.8876445109490305e-05,True
one-step,84,7,"A,B,C,D,E,F,M",D,0.00014324153016787022,True
one-step,84,7,"A,B,C,D,E,F,M",E,0.00018358457600697875,True
one-step,84,7,"A,B,C,D,E,F,M",F,0.0005911000189371407,True
one-step,84,7,"A,B,C,D,E,F,M",G,0.01962563581764698,False
one-step,84,7,"A,B,C,D,E,F,M",H,0.01026848517358303,False
one-step,84,7,"A,B,C,D,E,F,M",I,0.03443223983049393,False
one-step,84,7,"A,B,C,D,E,F,M",J,0.08254071325063705,False
one-step,84,7,"A,B,C,D,E,F,M",K,0.07928872853517532,False
one-step,84,7,"A,B,C,D,E,F,M",L,0.05043928697705269,False
one-step,84,7,"A,B,C,D,E,F,M",M,7.948015934289288e-08,True
one-step,84,8,"A,B,C,D,E,F,G,M",A,5.3530158766079694e-05,True
one-step,84,8,"A,B,C,D,E,F,G,M",B,0.00017485769058112055,True
one-step,84,8,"A,B,C,D,E,F,G,M",C,6.35687611065805e-05,True
one-step,84,8,"A,B,C,D,E,F,G,M",D,0.0001407267845934257,True
one-step,84,8,"A,B,C,D,E,F,G,M",E,9.380348637932912e-05,True
one-step,84,8,"A,B,C,D,E,F,G,M",F,0.0005341878859326243,True
one-step,84,8,"A,B,C,D,E,F,G,M",G,6.12012081546709e-05,True
one-step,84,8,"A,B,C,D,E,F,G,M",H,0.009799126535654068,False
one-step,84,8,"A,B,C,D,E,F,G,M",I,0.029211565852165222,False
one-step,84,8,"A,B,C,D,E,F,G,M",J,0.08688012510538101,False
one-step,84,8,"A,B,C,D,E,F,G,M",K,0.07936883717775345,False
one-step,84,8,"A,B,C,D,E,F,G,M",L,0.05047658085823059,False
one-step,84,8,"A,B,C,D,E,F,G,M",M,7.940386836935431e-08,True
one-step,84,9,"A,B,C,D,E,F,G,H,M",A,5.4773652664152905e-05,True
one-step,84,9,"A,B,C,D,E,F,G,H,M",B,0.00017619403661228716,True
one-step,84,9,"A,B,C,D,E,F,G,H,M",C,6.419175042537972e-05,True
one-step,84,9,"A,B,C,D,E,F,G,H,M",D,0.00014328026736620814,True
one-step,84,9,"A,B,C,D,E,F,G,H,M",E,0.00010274961096001789,True
one-step,84,9,"A,B,C,D,E,F,G,H,M",F,0.0005725267110392451,True
one-step,84,9,"A,B,C,D,E,F,G,H,M",G,6.928597576916218e-05,True
one-step,84,9,"A,B,C,D,E,F,G,H,M",H,5.019158561481163e-05,True
one-step,84,9,"A,B,C,D,E,F,G,H,M",I,0.02905506268143654,False
one-step,84,9,"A,B,C,D,E,F,G,H,M",J,0.08648927509784698,False
one-step,84,9,"A,B,C,D,E,F,G,H,M",K,0.07942256331443787,False
one-step,84,9,"A,B,C,D,E,F,G,H,M",L,0.05051541328430176,False
one-step,84,9,"A,B,C,D,E,F,G,H,M",M,7.111577104979006e-08,True
one-step,84,10,"A,B,C,D,E,F,G,H,I,M",A,5.3770720114698634e-05,True
one-step,84,10,"A,B,C,D,E,F,G,H,I,M",B,0.00017535111692268401,True
one-step,84,10,"A,B,C,D,E,F,G,H,I,M",C,6.139837205410004e-05,True
one-step,84,10,"A,B,C,D,E,F,G,H,I,M",D,0.0001432525023119524,True
one-step,84,10,"A,B,C,D,E,F,G,H,I,M",E,0.00010070158168673515,True
one-step,84,10,"A,B,C,D,E,F,G,H,I,M",F,0.0005676729488186538,True
one-step,84,10,"A,B,C,D,E,F,G,H,I,M",G,6.508549267891794e-05,True
one-step,84,10,"A,B,C,D,E,F,G,H,I,M",H,4.5498836698243394e-05,True
one-step,84,10,"A,B,C,D,E,F,G,H,I,M",I,5.9042438806500286e-05,True
one-step,84,10,"A,B,C,D,E,F,G,H,I,M",J,0.02258405275642872,False
one-step,84,10,"A,B,C,D,E,F,G,H,I,M",K,0.07761316746473312,False
one-step,84,10,"A,B,C,D,E,F,G,H,I,M",L,0.05077711120247841,False
one-step,84,10,"A,B,C,D,E,F,G,H,I,M",M,7.700234050389554e-08,True
one-step,84,11,"A,B,C,D,E,F,G,H,I,J,M",A,5.384245378081687e-05,True
one-step,84,11,"A,B,C,D,E,F,G,H,I,J,M",B,0.00017589746857993305,True
one-step,84,11,"A,B,C,D,E,F,G,H,I,J,M",C,8.048788004089147e-05,True
one-step,84,11,"A,B,C,D,E,F,G,H,I,J,M",D,0.00017019521328620613,True
one-step,84,11,"A,B,C,D,E,F,G,H,I,J,M",E,0.00020901836978737265,True
one-step,84,11,"A,B,C,D,E,F,G,H,I,J,M",F,0.0007187388837337494,True
one-step,84,11,"A,B,C,D,E,F,G,H,I,J,M",G,0.00013687691534869373,True
one-step,84,11,"A,B,C,D,E,F,G,H,I,J,M",H,0.00012575996515806764,True
one-step,84,11,"A,B,C,D,E,F,G,H,I,J,M",I,0.00044273919775150716,True
one-step,84,11,"A,B,C,D,E,F,G,H,I,J,M",J,0.00036354101030156016,True
one-step,84,11,"A,B,C,D,E,F,G,H,I,J,M",K,0.07833236455917358,False
one-step,84,11,"A,B,C,D,E,F,G,H,I,J,M",L,0.05072455108165741,False
one-step,84,11,"A,B,C,D,E,F,G,H,I,J,M",M,8.621630342986464e-08,True
one-step,84,12,"A,B,C,D,E,F,G,H,I,J,K,M",A,5.476396108861081e-05,True
one-step,84,12,"A,B,C,D,E,F,G,H,I,J,K,M",B,0.00017676259449217469,True
one-step,84,12,"A,B,C,D,E,F,G,H,I,J,K,M",C,8.022718247957528e-05,True
one-step,84,12,"A,B,C,D,E,F,G,H,I,J,K,M",D,0.00017214972467627376,True
one-step,84,12,"A,B,C,D,E,F,G,H,I,J,K,M",E,0.00021689898858312517,True
one-step,84,12,"A,B,C,D,E,F,G,H,I,J,K,M",F,0.0007605448481626809,True
one-step,84,12,"A,B,C,D,E,F,G,H,I,J,K,M",G,0.00014246298815123737,True
one-step,84,12,"A,B,C,D,E,F,G,H,I,J,K,M",H,0.00012932796380482614,True
one-step,84,12,"A,B,C,D,E,F,G,H,I,J,K,M",I,0.0004483695374801755,True
one-step,84,12,"A,B,C,D,E,F,G,H,I,J,K,M",J,0.00036759351496584713,True
one-step,84,12,"A,B,C,D,E,F,G,H,I,J,K,M",K,5.310553774506843e-07,True
one-step,84,12,"A,B,C,D,E,F,G,H,I,J,K,M",L,0.00021591268887277693,False
one-step,84,12,"A,B,C,D,E,F,G,H,I,J,K,M",M,2.1554929219291807e-07,True
one-step,84,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",A,5.4941087000770494e-05,True
one-step,84,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",B,0.00017717671289574355,True
one-step,84,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",C,7.733047823421657e-05,True
one-step,84,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",D,0.0001712554949335754,True
one-step,84,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",E,0.00021164602367207408,True
one-step,84,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",F,0.0007643315475434065,True
one-step,84,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",G,0.00013843349006492645,True
one-step,84,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",H,0.00012403463188093156,True
one-step,84,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",I,0.00042365226545371115,True
one-step,84,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",J,0.00035637602559290826,True
one-step,84,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",K,5.9760208387160674e-05,True
one-step,84,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",L,7.838141755200922e-05,True
one-step,84,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",M,8.218967559514567e-05,True
one-step,450,2,"A,M",A,0.00046938974992372096,True
one-step,450,2,"A,M",B,0.013098292984068394,False
one-step,450,2,"A,M",C,0.011101393029093742,False
one-step,450,2,"A,M",D,0.014240625314414501,False
one-step,450,2,"A,M",E,0.02953399159014225,False
one-step,450,2,"A,M",F,0.04245643690228462,False
one-step,450,2,"A,M",G,0.05257291719317436,False
one-step,450,2,"A,M",H,0.019508181139826775,False
one-step,450,2,"A,M",I,0.029331369325518608,False
one-step,450,2,"A,M",J,0.027665959671139717,False
one-step,450,2,"A,M",K,0.06696683168411255,False
one-step,450,2,"A,M",L,0.04617162421345711,False
one-step,450,2,"A,M",M,1.0285663165632286e-07,True
one-step,450,3,"A,B,M",A,0.0005069444887340069,True
one-step,450,3,"A,B,M",B,0.0003225535328965634,True
one-step,450,3,"A,B,M",C,0.010396336205303669,False
one-step,450,3,"A,B,M",D,0.014178503304719925,False
one-step,450,3,"A,B,M",E,0.029551761224865913,False
one-step,450,3,"A,B,M",F,0.04245466738939285,False
one-step,450,3,"A,B,M",G,0.05258572846651077,False
one-step,450,3,"A,B,M",H,0.01949874684214592,False
one-step,450,3,"A,B,M",I,0.029135487973690033,False
one-step,450,3,"A,B,M",J,0.027596641331911087,False
one-step,450,3,"A,B,M",K,0.06700121611356735,False
one-step,450,3,"A,B,M",L,0.04620705172419548,False
one-step,450,3,"A,B,M",M,1.313888731147017e-07,True
one-step,450,4,"A,B,C,M",A,0.0004491758591029793,True
one-step,450,4,"A,B,C,M",B,0.0002660520258359611,True
one-step,450,4,"A,B,C,M",C,0.00018468628695700318,True
one-step,450,4,"A,B,C,M",D,0.003781065111979842,False
one-step,450,4,"A,B,C,M",E,0.0270587969571352,False
one-step,450,4,"A,B,C,M",F,0.042779792100191116,False
one-step,450,4,"A,B,C,M",G,0.05270778387784958,False
one-step,450,4,"A,B,C,M",H,0.019490836188197136,False
one-step,450,4,"A,B,C,M",I,0.029013343155384064,False
one-step,450,4,"A,B,C,M",J,0.027565794065594673,False
one-step,450,4,"A,B,C,M",K,0.06703991442918777,False
one-step,450,4,"A,B,C,M",L,0.04624171927571297,False
one-step,450,4,"A,B,C,M",M,1.4752751553714916e-07,True
one-step,450,5,"A,B,C,D,M",A,0.00044373265700414777,True
one-step,450,5,"A,B,C,D,M",B,0.0002860995300579816,True
one-step,450,5,"A,B,C,D,M",C,0.00020481445244513452,True
one-step,450,5,"A,B,C,D,M",D,0.0001616092777112499,True
one-step,450,5,"A,B,C,D,M",E,0.026133688166737556,False
one-step,450,5,"A,B,C,D,M",F,0.042984165251255035,False
one-step,450,5,"A,B,C,D,M",G,0.05278463289141655,False
one-step,450,5,"A,B,C,D,M",H,0.019486216828227043,False
one-step,450,5,"A,B,C,D,M",I,0.028929458931088448,False
one-step,450,5,"A,B,C,D,M",J,0.027550220489501953,False
