sample_idx,os_mm,ro_mm,os_pm,ro_pm
389,0.015154,0.010064,0.009393,0.395719
390,0.034490,0.021283,0.002709,0.365883
391,0.027133,0.018172,0.003052,0.017302
392,0.014538,0.006709,0.003472,0.023039
393,0.039877,0.023205,0.007257,0.094870
394,0.013175,0.011942,0.036551,24.180811
395,0.050786,0.041264,0.009704,0.217428
396,0.017809,0.008426,0.005063,0.098750
397,0.020715,0.011174,0.045588,11.940280
398,0.016537,0.008814,0.011709,0.702604
399,0.060626,0.041535,0.004813,0.072605
400,0.029528,0.017935,0.011615,0.650274
401,0.009104,0.003242,0.003036,0.141338
402,0.012044,0.006090,0.036702,18.513815
403,0.030148,0.017362,0.008090,0.169136
404,0.012502,0.006226,0.036551,18.018270
405,0.037078,0.023552,0.003831,0.016079
406,0.011392,0.005510,0.007361,0.158921
407,0.008085,0.013876,0.048318,19.359808
408,0.020114,0.010544,0.011503,1.172556
409,0.022828,0.011739,0.007999,0.403937
410,0.008328,0.003112,0.004109,0.085778
411,0.029014,0.024128,0.003870,0.064881
412,0.010996,0.005071,0.008058,0.636828
413,0.025333,0.016150,0.048309,6.180631
414,0.025866,0.016957,0.008012,0.213970
415,0.005964,0.002216,0.045799,7.603794
416,0.013164,0.007839,0.004486,0.072185
417,0.022589,0.012191,0.003142,0.043583
418,0.014189,0.006143,0.028060,4.136811
419,0.021518,0.013257,0.004501,0.093819
420,0.011846,0.007345,0.004387,0.076691
421,0.024161,0.016029,0.004765,0.097510
422,0.019979,0.009852,0.003819,0.027635
423,0.023340,0.012876,0.003613,0.018582
424,0.010171,0.005086,0.032050,8.979016
425,0.015759,0.008451,0.041121,6.562863
426,0.020935,0.012666,0.057443,12.610866
427,0.021921,0.014917,0.057137,7.850653
428,0.018333,0.007005,0.006027,0.210292
429,0.005865,0.002127,0.008585,1.086395
430,0.019293,0.010888,0.008045,0.650261
431,0.010131,0.005263,0.005319,0.151752
432,0.010411,0.004998,0.040866,46.816895
433,0.016489,0.009643,0.003385,0.013471
434,0.016195,0.008991,0.005448,0.125220
435,0.025901,0.016903,0.003017,0.086002
436,0.017251,0.009554,0.005491,0.229028
437,0.038056,0.022433,nan,nan
438,0.032919,0.019613,0.003375,0.497732
439,0.048827,0.030741,0.011114,0.416865
440,0.006464,0.003308,0.008909,1.194853
441,0.008896,0.004060,0.007404,0.303259
442,0.034522,0.016727,0.003146,0.038022
443,0.007630,0.003425,0.036551,106.042526
444,0.014621,0.007549,0.026147,0.352062
445,0.007024,0.005718,0.036551,149.872055
446,0.030367,0.016318,0.004377,0.029120
447,0.036244,0.022319,0.004357,0.059845
448,0.011286,0.006565,nan,nan
449,0.034936,0.021579,0.012512,0.451761
450,0.007535,0.005396,0.057435,26.735680
451,0.029714,0.018169,0.007851,0.233905
452,0.023885,0.012170,0.044766,34.722412
453,0.019913,0.012272,0.003851,0.038166
454,0.015216,0.007404,0.004911,0.162155
455,0.049868,0.030902,0.007093,0.262988
456,0.018608,0.015760,0.002981,0.035841
457,0.007511,0.003103,0.011080,0.887999
458,0.015149,0.008765,0.005690,0.167369
459,0.015648,0.011529,0.006028,0.273745
460,0.013005,0.008946,0.049328,10.160790
461,0.030825,0.024027,0.039835,12.172140
462,0.007833,0.003424,0.003625,0.129397
463,0.041378,0.024685,0.044880,12.375749
