scaffold,P,sample_idx,species,nrmse
reduced8_ADGHJKLM,8,7,A,0.05889212816998113
reduced8_ADGHJKLM,8,7,M,0.04041340538394658
reduced8_ADGHJKLM,8,903,A,0.04057735315178163
reduced8_ADGHJKLM,8,903,M,0.03475971752122972
reduced8_ADGHJKLM,8,626,A,0.030859948193808346
reduced8_ADGHJKLM,8,626,M,0.03893384142292451
reduced8_ADGHJKLM,8,51,A,34619.70190983266
reduced8_ADGHJKLM,8,51,M,0.017934358142929645
reduced8_ADGHJKLM,8,557,A,0.046529304125846216
reduced8_ADGHJKLM,8,557,M,0.04432846742496216
reduced8_ADGHJKLM,8,310,A,0.024627569245692916
reduced8_ADGHJKLM,8,310,M,0.027986456962539666
reduced8_ADGHJKLM,8,100,A,0.03859512059149124
reduced8_ADGHJKLM,8,100,M,0.028106663175315957
reduced8_ADGHJKLM,8,848,A,0.02423241227445167
reduced8_ADGHJKLM,8,848,M,0.030854082350871018
reduced8_ADGHJKLM,8,921,A,1294943.2246387005
reduced8_ADGHJKLM,8,921,M,0.03877604707801697
reduced8_ADGHJKLM,8,45,A,0.04386062218119387
reduced8_ADGHJKLM,8,45,M,0.03578653692027051
reduced8_ADGHJKLM,8,976,A,0.04118327536410848
reduced8_ADGHJKLM,8,976,M,0.0366074245370952
reduced8_ADGHJKLM,8,136,A,0.03586157819796557
reduced8_ADGHJKLM,8,136,M,0.02774617108010323
reduced8_ADGHJKLM,8,128,A,3013019.636273384
reduced8_ADGHJKLM,8,128,M,0.04604076811467315
reduced8_ADGHJKLM,8,605,A,0.05726433122419779
reduced8_ADGHJKLM,8,605,M,0.044018643958232684
reduced8_ADGHJKLM,8,945,A,10424.634092487395
reduced8_ADGHJKLM,8,945,M,0.013986583007653477
reduced8_ADGHJKLM,8,773,A,0.03689643686808744
reduced8_ADGHJKLM,8,773,M,0.027801845144298218
reduced8_ADGHJKLM,8,941,A,0.06606865776535639
reduced8_ADGHJKLM,8,941,M,0.04488486626031941
reduced8_ADGHJKLM,8,613,A,0.027559357983825434
reduced8_ADGHJKLM,8,613,M,0.026303793445241152
reduced8_ADGHJKLM,8,98,A,0.037581564922688014
reduced8_ADGHJKLM,8,98,M,0.045321576675743915
reduced8_ADGHJKLM,8,758,A,0.03507995254374981
reduced8_ADGHJKLM,8,758,M,0.031115492146087775
reduced8_ADGHJKLM,8,595,A,0.04257809444825283
reduced8_ADGHJKLM,8,595,M,0.03316613750185181
reduced8_ADGHJKLM,8,470,A,0.038783421991790135
reduced8_ADGHJKLM,8,470,M,0.03646337381002548
reduced8_ADGHJKLM,8,25,A,153927.35367640853
reduced8_ADGHJKLM,8,25,M,0.04454594414578613
reduced8_ADGHJKLM,8,514,A,0.026453514336590978
reduced8_ADGHJKLM,8,514,M,0.03591455170829052
reduced8_ADGHJKLM,8,239,A,0.038933726606065616
reduced8_ADGHJKLM,8,239,M,0.03288372162223081
reduced8_ADGHJKLM,8,980,A,0.03239116059015411
reduced8_ADGHJKLM,8,980,M,0.026028264535339636
reduced8_ADGHJKLM,8,623,A,0.0358418349937794
reduced8_ADGHJKLM,8,623,M,0.032157241164476665
reduced8_ADGHJKLM,8,252,A,0.013316395721974215
reduced8_ADGHJKLM,8,252,M,0.041307064458591204
reduced8_ADGHJKLM,8,662,A,0.02781823069718006
reduced8_ADGHJKLM,8,662,M,0.03430907976306295
reduced8_ADGHJKLM,8,171,A,0.04484989579453512
reduced8_ADGHJKLM,8,171,M,0.03233232927049647
reduced8_ADGHJKLM,8,408,A,0.04601765767475699
reduced8_ADGHJKLM,8,408,M,0.03979243929733375
reduced8_ADGHJKLM,8,993,A,0.04829745942394964
reduced8_ADGHJKLM,8,993,M,0.034994879889573435
reduced8_ADGHJKLM,8,592,A,0.06104705479757502
reduced8_ADGHJKLM,8,592,M,0.042817027164948146
reduced8_ADGHJKLM,8,701,A,3508229.9262285233
reduced8_ADGHJKLM,8,701,M,0.05356984690713072
reduced8_ADGHJKLM,8,427,A,0.05299597436412674
reduced8_ADGHJKLM,8,427,M,0.04264230631117003
reduced8_ADGHJKLM,8,457,A,0.06168526705765911
reduced8_ADGHJKLM,8,457,M,0.04132376135056735
reduced8_ADGHJKLM,8,454,A,0.05074635997505514
reduced8_ADGHJKLM,8,454,M,0.041589230747772085
reduced8_ADGHJKLM,8,151,A,0.04441694106744752
reduced8_ADGHJKLM,8,151,M,0.03784867263854219
reduced8_ADGHJKLM,8,756,A,0.04224073226922105
reduced8_ADGHJKLM,8,756,M,0.040229333041867994
reduced8_ADGHJKLM,8,250,A,0.05055003667937338
reduced8_ADGHJKLM,8,250,M,0.03517324908472462
reduced8_ADGHJKLM,8,904,A,0.027150142643653105
reduced8_ADGHJKLM,8,904,M,0.02847169168596244
reduced8_ADGHJKLM,8,324,A,0.03332759715362915
reduced8_ADGHJKLM,8,324,M,0.03207499774889092
reduced8_ADGHJKLM,8,439,A,0.057866630907761764
reduced8_ADGHJKLM,8,439,M,0.03864012404940629
reduced8_ADGHJKLM,8,650,A,0.049708506318002055
reduced8_ADGHJKLM,8,650,M,0.03483752748354324
reduced8_ADGHJKLM,8,238,A,3189570.4567432404
reduced8_ADGHJKLM,8,238,M,0.028184225981637306
reduced8_ADGHJKLM,8,498,A,0.048247114612679796
reduced8_ADGHJKLM,8,498,M,0.035561875822997205
reduced8_ADGHJKLM,8,806,A,0.03404397608396222
reduced8_ADGHJKLM,8,806,M,0.037093885703059666
reduced8_ADGHJKLM,8,629,A,0.04653373104594804
reduced8_ADGHJKLM,8,629,M,0.04220414580651967
reduced8_ADGHJKLM,8,468,A,0.04245926747374266
reduced8_ADGHJKLM,8,468,M,0.04453549023399531
reduced8_ADGHJKLM,8,343,A,0.0302582314721665
reduced8_ADGHJKLM,8,343,M,0.053009832387870874
reduced8_ADGHJKLM,8,664,A,0.03872414498944072
reduced8_ADGHJKLM,8,664,M,0.03935150717320841
reduced8_ADGHJKLM,8,671,A,2905425.2430796623
reduced8_ADGHJKLM,8,671,M,0.02376771091838859
reduced8_ADGHJKLM,8,652,A,0.040272533271718175
reduced8_ADGHJKLM,8,652,M,0.033492478849428645
reduced8_ADGHJKLM,8,346,A,0.02722029126014217
reduced8_ADGHJKLM,8,346,M,0.03038166544915497
reduced8_ADGHJKLM,8,381,A,0.045874724532318056
reduced8_ADGHJKLM,8,381,M,0.03362680931891888
reduced8_ADGHJKLM,8,493,A,0.05461877802908144
reduced8_ADGHJKLM,8,493,M,0.03861938540746446
reduced8_ADGHJKLM,8,708,A,0.040439941175656774
reduced8_ADGHJKLM,8,708,M,0.03637285872359858
reduced8_ADGHJKLM,8,513,A,0.02305124208782028
reduced8_ADGHJKLM,8,513,M,0.03286278751655216
reduced8_ADGHJKLM,8,563,A,0.01903497798348229
reduced8_ADGHJKLM,8,563,M,0.09448877128246172
reduced8_ADGHJKLM,8,857,A,0.040730157472121706
reduced8_ADGHJKLM,8,857,M,0.026548590582204233
reduced8_ADGHJKLM,8,781,A,0.03712202921046524
reduced8_ADGHJKLM,8,781,M,0.039727574769002585
reduced8_ADGHJKLM,8,135,A,0.04619000623383794
reduced8_ADGHJKLM,8,135,M,0.04122660967098202
reduced8_ADGHJKLM,8,232,A,0.057870145826404915
reduced8_ADGHJKLM,8,232,M,0.038933666520734087
reduced8_ADGHJKLM,8,931,A,0.05313610702322853
reduced8_ADGHJKLM,8,931,M,0.03160478483837477
reduced8_ADGHJKLM,8,426,A,0.04250511412680687
reduced8_ADGHJKLM,8,426,M,0.04197851772949402
reduced8_ADGHJKLM,8,660,A,0.03442552935568072
reduced8_ADGHJKLM,8,660,M,0.0246407364891578
reduced8_ADGHJKLM,8,995,A,0.045859438022525865
reduced8_ADGHJKLM,8,995,M,0.028498243696871556
reduced8_ADGHJKLM,8,36,A,0.047305048995543914
reduced8_ADGHJKLM,8,36,M,0.04065714038569862
reduced8_ADGHJKLM,8,545,A,0.031137132067562013
reduced8_ADGHJKLM,8,545,M,0.027025009333786328
reduced8_ADGHJKLM,8,116,A,0.0400900982028746
reduced8_ADGHJKLM,8,116,M,0.03501492004877321
reduced8_ADGHJKLM,8,434,A,0.05331474784603168
reduced8_ADGHJKLM,8,434,M,0.04130527642178433
reduced8_ADGHJKLM,8,390,A,0.05720908761920425
reduced8_ADGHJKLM,8,390,M,0.03956970026538985
reduced8_ADGHJKLM,8,751,A,0.04243553015053979
reduced8_ADGHJKLM,8,751,M,0.02961986273751788
reduced9,9,978,A,0.04984969186244592
reduced9,9,978,M,0.006183612892328685
reduced9,9,933,A,0.04481158666773481
reduced9,9,933,M,0.004777304161553772
reduced9,9,859,A,0.042931927697606
reduced9,9,859,M,0.0046315286058671995
reduced9,9,916,A,0.0
reduced9,9,916,M,0.022428456442879368
reduced9,9,127,A,0.0404525731786449
reduced9,9,127,M,0.00606515784105606
reduced9,9,608,A,6965122.371912003
reduced9,9,608,M,0.005826268003411898
reduced9,9,856,A,7535453.140735626
reduced9,9,856,M,0.010752475651957851
reduced9,9,260,A,0.033485499052089744
reduced9,9,260,M,0.007954592960778687
reduced9,9,147,A,0.10988138063045678
reduced9,9,147,M,0.009233409723237145
reduced9,9,810,A,0.04152775212294309
reduced9,9,810,M,0.006626152626770062
reduced9,9,635,A,0.042800424628372025
reduced9,9,635,M,0.006006194957091412
reduced9,9,972,A,8854308.724403381
reduced9,9,972,M,0.006530946787793221
reduced9,9,593,A,0.04805834188767373
reduced9,9,593,M,0.006575162140192776
reduced9,9,994,A,0.08182154717971851
reduced9,9,994,M,0.006680861511477688
reduced9,9,285,A,0.030890658278667223
reduced9,9,285,M,0.007825419827819114
reduced9,9,554,A,0.062320587784297186
reduced9,9,554,M,0.00558951453652077
reduced9,9,467,A,0.07473577128108519
reduced9,9,467,M,0.006337518515443511
reduced9,9,276,A,0.034691778442355596
reduced9,9,276,M,0.0062813073580380826
reduced9,9,55,A,1950517.6693201065
reduced9,9,55,M,0.011635043083425617
reduced9,9,61,A,0.06115842688552204
reduced9,9,61,M,0.0061687493620655115
reduced9,9,839,A,0.043440919362566534
reduced9,9,839,M,0.005958740681067206
reduced9,9,425,A,0.12491165108509365
reduced9,9,425,M,0.007052929643034795
reduced9,9,82,A,0.044200754521544885
reduced9,9,82,M,0.005414574204095063
reduced9,9,620,A,0.015417621976505287
reduced9,9,620,M,0.03325530695902909
reduced9,9,787,A,0.025764126155578628
reduced9,9,787,M,0.0052173431416131
reduced9,9,2,A,0.022709382034598512
reduced9,9,2,M,0.006898322671420074
reduced9,9,753,A,0.0728126996366684
reduced9,9,753,M,0.006373942636182554
reduced9,9,7,A,0.052308973411875875
reduced9,9,7,M,0.006082481268839281
reduced9,9,903,A,0.028141406701776055
reduced9,9,903,M,0.005602763250020168
reduced9,9,626,A,0.049399859642281364
reduced9,9,626,M,0.007116214884060814
reduced9,9,51,A,0.0
reduced9,9,51,M,0.011211577815245202
reduced9,9,557,A,0.07790857474189929
reduced9,9,557,M,0.006053664708792531
reduced9,9,310,A,6850607.693195343
reduced9,9,310,M,0.006754721728633105
reduced9,9,100,A,0.03628373916667322
reduced9,9,100,M,0.005907701373048782
reduced9,9,848,A,0.013942162639332132
reduced9,9,848,M,0.009489867128057664
reduced9,9,921,A,4424195.736646652
reduced9,9,921,M,0.011549585395106905
reduced9,9,45,A,0.05678138170790912
reduced9,9,45,M,0.005071427656309613
reduced9,9,976,A,0.028502341636538676
reduced9,9,976,M,0.006789814328169077
reduced9,9,136,A,0.041015016509441754
reduced9,9,136,M,0.007408217747685332
reduced9,9,128,A,7558725.7742881775
reduced9,9,128,M,0.0156999049268877
reduced9,9,605,A,0.06182181084405719
reduced9,9,605,M,0.004995492673513381
reduced9,9,945,A,0.0
reduced9,9,945,M,0.009949172569614069
reduced9,9,773,A,0.02023391140850913
reduced9,9,773,M,0.004610761690247194
reduced9,9,941,A,0.06567970556610987
reduced9,9,941,M,0.007150934366902369
reduced9,9,613,A,6751013.547182083
reduced9,9,613,M,0.005913599231203736
reduced9,9,98,A,0.057793934273208517
reduced9,9,98,M,0.008795043487537962
reduced9,9,758,A,6939394.026994705
reduced9,9,758,M,0.006302267241095717
reduced9,9,595,A,0.07661514706852171
reduced9,9,595,M,0.004030420201027096
reduced9,9,470,A,0.07786918413010485
reduced9,9,470,M,0.0056474163113910065
reduced9,9,25,A,891520.3623473644
reduced9,9,25,M,0.01278463402976922
reduced9,9,514,A,0.02296288313112625
reduced9,9,514,M,0.012961999012865395
reduced9,9,239,A,0.028661276471461168
reduced9,9,239,M,0.008317939388704057
reduced9,9,980,A,0.04323376423831469
reduced9,9,980,M,0.0070208335443309455
reduced9,9,623,A,0.055334526135542926
reduced9,9,623,M,0.0064252872986057755
reduced9,9,252,A,0.036029941165432657
reduced9,9,252,M,0.011300025054027024
reduced9,9,662,A,0.013208082146314432
reduced9,9,662,M,0.009360649691704801
reduced9,9,171,A,0.16967310335799468
reduced9,9,171,M,0.006569789898722355
reduced9,9,408,A,0.07118886145742864
reduced9,9,408,M,0.005420959784497031
reduced9,9,993,A,0.05504343293767173
reduced9,9,993,M,0.006851054486607212
reduced9,9,592,A,0.0723096607461655
reduced9,9,592,M,0.0054399712017853315
reduced9,9,701,A,9350585.19244194
reduced9,9,701,M,0.012218317461097337
reduced9,9,427,A,0.055952068872033446
reduced9,9,427,M,0.005508104546336913
reduced9,9,457,A,0.04702499735409138
reduced9,9,457,M,0.005477313584507484
reduced9,9,454,A,0.06463683300284644
reduced9,9,454,M,0.006128149932793112
reduced9,9,151,A,0.0503037499993218
reduced9,9,151,M,0.005163118469561373
reduced9,9,756,A,0.04701523550288282
reduced9,9,756,M,0.006325529145168535
reduced9,9,250,A,0.02500539765592273
reduced9,9,250,M,0.007815957677392817
reduced9,9,904,A,0.021877235786157006
reduced9,9,904,M,0.006483797008076963
reduced9,9,324,A,0.05955484790047995
reduced9,9,324,M,0.006313203236720307
reduced9,9,439,A,0.0473059272687559
reduced9,9,439,M,0.005837193308910278
reduced9,9,650,A,0.04008963417235784
reduced9,9,650,M,0.00785634893355208
reduced9,9,238,A,8663088.828325272
reduced9,9,238,M,0.006642581929491489
reduced9,9,498,A,0.05114191081087439
reduced9,9,498,M,0.0060190364409186785
reduced9,9,806,A,0.03781463878646656
reduced9,9,806,M,0.01398214990615646
reduced9,9,629,A,0.05170198838784375
reduced9,9,629,M,0.006156062045694596
reduced9,9,468,A,0.056619045625185584
reduced9,9,468,M,0.010559233236568617
reduced9,9,343,A,0.046184168553369126
reduced9,9,343,M,0.019921151614900105
reduced9,9,664,A,0.02695936828452038
reduced9,9,664,M,0.0064910826134703895
reduced9,9,671,A,7921273.26130867
reduced9,9,671,M,0.0058664017038640775
reduced9,9,652,A,0.0236628432450788
reduced9,9,652,M,0.007597888085652728
reduced9,9,346,A,0.04063198480802741
reduced9,9,346,M,0.007145641749048871
reduced9,9,381,A,0.11417037365277216
reduced9,9,381,M,0.004748892784651973
reduced9,9,493,A,0.06181821630070816
reduced9,9,493,M,0.00639773790452414
reduced9,9,708,A,0.07370058979960738
reduced9,9,708,M,0.008447919398591968
reduced9,9,513,A,0.03260846421233594
reduced9,9,513,M,0.008406896034986738
reduced9,9,563,A,0.018174220250939472
reduced9,9,563,M,0.03479099105596166
reduced9,9,857,A,0.04608117550269423
reduced9,9,857,M,0.005950160447832421
reduced9,9,781,A,0.13964595466024224
reduced9,9,781,M,0.005700384264650917
reduced9,9,135,A,0.06903453448729314
reduced9,9,135,M,0.00489017172793139
reduced9,9,232,A,0.07337104434340357
reduced9,9,232,M,0.006105151915045245
reduced9,9,931,A,0.051681019263105754
reduced9,9,931,M,0.00591804053169596
reduced9,9,426,A,0.028807472019314842
reduced9,9,426,M,0.008943686918375219
reduced9,9,660,A,0.03845974803011265
reduced9,9,660,M,0.007722290395006995
reduced9,9,995,A,0.09955358853134995
reduced9,9,995,M,0.005304146572105599
reduced9,9,36,A,0.0550953348415533
reduced9,9,36,M,0.005309271215459725
reduced9,9,545,A,0.10052518515030057
reduced9,9,545,M,0.006265451944690974
reduced9,9,116,A,0.07026360492845249
reduced9,9,116,M,0.006136407551140275
reduced9,9,434,A,0.11073928175702062
reduced9,9,434,M,0.0038608904207500542
reduced9,9,390,A,0.06205069982326575
reduced9,9,390,M,0.005438426152450286
reduced9,9,751,A,0.03476045207800855
reduced9,9,751,M,0.007632444392817324
reduced10_with_M,10,978,A,0.03190705618240469
reduced10_with_M,10,978,M,0.005043668358834604
reduced10_with_M,10,933,A,0.039691418906380324
reduced10_with_M,10,933,M,0.004918099057208134
reduced10_with_M,10,859,A,0.04017322190131458
reduced10_with_M,10,859,M,0.004279269473224591
reduced10_with_M,10,916,A,0.0
reduced10_with_M,10,916,M,0.03816841840525063
reduced10_with_M,10,127,A,0.02909863483375751
reduced10_with_M,10,127,M,0.0061637365746690185
reduced10_with_M,10,608,A,4368637.874722481
reduced10_with_M,10,608,M,0.0060571949976920515
reduced10_with_M,10,856,A,7487311.214208603
reduced10_with_M,10,856,M,0.0144782952431482
reduced10_with_M,10,260,A,0.034724144801817146
reduced10_with_M,10,260,M,0.0061838790267168325
reduced10_with_M,10,147,A,0.11169113106571296
reduced10_with_M,10,147,M,0.01393874606284887
reduced10_with_M,10,810,A,0.03252321026165131
reduced10_with_M,10,810,M,0.006046520453268833
reduced10_with_M,10,635,A,0.04514297326067426
reduced10_with_M,10,635,M,0.00576604106506302
reduced10_with_M,10,972,A,7212936.878204346
reduced10_with_M,10,972,M,0.006724072321438106
reduced10_with_M,10,593,A,0.028427402527706824
reduced10_with_M,10,593,M,0.006389368346297751
reduced10_with_M,10,994,A,0.05077966228955386
reduced10_with_M,10,994,M,0.004627125829148514
reduced10_with_M,10,285,A,0.031811191001375534
reduced10_with_M,10,285,M,0.0058685126731703695
reduced10_with_M,10,554,A,0.04660674261487627
reduced10_with_M,10,554,M,0.005206671523704055
reduced10_with_M,10,467,A,0.06835991448352961
reduced10_with_M,10,467,M,0.0064603334850964035
reduced10_with_M,10,276,A,0.012100462302635357
reduced10_with_M,10,276,M,0.0078038980439862115
reduced10_with_M,10,55,A,0.0
reduced10_with_M,10,55,M,0.021509975374714635
reduced10_with_M,10,61,A,0.054018872584614686
reduced10_with_M,10,61,M,0.006031751268896919
reduced10_with_M,10,839,A,0.037819144589777254
reduced10_with_M,10,839,M,0.005466197396996711
reduced10_with_M,10,425,A,0.08138102727475584
reduced10_with_M,10,425,M,0.0052485564578198555
reduced10_with_M,10,82,A,0.03227879937182386
reduced10_with_M,10,82,M,0.004818062468863464
reduced10_with_M,10,620,A,0.01390254458378505
reduced10_with_M,10,620,M,0.027868785746404213
reduced10_with_M,10,787,A,0.02616904315648651
reduced10_with_M,10,787,M,0.005159002419351388
reduced10_with_M,10,2,A,0.01656896313410368
reduced10_with_M,10,2,M,0.00779326355631118
reduced10_with_M,10,753,A,0.021669265818641863
reduced10_with_M,10,753,M,0.0057118284984740185
reduced10_with_M,10,7,A,0.04730042611240765
reduced10_with_M,10,7,M,0.005586030146129844
reduced10_with_M,10,903,A,0.026982338792712533
reduced10_with_M,10,903,M,0.0055319205086067184
reduced10_with_M,10,626,A,0.028466584307462257
reduced10_with_M,10,626,M,0.007469803274399045
reduced10_with_M,10,51,A,0.0
reduced10_with_M,10,51,M,0.016980372222425693
reduced10_with_M,10,557,A,0.04537151818188664
reduced10_with_M,10,557,M,0.005878634329605713
reduced10_with_M,10,310,A,6313943.117856979
reduced10_with_M,10,310,M,0.005777723332962817
reduced10_with_M,10,100,A,0.030549845750911613
reduced10_with_M,10,100,M,0.0052194663982574885
reduced10_with_M,10,848,A,6340543.9257621765
reduced10_with_M,10,848,M,0.008918271854882177
reduced10_with_M,10,921,A,0.0
reduced10_with_M,10,921,M,0.012880848017450161
reduced10_with_M,10,45,A,0.044044290939655624
reduced10_with_M,10,45,M,0.004112560050812043
reduced10_with_M,10,976,A,0.023370919000871255
reduced10_with_M,10,976,M,0.005321127836439379
reduced10_with_M,10,136,A,0.022277562531395866
reduced10_with_M,10,136,M,0.006498994066340121
reduced10_with_M,10,128,A,7453213.632106781
reduced10_with_M,10,128,M,0.024819646154041794
reduced10_with_M,10,605,A,0.04356498569037162
reduced10_with_M,10,605,M,0.006266058210608463
reduced10_with_M,10,945,A,0.0
reduced10_with_M,10,945,M,0.018412438935026868
reduced10_with_M,10,773,A,0.017849211111570017
reduced10_with_M,10,773,M,0.0050046037356901475
reduced10_with_M,10,941,A,0.05543384788457425
reduced10_with_M,10,941,M,0.005051881511218787
reduced10_with_M,10,613,A,5907328.426837921
reduced10_with_M,10,613,M,0.008837882778289322
reduced10_with_M,10,98,A,0.025193202709075643
reduced10_with_M,10,98,M,0.008042585317485864
reduced10_with_M,10,758,A,5756321.921944618
reduced10_with_M,10,758,M,0.007228930602426334
reduced10_with_M,10,595,A,0.04622304958842366
reduced10_with_M,10,595,M,0.004300727295051796
reduced10_with_M,10,470,A,0.04637742919716439
reduced10_with_M,10,470,M,0.004688184371069299
reduced10_with_M,10,25,A,0.0
reduced10_with_M,10,25,M,0.01567238696912531
reduced10_with_M,10,514,A,0.02451587732428836
reduced10_with_M,10,514,M,0.01648542873570056
reduced10_with_M,10,239,A,0.03367184986748707
reduced10_with_M,10,239,M,0.007614980283533362
reduced10_with_M,10,980,A,0.04127296774010586
reduced10_with_M,10,980,M,0.006481675895681295
reduced10_with_M,10,623,A,0.051407309586941966
reduced10_with_M,10,623,M,0.0048197707851532125
reduced10_with_M,10,252,A,0.031202078361265696
reduced10_with_M,10,252,M,0.011795412723588973
reduced10_with_M,10,662,A,0.015499658495395273
reduced10_with_M,10,662,M,0.00981374084508239
reduced10_with_M,10,171,A,0.120177886534048
reduced10_with_M,10,171,M,0.004657900012268687
reduced10_with_M,10,408,A,0.04824952994273403
reduced10_with_M,10,408,M,0.005894812822399718
reduced10_with_M,10,993,A,0.049658596938199
reduced10_with_M,10,993,M,0.005352532568351293
reduced10_with_M,10,592,A,0.04142404873380426
reduced10_with_M,10,592,M,0.005153679139231322
reduced10_with_M,10,701,A,9341339.021921158
reduced10_with_M,10,701,M,0.015450066117592242
reduced10_with_M,10,427,A,0.041227005261390774
reduced10_with_M,10,427,M,0.005412810257287363
reduced10_with_M,10,457,A,0.03869372096878292
reduced10_with_M,10,457,M,0.006416913951796603
reduced10_with_M,10,454,A,0.0488639208297692
reduced10_with_M,10,454,M,0.006424808525948852
reduced10_with_M,10,151,A,0.03784115626493741
reduced10_with_M,10,151,M,0.004897673253197555
reduced10_with_M,10,756,A,0.0414971328935117
reduced10_with_M,10,756,M,0.005142883530814517
reduced10_with_M,10,250,A,0.0277805505094483
reduced10_with_M,10,250,M,0.006678195243938397
reduced10_with_M,10,904,A,0.022393888083575755
reduced10_with_M,10,904,M,0.009816692598498742
reduced10_with_M,10,324,A,0.031009479880812176
reduced10_with_M,10,324,M,0.0048261394350883405
reduced10_with_M,10,439,A,0.042148131506364706
reduced10_with_M,10,439,M,0.005995978920553209
reduced10_with_M,10,650,A,0.03987094039230268
reduced10_with_M,10,650,M,0.006970276220035772
reduced10_with_M,10,238,A,5836241.692304611
reduced10_with_M,10,238,M,0.005473068965448175
reduced10_with_M,10,498,A,0.042832811331715785
reduced10_with_M,10,498,M,0.004891952923357893
reduced10_with_M,10,806,A,0.019653249937960266
reduced10_with_M,10,806,M,0.012778296775650236
reduced10_with_M,10,629,A,0.04631174127736508
reduced10_with_M,10,629,M,0.005000992073624333
reduced10_with_M,10,468,A,0.04464998273940162
reduced10_with_M,10,468,M,0.01068731716071484
reduced10_with_M,10,343,A,0.04035448235355431
reduced10_with_M,10,343,M,0.03058874711801035
reduced10_with_M,10,664,A,0.027282176669943533
reduced10_with_M,10,664,M,0.005933606577243271
reduced10_with_M,10,671,A,7565764.337778091
reduced10_with_M,10,671,M,0.005692427971502894
reduced10_with_M,10,652,A,0.024342236530760213
reduced10_with_M,10,652,M,0.007462570990006233
reduced10_with_M,10,346,A,0.014690911030546433
reduced10_with_M,10,346,M,0.010684473232605896
reduced10_with_M,10,381,A,0.07531686081391385
reduced10_with_M,10,381,M,0.004213987451197847
reduced10_with_M,10,493,A,0.03863212348850256
reduced10_with_M,10,493,M,0.004953202183005584
reduced10_with_M,10,708,A,0.04959086018964451
reduced10_with_M,10,708,M,0.007081474483454748
reduced10_with_M,10,513,A,0.023909310573385262
reduced10_with_M,10,513,M,0.00854800227346734
reduced10_with_M,10,563,A,0.019723690589988838
reduced10_with_M,10,563,M,0.03567266895381652
reduced10_with_M,10,857,A,0.014843289303866086
reduced10_with_M,10,857,M,0.007213883220336849
reduced10_with_M,10,781,A,0.09676323709411265
reduced10_with_M,10,781,M,0.006019156233957688
reduced10_with_M,10,135,A,0.04984664254594949
reduced10_with_M,10,135,M,0.004594258372539342
reduced10_with_M,10,232,A,0.06648680771534267
reduced10_with_M,10,232,M,0.005665468065313198
reduced10_with_M,10,931,A,0.04022155759100987
reduced10_with_M,10,931,M,0.005044109338135431
reduced10_with_M,10,426,A,0.049040534423637025
reduced10_with_M,10,426,M,0.0064659125912465325
reduced10_with_M,10,660,A,0.04552753624356319
reduced10_with_M,10,660,M,0.007056120621763144
reduced10_with_M,10,995,A,0.06885590841012662
reduced10_with_M,10,995,M,0.005247932350984113
reduced10_with_M,10,36,A,0.04284611691542782
reduced10_with_M,10,36,M,0.005768540209326245
reduced10_with_M,10,545,A,3612734.004855156
reduced10_with_M,10,545,M,0.005791130836664777
reduced10_with_M,10,116,A,0.06158443894416037
reduced10_with_M,10,116,M,0.00519553004223127
reduced10_with_M,10,434,A,0.07282517231472689
reduced10_with_M,10,434,M,0.0033370049237203938
reduced10_with_M,10,390,A,0.05612539653170992
reduced10_with_M,10,390,M,0.004706478669009718
reduced10_with_M,10,751,A,0.02725535282289564
reduced10_with_M,10,751,M,0.005823673922857338
reduced11_with_M,11,978,A,0.019476499743027134
reduced11_with_M,11,978,M,0.0030081024414878176
reduced11_with_M,11,933,A,0.030512995198553727
reduced11_with_M,11,933,M,0.002567149556489891
reduced11_with_M,11,859,A,0.029431116430168092
reduced11_with_M,11,859,M,0.0026877452826370076
reduced11_with_M,11,916,A,0.0
reduced11_with_M,11,916,M,0.007981788290938971
reduced11_with_M,11,127,A,0.022374694284289204
reduced11_with_M,11,127,M,0.002645396119784103
reduced11_with_M,11,608,A,2543032.728135586
reduced11_with_M,11,608,M,0.004563298303339411
reduced11_with_M,11,856,A,5526153.3707380295
reduced11_with_M,11,856,M,0.005955421364283705
reduced11_with_M,11,260,A,0.019160528005632334
reduced11_with_M,11,260,M,0.0025439699553313137
reduced11_with_M,11,147,A,0.07925925240998988
reduced11_with_M,11,147,M,0.008173206607737956
reduced11_with_M,11,810,A,0.02260010745134093
reduced11_with_M,11,810,M,0.004079728267780875
reduced11_with_M,11,635,A,0.03353399847828444
reduced11_with_M,11,635,M,0.003036895887911087
reduced11_with_M,11,972,A,4137403.517961502
reduced11_with_M,11,972,M,0.004049177361940895
reduced11_with_M,11,593,A,0.017946669958801537
reduced11_with_M,11,593,M,0.004109015776334892
reduced11_with_M,11,994,A,0.0336028565859381
reduced11_with_M,11,994,M,0.0029390974208500266
reduced11_with_M,11,285,A,0.024353698175957603
reduced11_with_M,11,285,M,0.002740836703653694
reduced11_with_M,11,554,A,0.034400287079153685
reduced11_with_M,11,554,M,0.0031740550487733502
reduced11_with_M,11,467,A,0.0267506530793785
reduced11_with_M,11,467,M,0.0038750385953129807
reduced11_with_M,11,276,A,0.010296586339460562
reduced11_with_M,11,276,M,0.004055510418454496
reduced11_with_M,11,55,A,0.0
reduced11_with_M,11,55,M,0.007604996525678318
reduced11_with_M,11,61,A,0.0350131694751347
reduced11_with_M,11,61,M,0.00302721321814647
reduced11_with_M,11,839,A,0.028599949027888358
