scaffold,P,sample_idx,species,nrmse
reduced5,5,787,A,0.04105166163945541
reduced5,5,787,M,0.8622150926586684
reduced5,5,2,A,0.03111713369061637
reduced5,5,2,M,0.962492335206029
reduced5,5,753,A,0.05336356974156873
reduced5,5,753,M,0.9233066252774921
reduced5,5,7,A,0.051758198290168256
reduced5,5,7,M,0.9751117902675005
reduced5,5,903,A,0.04963923130120823
reduced5,5,903,M,0.9439476623360595
reduced5,5,626,A,0.0434321252509844
reduced5,5,626,M,1.0551669907098014
reduced5,5,51,A,413424.10258948803
reduced5,5,51,M,0.5484519356037022
reduced5,5,557,A,0.052205552115064884
reduced5,5,557,M,0.924417965517476
reduced5,5,310,A,0.033512201424748485
reduced5,5,310,M,0.9520325716335187
reduced5,5,100,A,0.044789979592869296
reduced5,5,100,M,0.8669402549427431
reduced5,5,848,A,0.02633710659191069
reduced5,5,848,M,0.868680606977108
reduced5,5,921,A,3628768.7718868256
reduced5,5,921,M,0.8998066756157638
reduced5,5,45,A,0.049025669784348906
reduced5,5,45,M,0.8655932360466639
reduced5,5,976,A,0.04216196910137411
reduced5,5,976,M,0.9125831105344281
reduced5,5,136,A,0.05257309460876316
reduced5,5,136,M,0.9798713819563356
reduced5,5,128,A,0.02428319537889959
reduced5,5,128,M,0.9208174020060194
reduced5,5,605,A,0.05928016354630355
reduced5,5,605,M,0.9910791414188614
reduced5,5,945,A,52411.999786272645
reduced5,5,945,M,0.7536744353279385
reduced5,5,773,A,0.03827587941883836
reduced5,5,773,M,0.8164146631163899
reduced5,5,941,A,0.07637510508633168
reduced5,5,941,M,0.9108096301057413
reduced5,5,613,A,0.03146314332368603
reduced5,5,613,M,0.7188152507990107
reduced5,5,98,A,0.03987641679750858
reduced5,5,98,M,1.0153960550573975
reduced5,5,758,A,0.03745368639068948
reduced5,5,758,M,1.009999552636949
reduced5,5,595,A,0.04890562871236921
reduced5,5,595,M,0.8123184361157836
reduced5,5,470,A,0.048379077306086114
reduced5,5,470,M,0.934042777608808
reduced5,5,25,A,1423085.294663906
reduced5,5,25,M,0.5598481680422529
reduced5,5,514,A,0.030154106972093666
reduced5,5,514,M,0.8101710047934879
reduced5,5,239,A,0.04091554429895633
reduced5,5,239,M,0.9594682231312355
reduced5,5,980,A,0.039853020209660375
reduced5,5,980,M,0.7831857914876749
reduced5,5,623,A,0.03596041687176598
reduced5,5,623,M,0.8783008083899265
reduced5,5,252,A,0.031592728203996195
reduced5,5,252,M,1.0007361549471308
reduced5,5,662,A,0.030392083974329055
reduced5,5,662,M,0.9565982355179432
reduced5,5,171,A,0.043782870046532626
reduced5,5,171,M,0.8820316929732785
reduced5,5,408,A,0.05791996410243079
reduced5,5,408,M,0.9840258427522589
reduced5,5,993,A,0.05828251581522988
reduced5,5,993,M,0.8833116305492842
reduced5,5,592,A,0.06056319962357574
reduced5,5,592,M,0.9530701651106247
reduced5,5,701,A,0.03407047450099363
reduced5,5,701,M,1.0674117853740765
reduced5,5,427,A,0.05699988892323146
reduced5,5,427,M,0.9970707558635034
reduced5,5,457,A,0.06222368051201761
reduced5,5,457,M,1.0211066981954449
reduced5,5,454,A,0.06355966929965777
reduced5,5,454,M,0.9337579573820742
reduced5,5,151,A,0.04556381561135626
reduced5,5,151,M,0.9318671829220766
reduced5,5,756,A,0.05716305994509919
reduced5,5,756,M,0.7407914667262266
reduced5,5,250,A,0.04974083072177702
reduced5,5,250,M,0.9820709578581329
reduced5,5,904,A,0.03134584599368957
reduced5,5,904,M,0.8571641913968668
reduced5,5,324,A,0.04449527867616827
reduced5,5,324,M,0.7442068322442991
reduced5,5,439,A,0.06228853541575656
reduced5,5,439,M,0.8616256698616432
reduced5,5,650,A,0.05345333713692534
reduced5,5,650,M,1.0984461714816667
reduced5,5,238,A,0.04285597865584217
reduced5,5,238,M,0.8119776212198382
reduced5,5,498,A,0.05563629094828332
reduced5,5,498,M,0.8437616046032707
reduced5,5,806,A,0.03666081665158571
reduced5,5,806,M,1.0546167263621367
reduced5,5,629,A,0.055749172924336995
reduced5,5,629,M,0.8854523626790607
reduced5,5,468,A,0.024180743460106128
reduced5,5,468,M,0.948292365003894
reduced5,5,343,A,0.034582861280493336
reduced5,5,343,M,1.237371915203018
reduced5,5,664,A,0.040818341225194954
reduced5,5,664,M,0.9919851836517036
reduced5,5,671,A,0.0350915009276135
reduced5,5,671,M,0.8075912426399426
reduced5,5,652,A,0.04184126542672574
reduced5,5,652,M,1.0404244393539717
reduced5,5,346,A,0.038825135151692246
reduced5,5,346,M,0.9522371599000159
reduced5,5,381,A,0.05352031770968776
reduced5,5,381,M,0.8432617009528317
reduced5,5,493,A,0.056827139589971216
reduced5,5,493,M,0.8765605876240462
reduced5,5,708,A,0.04457528505292145
reduced5,5,708,M,1.0790321037096076
reduced5,5,513,A,0.029788798883685144
reduced5,5,513,M,0.9375130856560852
reduced5,5,563,A,0.023456912933029598
reduced5,5,563,M,1.2194267882192766
reduced5,5,857,A,0.04015363684830742
reduced5,5,857,M,0.7162607308753128
reduced5,5,781,A,0.058429708969843876
reduced5,5,781,M,1.0002045214440043
reduced5,5,135,A,0.06252565351161053
reduced5,5,135,M,0.9050782268409356
reduced5,5,232,A,0.06620107864878008
reduced5,5,232,M,0.9306121061601941
reduced5,5,931,A,0.05719413659319328
reduced5,5,931,M,0.9300471237315585
reduced5,5,426,A,0.04509342812066544
reduced5,5,426,M,0.9433602822912972
reduced5,5,660,A,0.03782740393706493
reduced5,5,660,M,0.8815448505060106
reduced5,5,995,A,0.042431797454116696
reduced5,5,995,M,0.7691015643349651
reduced5,5,36,A,0.057130125432300456
reduced5,5,36,M,0.8688455218618971
reduced5,5,545,A,0.03281169536818469
reduced5,5,545,M,0.8881013810814299
reduced5,5,116,A,0.05183676425816805
reduced5,5,116,M,0.760536231692324
reduced5,5,434,A,0.05747356781350408
reduced5,5,434,M,0.8612039469173134
reduced5,5,390,A,0.06340991185778173
reduced5,5,390,M,0.7693577256065147
reduced5,5,751,A,0.05107058755515231
reduced5,5,751,M,0.9504339213718341
reduced6_ADGJLM,6,978,A,0.0451840209586977
reduced6_ADGJLM,6,978,M,0.21795729042501005
reduced6_ADGJLM,6,933,A,0.03301812625709532
reduced6_ADGJLM,6,933,M,0.23582226751341728
reduced6_ADGJLM,6,859,A,0.02125731588148461
reduced6_ADGJLM,6,859,M,0.21357366511947515
reduced6_ADGJLM,6,916,A,1085840.3518795967
reduced6_ADGJLM,6,916,M,0.23786482747925097
reduced6_ADGJLM,6,127,A,0.028152809286662174
reduced6_ADGJLM,6,127,M,0.23827928412683982
reduced6_ADGJLM,6,608,A,0.043473890409130654
reduced6_ADGJLM,6,608,M,0.24275997842432032
reduced6_ADGJLM,6,856,A,0.011589690577138611
reduced6_ADGJLM,6,856,M,0.21359797327008823
reduced6_ADGJLM,6,260,A,0.026021381422223794
reduced6_ADGJLM,6,260,M,0.25106482978597416
reduced6_ADGJLM,6,147,A,0.08208587143432992
reduced6_ADGJLM,6,147,M,0.26975173318850754
reduced6_ADGJLM,6,810,A,0.03169146853723241
reduced6_ADGJLM,6,810,M,0.251981389252131
reduced6_ADGJLM,6,635,A,0.03025634356958488
reduced6_ADGJLM,6,635,M,0.21212467719292163
reduced6_ADGJLM,6,972,A,0.03604860793405526
reduced6_ADGJLM,6,972,M,0.25505199642014786
reduced6_ADGJLM,6,593,A,0.049041004893253734
reduced6_ADGJLM,6,593,M,0.22759643613261818
reduced6_ADGJLM,6,994,A,0.03601012764226578
reduced6_ADGJLM,6,994,M,0.22729813240545088
reduced6_ADGJLM,6,285,A,0.020877413758207643
reduced6_ADGJLM,6,285,M,0.23912471486393325
reduced6_ADGJLM,6,554,A,0.038745064652470206
reduced6_ADGJLM,6,554,M,0.25180296330422325
reduced6_ADGJLM,6,467,A,0.04496130264046224
reduced6_ADGJLM,6,467,M,0.228753595610183
reduced6_ADGJLM,6,276,A,0.036427772543929836
reduced6_ADGJLM,6,276,M,0.1907721859616593
reduced6_ADGJLM,6,55,A,2982041.0534739494
reduced6_ADGJLM,6,55,M,0.26203139952385895
reduced6_ADGJLM,6,61,A,0.04140390150633878
reduced6_ADGJLM,6,61,M,0.26619616861642836
reduced6_ADGJLM,6,839,A,0.03279163609605874
reduced6_ADGJLM,6,839,M,0.23122114508477923
reduced6_ADGJLM,6,425,A,0.11416266615952864
reduced6_ADGJLM,6,425,M,0.2525992784095059
reduced6_ADGJLM,6,82,A,0.03545012451491038
reduced6_ADGJLM,6,82,M,0.2456161534038941
reduced6_ADGJLM,6,620,A,0.009698158234041625
reduced6_ADGJLM,6,620,M,0.1819354702275304
reduced6_ADGJLM,6,787,A,0.029987826049324224
reduced6_ADGJLM,6,787,M,0.21598370907149328
reduced6_ADGJLM,6,2,A,0.027010591605638446
reduced6_ADGJLM,6,2,M,0.2531455173768968
reduced6_ADGJLM,6,753,A,0.06034649878794366
reduced6_ADGJLM,6,753,M,0.22090461235848743
reduced6_ADGJLM,6,7,A,0.03874078705924747
reduced6_ADGJLM,6,7,M,0.2538292652726347
reduced6_ADGJLM,6,903,A,0.02459893992965148
reduced6_ADGJLM,6,903,M,0.2435229236836381
reduced6_ADGJLM,6,626,A,0.0627614234193807
reduced6_ADGJLM,6,626,M,0.2623532912708915
reduced6_ADGJLM,6,51,A,1054535.4336500168
reduced6_ADGJLM,6,51,M,0.10542784585280099
reduced6_ADGJLM,6,557,A,0.03988366354858463
reduced6_ADGJLM,6,557,M,0.24407231151926942
reduced6_ADGJLM,6,310,A,0.02578152473765308
reduced6_ADGJLM,6,310,M,0.23901042468171782
reduced6_ADGJLM,6,100,A,0.03825124358885885
reduced6_ADGJLM,6,100,M,0.21673433217510685
reduced6_ADGJLM,6,848,A,0.005442677933976871
reduced6_ADGJLM,6,848,M,0.188509169855434
reduced6_ADGJLM,6,921,A,6612564.6233558655
reduced6_ADGJLM,6,921,M,0.21409108781188918
reduced6_ADGJLM,6,45,A,0.041810334618093324
reduced6_ADGJLM,6,45,M,0.22081309528425536
reduced6_ADGJLM,6,976,A,0.031470926204147716
reduced6_ADGJLM,6,976,M,0.2363902936960551
reduced6_ADGJLM,6,136,A,0.05121039884325724
reduced6_ADGJLM,6,136,M,0.2455574838015222
reduced6_ADGJLM,6,128,A,0.10364756894792719
reduced6_ADGJLM,6,128,M,0.19661397024731783
reduced6_ADGJLM,6,605,A,0.039848711007715074
reduced6_ADGJLM,6,605,M,0.2639727101567445
reduced6_ADGJLM,6,945,A,959229.4692993164
reduced6_ADGJLM,6,945,M,0.14916604590268093
reduced6_ADGJLM,6,773,A,0.030633489559143856
reduced6_ADGJLM,6,773,M,0.2032787252608311
reduced6_ADGJLM,6,941,A,0.03614718585698861
reduced6_ADGJLM,6,941,M,0.2424176854711738
reduced6_ADGJLM,6,613,A,0.02694829428870799
reduced6_ADGJLM,6,613,M,0.16496428535115407
reduced6_ADGJLM,6,98,A,0.043788003037951974
reduced6_ADGJLM,6,98,M,0.24641850367895285
reduced6_ADGJLM,6,758,A,0.042781048257581514
reduced6_ADGJLM,6,758,M,0.24719745858802444
reduced6_ADGJLM,6,595,A,0.03871743190286764
reduced6_ADGJLM,6,595,M,0.20885068086773653
reduced6_ADGJLM,6,470,A,0.049426783034985954
reduced6_ADGJLM,6,470,M,0.242512847289212
reduced6_ADGJLM,6,25,A,1262576.0398805141
reduced6_ADGJLM,6,25,M,0.108986476075813
reduced6_ADGJLM,6,514,A,0.013675202637762267
reduced6_ADGJLM,6,514,M,0.179954928772335
reduced6_ADGJLM,6,239,A,0.0154114218821118
reduced6_ADGJLM,6,239,M,0.2362618030703878
reduced6_ADGJLM,6,980,A,0.036314014618782114
reduced6_ADGJLM,6,980,M,0.19021097533549242
reduced6_ADGJLM,6,623,A,0.022481829878530122
reduced6_ADGJLM,6,623,M,0.22348602210425897
reduced6_ADGJLM,6,252,A,0.03434303499407791
reduced6_ADGJLM,6,252,M,0.23380535766961483
reduced6_ADGJLM,6,662,A,0.013977821735823072
reduced6_ADGJLM,6,662,M,0.22396686027949333
reduced6_ADGJLM,6,171,A,0.08556655644287033
reduced6_ADGJLM,6,171,M,0.22550184296401143
reduced6_ADGJLM,6,408,A,0.07004155507494593
reduced6_ADGJLM,6,408,M,0.25744160027257756
reduced6_ADGJLM,6,993,A,0.03261510561162522
reduced6_ADGJLM,6,993,M,0.22817403741954947
reduced6_ADGJLM,6,592,A,0.03796304671207169
reduced6_ADGJLM,6,592,M,0.2521584754984275
reduced6_ADGJLM,6,701,A,0.02745489009373601
reduced6_ADGJLM,6,701,M,0.2483740294472067
reduced6_ADGJLM,6,427,A,0.03668725715263765
reduced6_ADGJLM,6,427,M,0.26215564616115594
reduced6_ADGJLM,6,457,A,0.02659217533834823
reduced6_ADGJLM,6,457,M,0.26393826055821923
reduced6_ADGJLM,6,454,A,0.04221859588539749
reduced6_ADGJLM,6,454,M,0.2472875204056601
reduced6_ADGJLM,6,151,A,0.04398916815464322
reduced6_ADGJLM,6,151,M,0.24317074575126835
reduced6_ADGJLM,6,756,A,0.04018830824780004
reduced6_ADGJLM,6,756,M,0.19572904147247078
reduced6_ADGJLM,6,250,A,0.03191497723035396
reduced6_ADGJLM,6,250,M,0.2456333925054106
reduced6_ADGJLM,6,904,A,0.01719878708063335
reduced6_ADGJLM,6,904,M,0.1898645389975731
reduced6_ADGJLM,6,324,A,0.05831048796981911
reduced6_ADGJLM,6,324,M,0.19183284995169714
reduced6_ADGJLM,6,439,A,0.02886672205939519
reduced6_ADGJLM,6,439,M,0.226466186987375
reduced6_ADGJLM,6,650,A,0.03750430409822539
reduced6_ADGJLM,6,650,M,0.2736186799224622
reduced6_ADGJLM,6,238,A,0.11228874329470204
reduced6_ADGJLM,6,238,M,0.20397363334703525
reduced6_ADGJLM,6,498,A,0.028579835326318276
reduced6_ADGJLM,6,498,M,0.21622527297364702
reduced6_ADGJLM,6,806,A,0.055825026734426644
reduced6_ADGJLM,6,806,M,0.24107200089459185
reduced6_ADGJLM,6,629,A,0.034364199899711345
reduced6_ADGJLM,6,629,M,0.2322236445945608
reduced6_ADGJLM,6,468,A,0.06193941242443209
reduced6_ADGJLM,6,468,M,0.22753021653460936
reduced6_ADGJLM,6,343,A,0.0414216892541761
reduced6_ADGJLM,6,343,M,0.2577767164141974
reduced6_ADGJLM,6,664,A,0.027141404981014486
reduced6_ADGJLM,6,664,M,0.25532191561319634
reduced6_ADGJLM,6,671,A,0.12754239834229855
reduced6_ADGJLM,6,671,M,0.19811395613737084
reduced6_ADGJLM,6,652,A,0.03191189515107351
reduced6_ADGJLM,6,652,M,0.2520680065098574
reduced6_ADGJLM,6,346,A,0.062055069068312436
reduced6_ADGJLM,6,346,M,0.21911407351969897
reduced6_ADGJLM,6,381,A,0.05021792983697015
reduced6_ADGJLM,6,381,M,0.2167295560858576
reduced6_ADGJLM,6,493,A,0.04975068598842906
reduced6_ADGJLM,6,493,M,0.22417052366740386
reduced6_ADGJLM,6,708,A,0.0668894936552195
reduced6_ADGJLM,6,708,M,0.27637018521468465
reduced6_ADGJLM,6,513,A,0.03369623789346302
reduced6_ADGJLM,6,513,M,0.22373968836387692
reduced6_ADGJLM,6,563,A,0.011550362588634169
reduced6_ADGJLM,6,563,M,0.273780015592543
reduced6_ADGJLM,6,857,A,0.06855071043820486
reduced6_ADGJLM,6,857,M,0.1683273115474108
reduced6_ADGJLM,6,781,A,0.04999269573852703
reduced6_ADGJLM,6,781,M,0.2625294978354819
reduced6_ADGJLM,6,135,A,0.04268563614948005
reduced6_ADGJLM,6,135,M,0.23922775182927586
reduced6_ADGJLM,6,232,A,0.027889455161480222
reduced6_ADGJLM,6,232,M,0.2419717890234625
reduced6_ADGJLM,6,931,A,0.06766242660805892
reduced6_ADGJLM,6,931,M,0.2324210547042496
reduced6_ADGJLM,6,426,A,0.03452612394241993
reduced6_ADGJLM,6,426,M,0.23846434146486356
reduced6_ADGJLM,6,660,A,0.04089589080556257
reduced6_ADGJLM,6,660,M,0.21475608595875528
reduced6_ADGJLM,6,995,A,0.09487326561329551
reduced6_ADGJLM,6,995,M,0.19212606857852282
reduced6_ADGJLM,6,36,A,0.02685613028516871
reduced6_ADGJLM,6,36,M,0.22973504495230207
reduced6_ADGJLM,6,545,A,0.024864739916464804
reduced6_ADGJLM,6,545,M,0.2164959267080362
reduced6_ADGJLM,6,116,A,0.041207269039799405
reduced6_ADGJLM,6,116,M,0.19845946270442658
reduced6_ADGJLM,6,434,A,0.03724304144477676
reduced6_ADGJLM,6,434,M,0.23179833668105598
reduced6_ADGJLM,6,390,A,0.05005846069011637
reduced6_ADGJLM,6,390,M,0.20529903550887268
reduced6_ADGJLM,6,751,A,0.04064260154943307
reduced6_ADGJLM,6,751,M,0.23923135893600594
reduced7,7,978,A,0.056727276791928474
reduced7,7,978,M,0.015607571286844002
reduced7,7,933,A,0.04653428691576081
reduced7,7,933,M,0.02208398753804466
reduced7,7,859,A,0.030123025540806564
reduced7,7,859,M,0.01553973845056674
reduced7,7,916,A,755619.3508207798
reduced7,7,916,M,0.03353574682609563
reduced7,7,127,A,0.032040915887443254
reduced7,7,127,M,0.018616345785732687
reduced7,7,608,A,8976612.985134125
reduced7,7,608,M,0.01895265709127069
reduced7,7,856,A,0.019638345916036644
reduced7,7,856,M,0.0397350238515157
reduced7,7,260,A,0.030160548503198787
reduced7,7,260,M,0.01899318834484035
reduced7,7,147,A,0.11188078510137395
reduced7,7,147,M,0.02817737756715485
reduced7,7,810,A,0.04302017640321097
reduced7,7,810,M,0.026743504457033933
reduced7,7,635,A,0.044105390608231654
reduced7,7,635,M,0.021188518611597366
reduced7,7,972,A,9332948.178052902
reduced7,7,972,M,0.013598536124568834
reduced7,7,593,A,0.03975256321043289
reduced7,7,593,M,0.015642322702025126
reduced7,7,994,A,0.11119239572144755
reduced7,7,994,M,0.01725731305327631
reduced7,7,285,A,0.030316469846003564
reduced7,7,285,M,0.017030792417298744
reduced7,7,554,A,0.05338190705090191
reduced7,7,554,M,0.02006679711169998
reduced7,7,467,A,0.06825216466273458
reduced7,7,467,M,0.01880731487002395
reduced7,7,276,A,0.05119084479486052
reduced7,7,276,M,0.012286783572161527
reduced7,7,55,A,3944135.457277298
reduced7,7,55,M,0.023913712512902155
reduced7,7,61,A,0.06408042201577302
reduced7,7,61,M,0.0137260249581015
reduced7,7,839,A,0.04670201050571269
reduced7,7,839,M,0.0209192712545845
reduced7,7,425,A,0.12691908868946275
reduced7,7,425,M,0.014461777452660314
reduced7,7,82,A,0.047775108861086324
reduced7,7,82,M,0.013616898918043524
reduced7,7,620,A,0.018447098167743117
reduced7,7,620,M,0.06102921725948439
reduced7,7,787,A,0.036700528026233165
reduced7,7,787,M,0.020580611010965456
reduced7,7,2,A,0.030662596004078592
reduced7,7,2,M,0.024395437328908056
reduced7,7,753,A,0.08119042139984119
reduced7,7,753,M,0.011324142234463586
reduced7,7,7,A,0.06205800114892698
reduced7,7,7,M,0.018600541413422957
reduced7,7,903,A,0.029748296108299845
reduced7,7,903,M,0.01254784963910564
reduced7,7,626,A,0.06691369201014762
reduced7,7,626,M,0.02355816731609432
reduced7,7,51,A,1662365.347146988
reduced7,7,51,M,0.015196370971961345
reduced7,7,557,A,0.056881213431026305
reduced7,7,557,M,0.024767070431594373
reduced7,7,310,A,0.03713843497351278
reduced7,7,310,M,0.010440337250979375
reduced7,7,100,A,0.047838693650431544
reduced7,7,100,M,0.010777568168140364
reduced7,7,848,A,0.016150098863076227
reduced7,7,848,M,0.020089199199870393
reduced7,7,921,A,8461152.762174606
reduced7,7,921,M,0.032745912639756306
reduced7,7,45,A,0.061332820201930593
reduced7,7,45,M,0.0183110283487262
reduced7,7,976,A,0.04173045282311268
reduced7,7,976,M,0.017198905632613927
reduced7,7,136,A,0.051322992287422355
reduced7,7,136,M,0.00884443996696489
reduced7,7,128,A,7879658.043384552
reduced7,7,128,M,0.03269412352341691
reduced7,7,605,A,0.06072914965690272
reduced7,7,605,M,0.020586337137676804
reduced7,7,945,A,0.0
reduced7,7,945,M,0.014587740188894317
reduced7,7,773,A,0.03526482366510331
reduced7,7,773,M,0.013814742741391033
reduced7,7,941,A,0.045405894998452434
reduced7,7,941,M,0.025332484941530224
reduced7,7,613,A,0.022215424539712796
reduced7,7,613,M,0.01661173671870555
reduced7,7,98,A,0.04693999954419868
reduced7,7,98,M,0.02900859440062705
reduced7,7,758,A,0.07374632377291943
reduced7,7,758,M,0.015550657913985425
reduced7,7,595,A,0.05451071811492884
reduced7,7,595,M,0.014281889420691318
reduced7,7,470,A,0.06639808684097027
reduced7,7,470,M,0.018142687644730583
reduced7,7,25,A,2287581.5629959106
reduced7,7,25,M,0.024145376159863056
reduced7,7,514,A,0.022933274100570403
reduced7,7,514,M,0.02471035792904871
reduced7,7,239,A,0.021760261908484912
reduced7,7,239,M,0.018924048232559592
reduced7,7,980,A,0.04953002450437791
reduced7,7,980,M,0.015212688542438983
reduced7,7,623,A,0.05616343827000844
reduced7,7,623,M,0.013728089975382577
reduced7,7,252,A,0.04322801013353976
reduced7,7,252,M,0.030072899411560716
reduced7,7,662,A,0.02340853697607194
reduced7,7,662,M,0.022108081161636383
reduced7,7,171,A,0.09493505146215529
reduced7,7,171,M,0.016741230494153332
reduced7,7,408,A,0.07414946633044492
reduced7,7,408,M,0.016414335890390933
reduced7,7,993,A,0.044058056109502586
reduced7,7,993,M,0.018699087847497062
reduced7,7,592,A,0.04950976461061686
reduced7,7,592,M,0.021379507376249454
reduced7,7,701,A,9314239.770174026
reduced7,7,701,M,0.03825604841306188
reduced7,7,427,A,0.05765379531489918
reduced7,7,427,M,0.019965980061452396
reduced7,7,457,A,0.037018815654569714
reduced7,7,457,M,0.017155215662081936
reduced7,7,454,A,0.05061850147796897
reduced7,7,454,M,0.021999309895324313
reduced7,7,151,A,0.05306778513130274
reduced7,7,151,M,0.017390373232140512
reduced7,7,756,A,0.04915000817199894
reduced7,7,756,M,0.022605584634366183
reduced7,7,250,A,0.04070199151270471
reduced7,7,250,M,0.019241884699956607
reduced7,7,904,A,0.02469979380476642
reduced7,7,904,M,0.013878566605587686
reduced7,7,324,A,0.0742560756670715
reduced7,7,324,M,0.01722629194726396
reduced7,7,439,A,0.03779248212884973
reduced7,7,439,M,0.01861107299177018
reduced7,7,650,A,0.04010740913228197
reduced7,7,650,M,0.01584506644428086
reduced7,7,238,A,0.11095797886214545
reduced7,7,238,M,0.012180194062218206
reduced7,7,498,A,0.03782223206857328
reduced7,7,498,M,0.01886720002848221
reduced7,7,806,A,0.07042945638015949
reduced7,7,806,M,0.027997195845647464
reduced7,7,629,A,0.04320569492701179
reduced7,7,629,M,0.022454607734384686
reduced7,7,468,A,0.07384741702917517
reduced7,7,468,M,0.029598521321264077
reduced7,7,343,A,0.05459502901294881
reduced7,7,343,M,0.0370153198912217
reduced7,7,664,A,0.028680076207030867
reduced7,7,664,M,0.02047232782398454
reduced7,7,671,A,8807309.716939926
reduced7,7,671,M,0.01345859505524308
reduced7,7,652,A,0.03357848243151097
reduced7,7,652,M,0.018493984311677588
reduced7,7,346,A,0.050085831505981136
reduced7,7,346,M,0.017767549395926792
reduced7,7,381,A,0.059429295394810164
reduced7,7,381,M,0.015142095502436132
reduced7,7,493,A,0.058083302606461995
reduced7,7,493,M,0.020560549715130823
reduced7,7,708,A,0.06615203000445333
reduced7,7,708,M,0.016020077397251756
reduced7,7,513,A,0.04987467385749131
reduced7,7,513,M,0.01927095344955236
reduced7,7,563,A,0.02281758412068833
reduced7,7,563,M,0.06250531747587965
reduced7,7,857,A,0.08178166028663787
reduced7,7,857,M,0.01378971874853365
reduced7,7,781,A,0.0607101538976917
reduced7,7,781,M,0.016467449984103766
reduced7,7,135,A,0.05828413444484056
reduced7,7,135,M,0.01985758730937866
reduced7,7,232,A,0.04807926706134158
reduced7,7,232,M,0.01773725880988814
reduced7,7,931,A,0.07609278902009176
reduced7,7,931,M,0.013592835212867556
reduced7,7,426,A,0.049086827353138365
reduced7,7,426,M,0.024770120854581967
reduced7,7,660,A,0.04969039367703862
reduced7,7,660,M,0.012373344008498
reduced7,7,995,A,0.12000246299418038
reduced7,7,995,M,0.013060684436237641
reduced7,7,36,A,0.04086842485699809
reduced7,7,36,M,0.021195505942858673
reduced7,7,545,A,0.03536033829389396
reduced7,7,545,M,0.01258040716566671
reduced7,7,116,A,0.07507568812036851
reduced7,7,116,M,0.0221794649008323
reduced7,7,434,A,0.05216336860449626
reduced7,7,434,M,0.0229892501909466
reduced7,7,390,A,0.061293361512048124
reduced7,7,390,M,0.021570055465664942
reduced7,7,751,A,0.043912907672355415
reduced7,7,751,M,0.014496109371720278
reduced8_ADGHJKLM,8,978,A,0.040498930495786054
reduced8_ADGHJKLM,8,978,M,0.03125779124083893
reduced8_ADGHJKLM,8,933,A,0.042447328039002995
reduced8_ADGHJKLM,8,933,M,0.04025629640077962
reduced8_ADGHJKLM,8,859,A,0.03149793526707262
reduced8_ADGHJKLM,8,859,M,0.03143153063028328
reduced8_ADGHJKLM,8,916,A,115558.27222764492
reduced8_ADGHJKLM,8,916,M,0.03167588647860277
reduced8_ADGHJKLM,8,127,A,0.04100333427872478
reduced8_ADGHJKLM,8,127,M,0.036735524935385296
reduced8_ADGHJKLM,8,608,A,2593429.0140867233
reduced8_ADGHJKLM,8,608,M,0.033331237802893224
reduced8_ADGHJKLM,8,856,A,0.02304598375558513
reduced8_ADGHJKLM,8,856,M,0.05561722892334769
reduced8_ADGHJKLM,8,260,A,0.043764488450818456
reduced8_ADGHJKLM,8,260,M,0.03792434405018454
reduced8_ADGHJKLM,8,147,A,0.05138126163184617
reduced8_ADGHJKLM,8,147,M,0.041218856134678385
reduced8_ADGHJKLM,8,810,A,0.04781483203156886
reduced8_ADGHJKLM,8,810,M,0.04326355526866552
reduced8_ADGHJKLM,8,635,A,0.047676320184606574
reduced8_ADGHJKLM,8,635,M,0.03370430072134874
reduced8_ADGHJKLM,8,972,A,3778133.1688165665
reduced8_ADGHJKLM,8,972,M,0.031275104578524796
reduced8_ADGHJKLM,8,593,A,0.03977519951743942
reduced8_ADGHJKLM,8,593,M,0.03258650856887915
reduced8_ADGHJKLM,8,994,A,0.04284363610515508
reduced8_ADGHJKLM,8,994,M,0.035344588434525884
reduced8_ADGHJKLM,8,285,A,0.036140527741408274
reduced8_ADGHJKLM,8,285,M,0.03669310269662575
reduced8_ADGHJKLM,8,554,A,0.0411205679827311
reduced8_ADGHJKLM,8,554,M,0.04102816763248425
reduced8_ADGHJKLM,8,467,A,0.02967002948288506
reduced8_ADGHJKLM,8,467,M,0.03471221290060649
reduced8_ADGHJKLM,8,276,A,0.02445874915569099
reduced8_ADGHJKLM,8,276,M,0.026736822658018508
reduced8_ADGHJKLM,8,55,A,613619.8062449694
reduced8_ADGHJKLM,8,55,M,0.025408289649753214
reduced8_ADGHJKLM,8,61,A,0.03570723985383953
reduced8_ADGHJKLM,8,61,M,0.038306864303597185
reduced8_ADGHJKLM,8,839,A,0.04387147031219814
reduced8_ADGHJKLM,8,839,M,0.03763165430200644
reduced8_ADGHJKLM,8,425,A,0.05428621861186353
reduced8_ADGHJKLM,8,425,M,0.034675241170603416
reduced8_ADGHJKLM,8,82,A,0.03576327196199343
reduced8_ADGHJKLM,8,82,M,0.03433009081827987
reduced8_ADGHJKLM,8,620,A,0.022079917572256712
reduced8_ADGHJKLM,8,620,M,0.0927690422412309
reduced8_ADGHJKLM,8,787,A,0.03779583139675629
reduced8_ADGHJKLM,8,787,M,0.03610915541157819
reduced8_ADGHJKLM,8,2,A,0.03049743480966585
reduced8_ADGHJKLM,8,2,M,0.037346100889876575
reduced8_ADGHJKLM,8,753,A,0.04387551076745613
reduced8_ADGHJKLM,8,753,M,0.027080878938481993
