scaffold,P,sample_idx,species,nrmse
reduced2,2,427,M,0.10552876406621227
reduced2,2,457,A,0.05685133146568386
reduced2,2,457,M,0.13923986931685658
reduced2,2,454,A,0.06533138466195106
reduced2,2,454,M,0.12144371303358027
reduced2,2,151,A,0.05120365266841452
reduced2,2,151,M,0.08920690156531783
reduced2,2,756,A,0.03967387793526359
reduced2,2,756,M,0.03869075163826391
reduced2,2,250,A,0.03447438000577462
reduced2,2,250,M,0.2413143770689585
reduced2,2,904,A,0.02782707711557896
reduced2,2,904,M,0.3647892181365963
reduced2,2,324,A,0.0584670672330294
reduced2,2,324,M,0.12089377081324267
reduced2,2,439,A,0.03882416859488201
reduced2,2,439,M,0.11428198980939917
reduced2,2,650,A,0.05048093767827045
reduced2,2,650,M,0.20688608179936033
reduced2,2,238,A,0.03929072552938155
reduced2,2,238,M,0.10502877972680855
reduced2,2,498,A,0.04456074759808675
reduced2,2,498,M,0.08272725436942774
reduced2,2,806,A,0.029010032899859234
reduced2,2,806,M,0.1334635794281136
reduced2,2,629,A,0.05803566243138069
reduced2,2,629,M,0.17809878199418167
reduced2,2,468,A,0.03237244600918605
reduced2,2,468,M,0.11742920067438242
reduced2,2,343,A,0.02872878527969823
reduced2,2,343,M,0.3291011485635365
reduced2,2,664,A,0.05021323262487645
reduced2,2,664,M,0.15271542714199768
reduced2,2,671,A,0.043280130557493565
reduced2,2,671,M,0.29737505822051313
reduced2,2,652,A,0.03222096992046292
reduced2,2,652,M,0.04111873743348251
reduced2,2,346,A,0.02816366014335245
reduced2,2,346,M,0.2295294820748949
reduced2,2,381,A,0.059545037843135244
reduced2,2,381,M,0.092873367476433
reduced2,2,493,A,0.05652742851138829
reduced2,2,493,M,0.13858190533830977
reduced2,2,708,A,0.04078529354940883
reduced2,2,708,M,0.0916225954832929
reduced2,2,513,A,0.02421797018278967
reduced2,2,513,M,0.08382016285270898
reduced2,2,563,A,0.023662075562291347
reduced2,2,563,M,0.36600388355170893
reduced2,2,857,A,0.03483160751794873
reduced2,2,857,M,0.14714262735009861
reduced2,2,781,A,0.04835276287727576
reduced2,2,781,M,0.13711736776838282
reduced2,2,135,A,0.055272271504032626
reduced2,2,135,M,0.12195064223283872
reduced2,2,232,A,0.07330788995622563
reduced2,2,232,M,0.08846545638343119
reduced2,2,931,A,0.04552330575699188
reduced2,2,931,M,0.189312860516666
