run,nrmse,Glc,SugarP,PEP,Pyr,Lac,ATP,NAD,NADH
trans_glyc8_n3_s42,0.117412,0.060423,0.075973,0.086558,0.120258,0.220553,0.182482,0.086876,0.106174
mamba_glyc8_n3_fl_s42,0.131232,0.069627,0.089006,0.052698,0.029207,0.304916,0.250546,0.114237,0.139614
A6_baseline_n3,0.146216,0.063527,0.076037,0.066918,0.293146,0.257940,0.230689,0.081665,0.099807
mamba_glyc8_n3_s42,0.200105,0.059643,0.079207,0.516440,0.285228,0.268087,0.262035,0.058594,0.071610
trans_glyc8_n3_fl_s42,0.201347,0.069737,0.122936,0.369667,0.274613,0.239258,0.281346,0.113952,0.139266
lstm_glyc8_n3_fl_s42,0.205631,0.080647,0.102851,0.595035,0.081002,0.348275,0.267863,0.076221,0.093153
A6_baseline_first_last_n3,0.249814,0.086507,0.123483,0.865069,0.148041,0.324106,0.323516,0.057509,0.070284
lstm_glyc8_n3_s42,0.268791,0.084166,0.223103,0.451360,0.424390,0.359652,0.379706,0.102580,0.125367
