run,nrmse,Base,Mod,SBU,Am,Nuc_C,MOF_C
A6_baseline_n100,0.053568,0.019592,0.096408,0.089546,0.056901,0.027998,0.030962
lstm_mof6_n100_s42,0.055595,0.021592,0.096408,0.090779,0.066882,0.026983,0.030923
trans_mof6_n100_s42,0.056562,0.018945,0.096408,0.088231,0.065096,0.034270,0.036420
mamba_mof6_n100_s42,0.061706,0.021564,0.096408,0.103826,0.078974,0.025165,0.044299
trans_mof6_n100_fl_s42,0.087407,0.013231,0.096408,0.069778,0.107890,0.213171,0.023966
lstm_mof6_n100_fl_s42,0.105643,0.012590,0.096408,0.129090,0.259433,0.087958,0.048381
mamba_mof6_n100_fl_s42,0.113789,0.028033,0.096408,0.163707,0.208044,0.080513,0.106031
A6_baseline_first_last_n100,0.119665,0.011176,0.096408,0.127794,0.246887,0.206759,0.028964
