run,nrmse,Base,Mod,SBU,Am,Nuc_C,MOF_C
A6_baseline_n1000,0.039220,0.017793,0.067844,0.032882,0.047846,0.033213,0.035741
lstm_mof6_n1000_s42,0.043542,0.018297,0.067844,0.032595,0.072196,0.036972,0.033350
trans_mof6_n1000_s42,0.048774,0.017777,0.067844,0.035936,0.087999,0.035971,0.047115
A6_baseline_first_last_n1000,0.154166,0.013514,0.067844,0.132789,0.503985,0.184387,0.022475
lstm_mof6_n1000_fl_s42,0.162351,0.013443,0.067844,0.121676,0.593474,0.156259,0.021411
mamba_mof6_n1000_s42,0.162632,0.024569,0.067844,0.085098,0.263640,0.491487,0.043154
trans_mof6_n1000_fl_s42,0.198721,0.013502,0.067844,0.106365,0.759140,0.225522,0.019955
mamba_mof6_n1000_fl_s42,0.338644,0.022196,0.067844,0.120664,1.458542,0.221383,0.141231
