run,nrmse,Base,Mod,Am,MOF_C
trans_mof4_n1000_s42,0.440049,0.022141,0.035405,1.388228,0.314421
A6_baseline,0.477718,0.026343,0.035350,1.611945,0.237234
lstm_mof4_n1000_s42,0.486637,0.023436,0.037269,1.549287,0.336554
mamba_mof4_n1000_s42,1.145887,0.047353,0.059674,3.619848,0.856675
trans_mof4_n1000_fl_s42,10.535129,0.043961,0.224938,40.348258,1.523357
A6_baseline_first_last_n1000,12.024412,0.015600,0.126239,46.997051,0.958756
lstm_mof4_n1000_fl_s42,19.292175,0.017846,0.134897,76.344179,0.671777
mamba_mof4_n1000_fl_s42,7000280814747.208008,7000001284409.786133,7000001521896.965820,7000861433469.463867,7000259019212.616211
