sample_idx,os_mm,ro_mm,os_pm,ro_pm
57,0.275053,0.011312,0.676744,0.533068
58,0.276360,0.014316,0.678944,0.633024
59,0.409244,0.007853,0.080002,1.040440
60,0.180165,0.023203,0.646289,0.605718
61,0.167618,0.012300,0.706604,0.641655
62,0.245354,0.024792,0.595696,0.555584
63,0.594630,0.007148,0.664393,0.210659
64,0.389997,0.008537,0.605393,0.438754
65,0.315685,0.010719,0.723504,0.311155
66,0.449679,0.049160,0.613848,0.504370
67,0.490619,0.010210,0.088093,0.839137
68,0.603968,0.009066,0.105922,0.936151
69,0.497240,0.010394,0.668289,0.235910
70,0.175371,0.020390,0.797139,0.632416
71,0.199155,0.036062,0.786663,0.580753
72,0.352866,0.017843,0.765830,0.421106
73,0.322916,0.007053,nan,nan
74,0.240684,0.022687,0.743140,0.224518
75,0.665829,0.005082,0.111519,1.117375
76,0.231363,0.017817,0.804892,0.231789
77,0.331193,0.013099,0.075353,1.721299
78,0.431336,0.013020,0.700620,0.394321
79,0.484004,0.008182,0.710972,0.256002
80,0.378316,0.033139,0.758310,0.178491
81,0.690815,0.005159,0.063309,1.553187
82,0.345355,0.010688,0.754016,0.455558
83,0.236637,0.009872,0.722915,0.235479
84,0.263343,0.017418,0.760674,0.649993
85,0.292261,0.010079,0.792082,0.264094
86,0.376060,0.023772,nan,nan
87,0.202077,0.021228,0.695910,0.646507
88,0.349329,0.031689,0.729865,0.157077
89,0.495160,0.003565,0.771974,0.041040
90,0.175520,0.005434,0.768019,0.215491
91,0.685214,0.003313,0.051691,2.836720
92,0.493130,0.007667,0.510278,0.252058
93,0.683334,0.004269,0.057793,1.993986
94,0.199783,0.016404,0.842433,0.444565
95,0.253451,0.024815,0.844844,0.411673
96,0.348329,0.018943,0.671665,0.599852
97,0.462621,0.016403,0.776343,0.277428
98,0.438510,0.031085,0.680248,0.363799
99,0.508025,0.019316,0.684200,0.611727
100,0.241056,0.010916,0.725595,0.334065
101,0.431488,0.009639,0.719200,0.393815
102,0.357217,0.020573,0.635279,0.561524
103,0.430075,0.020599,0.720479,0.541099
104,0.648633,0.019376,0.584769,0.461205
105,0.257828,0.016436,0.686168,0.645115
106,0.558485,0.003327,0.689605,0.217905
107,0.366865,0.009695,0.732797,0.437544
108,0.502514,0.012158,0.724912,0.500413
109,0.485072,0.009498,0.060414,0.800159
110,0.362013,0.025531,0.048082,0.767911
111,0.497867,0.003753,0.663274,0.486335
112,0.476473,0.026611,0.059033,0.751141
113,0.384764,0.017220,0.755109,0.614142
114,0.543023,0.003288,0.772139,0.107281
115,0.506151,0.005978,0.704570,0.224454
116,0.446628,0.013673,0.705858,0.583856
117,0.386834,0.027625,0.066832,1.426662
118,0.299677,0.016325,0.818339,0.373264
119,0.256824,0.013128,0.823341,0.405346
120,0.419262,0.022072,0.652746,0.229870
121,0.386494,0.031585,0.619989,0.260240
122,0.396203,0.020507,0.501972,0.504470
123,0.469602,0.029530,0.511448,0.404434
124,0.353452,0.026629,0.502907,0.442877
125,0.403204,0.036418,0.560268,0.311382
126,0.586639,0.022774,0.617816,0.314377
127,0.463376,0.028862,0.587745,0.280634
128,0.455368,0.019715,0.701400,0.305081
129,0.461397,0.019420,0.548773,0.297812
130,0.498459,0.016085,0.695946,0.271437
