time,theta_0,theta_1
1.602671051025390625e+01,8.830291748046875000e+00,2.092155069112777710e-01
1.652754592895507812e+01,8.830557823181152344e+00,2.089858204126358032e-01
1.702838134765625000e+01,8.830721855163574219e+00,2.088458091020584106e-01
1.752921485900878906e+01,2.764420509338378906e+00,7.280294895172119141e+00
1.803005027770996094e+01,3.992051839828491211e+00,6.284931182861328125e+00
1.853088569641113281e+01,4.575953960418701172e+00,5.624666690826416016e+00
1.903171920776367188e+01,5.038884162902832031e+00,5.019929885864257812e+00
1.953255462646484375e+01,5.611803054809570312e+00,4.585349082946777344e+00
2.003338813781738281e+01,6.142058849334716797e+00,4.129907608032226562e+00
2.053422355651855469e+01,6.599086284637451172e+00,3.652486562728881836e+00
2.103505897521972656e+01,6.982302665710449219e+00,3.178373336791992188e+00
2.153589248657226562e+01,7.298697471618652344e+00,2.728511571884155273e+00
2.203672790527343750e+01,7.558940887451171875e+00,2.316125631332397461e+00
2.253756332397460938e+01,7.774128913879394531e+00,1.947297453880310059e+00
2.303839683532714844e+01,7.954056262969970703e+00,1.623018026351928711e+00
2.353923225402832031e+01,8.106671333312988281e+00,1.341263413429260254e+00
2.404006767272949219e+01,8.238169670104980469e+00,1.098549246788024902e+00
2.454090118408203125e+01,8.353299140930175781e+00,8.909002542495727539e-01
2.504173660278320312e+01,8.455651283264160156e+00,7.144708633422851562e-01
2.554257011413574219e+01,8.546767234802246094e+00,5.677941441535949707e-01
2.604340553283691406e+01,8.624411582946777344e+00,4.537014663219451904e-01
2.654424095153808594e+01,8.686052322387695312e+00,3.719364702701568604e-01
2.704507446289062500e+01,8.732528686523437500e+00,3.159682452678680420e-01
2.754590988159179688e+01,8.766785621643066406e+00,2.779345214366912842e-01
2.804674530029296875e+01,8.791902542114257812e+00,2.517804503440856934e-01
2.854757881164550781e+01,8.810347557067871094e+00,2.334940284490585327e-01
2.904841423034667969e+01,8.823924064636230469e+00,2.205202579498291016e-01
2.954924964904785156e+01,8.833924293518066406e+00,2.112240195274353027e-01
3.005008316040039062e+01,8.841275215148925781e+00,2.045350819826126099e-01
3.055091857910156250e+01,8.846642494201660156e+00,1.997320055961608887e-01
3.105175209045410156e+01,8.850515365600585938e+00,1.963149309158325195e-01
3.155258750915527344e+01,8.853256225585937500e+00,1.939290314912796021e-01
