time,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6
4.140000000000000000e+03,3.412667501834221184e-05,2.648293957463465631e-05,1.820331672206521034e-04,9.485460817813873291e-03,1.995594211621209979e-04,1.074781630450161174e-05,9.403144213138148189e-05
4.200000000000000000e+03,3.407684562262147665e-05,2.660023528733290732e-05,1.820311154006049037e-04,9.485126473009586334e-03,1.984592963708564639e-04,1.074323608918348327e-05,9.403016156284138560e-05
4.260000000000000000e+03,3.402728543733246624e-05,2.671936454134993255e-05,1.820286852307617664e-04,9.484806098043918610e-03,1.973920734599232674e-04,1.073882594937458634e-05,9.402893192600458860e-05
4.320000000000000000e+03,3.397803084226325154e-05,2.684032187971752137e-05,1.820267207222059369e-04,9.484475478529930115e-03,1.963567337952554226e-04,1.073458042810671031e-05,9.402768046129494905e-05
4.380000000000000000e+03,3.392908183741383255e-05,2.696312185435090214e-05,1.820246106944978237e-04,9.484144859015941620e-03,1.953514292836189270e-04,1.073049043043283746e-05,9.402637078892439604e-05
4.440000000000000000e+03,3.388038749108090997e-05,2.708777537918649614e-05,1.820224133552983403e-04,9.483810514211654663e-03,1.943755196407437325e-04,1.072654958989005536e-05,9.402515570400282741e-05
4.500000000000000000e+03,3.383199145901016891e-05,2.721428245422430336e-05,1.820201869122684002e-04,9.483476169407367706e-03,1.934275787789374590e-04,1.072274699254194275e-05,9.402382420375943184e-05
4.560000000000000000e+03,3.378390829311683774e-05,2.734268491622060537e-05,1.820180332288146019e-04,9.483145549893379211e-03,1.925066753756254911e-04,1.071907718142028898e-05,9.402258729096502066e-05
4.620000000000000000e+03,3.373607250978238881e-05,2.747295729932375252e-05,1.820158358896151185e-04,9.482806548476219177e-03,1.916123001137748361e-04,1.071553833753569052e-05,9.402131399838253856e-05
4.680000000000000000e+03,1.193651542052975856e-06,2.837494321283884346e-05,1.067600920796394348e-01,1.263509147975128144e-05,3.835312600131146610e-05,1.068228721123887226e-05,3.290737047791481018e-03
4.740000000000000000e+03,7.830948743503540754e-05,7.577500218758359551e-05,3.633092273958027363e-04,1.461137551814317703e-03,7.913543959148228168e-05,1.257014719158178195e-05,1.589708990650251508e-04
4.800000000000000000e+03,7.531355367973446846e-05,1.087343334802426398e-04,3.691698948387056589e-04,1.374505227431654930e-03,8.036700455704703927e-05,1.193842581415083259e-05,1.615427463548257947e-04
4.860000000000000000e+03,7.243471918627619743e-05,1.583452540216967463e-04,3.760324034374207258e-04,1.285589532926678658e-03,8.088142931228503585e-05,1.160018200607737526e-05,1.644954318180680275e-04
4.920000000000000000e+03,6.984315405134111643e-05,2.209198573837056756e-04,3.828803892247378826e-04,1.207976602017879486e-03,8.099869592115283012e-05,1.139033156505320221e-05,1.673912338446825743e-04
4.980000000000000000e+03,6.746190774720162153e-05,2.822395181283354759e-04,3.897249407600611448e-04,1.139711937867105007e-03,8.087184687610715628e-05,1.124709706346038729e-05,1.702394802123308182e-04
5.040000000000000000e+03,1.015458337860764004e-06,3.425340401008725166e-04,1.190764456987380981e-01,1.399053326167631894e-05,6.871035293443128467e-05,1.112199970521032810e-05,3.461233107373118401e-03
5.100000000000000000e+03,1.026120230562810320e-06,4.273237427696585655e-04,1.186389029026031494e-01,1.748561226122546941e-05,7.908078987384214997e-05,1.176252953882794827e-05,3.420228138566017151e-03
5.160000000000000000e+03,9.721599781187251210e-06,4.523482639342546463e-04,6.980849429965019226e-03,6.563551141880452633e-05,8.842785609886050224e-05,1.214382973557803780e-05,1.195795950479805470e-03
5.220000000000000000e+03,1.248746120836585760e-04,4.638380487449467182e-04,5.535704549401998520e-04,5.526950699277222157e-04,8.899551176000386477e-05,1.186589543067384511e-05,2.274028520332649350e-04
5.280000000000000000e+03,1.269707863684743643e-04,4.708100168500095606e-04,5.661042523570358753e-04,5.376328481361269951e-04,8.804724348010495305e-05,1.161608270194847137e-05,2.311362186446785927e-04
5.340000000000000000e+03,1.993110345210880041e-06,4.755153495352715254e-04,7.046643644571304321e-02,4.387856461107730865e-05,8.409411384491249919e-05,1.143351892096688971e-05,2.253043232485651970e-03
5.400000000000000000e+03,1.926784170791506767e-04,4.782477335538715124e-04,6.171095883473753929e-04,4.870758275501430035e-04,8.728959801374003291e-05,1.147780039900681004e-05,2.463851997163146734e-04
5.460000000000000000e+03,1.971246674656867981e-04,4.808919038623571396e-04,6.318475352600216866e-04,4.754666879307478666e-04,8.607494237367063761e-05,1.133286696131108329e-05,2.506321470718830824e-04
5.520000000000000000e+03,2.014120254898443818e-04,4.828249511774629354e-04,6.470498628914356232e-04,4.644649452529847622e-04,8.488135790685191751e-05,1.122139747167238966e-05,2.549910859670490026e-04
5.580000000000000000e+03,2.052463969448581338e-04,4.842870403081178665e-04,6.627190741710364819e-04,4.540309018921107054e-04,8.375204197363927960e-05,1.113332928071031347e-05,2.594689140096306801e-04
5.640000000000000000e+03,2.084507141262292862e-04,4.854228754993528128e-04,6.788569735363125801e-04,4.441221244633197784e-04,8.270585385616868734e-05,1.106227500713430345e-05,2.640732855070382357e-04
5.700000000000000000e+03,2.109308979925117455e-06,4.863366775680333376e-04,7.580022513866424561e-02,4.314106263336725533e-05,7.932547305244952440e-05,1.100309691537404433e-05,2.326308516785502434e-03
5.760000000000000000e+03,2.748158876784145832e-04,4.866885719820857048e-04,7.089370046742260456e-04,4.240617563482373953e-04,8.165258623193949461e-05,1.103401518776081502e-05,2.747944381553679705e-04
5.820000000000000000e+03,2.753064036369323730e-04,4.873950674664229155e-04,7.255920208990573883e-04,4.154963826294988394e-04,8.083505235845223069e-05,1.098004395316820592e-05,2.799509093165397644e-04
5.880000000000000000e+03,2.752103318925946951e-04,4.879743501078337431e-04,7.424242794513702393e-04,4.073407908435910940e-04,8.008143049664795399e-05,1.093490209314040840e-05,2.852788020391017199e-04
5.940000000000000000e+03,2.745008969213813543e-04,4.884552909061312675e-04,7.593387272208929062e-04,3.995711158495396376e-04,7.939081115182489157e-05,1.089669876819243655e-05,2.907889720518141985e-04
6.000000000000000000e+03,2.731705899350345135e-04,4.888596013188362122e-04,7.761947344988584518e-04,3.921655879821628332e-04,7.875987648731097579e-05,1.086404154193587601e-05,2.964917221106588840e-04
6.060000000000000000e+03,1.012392999655276071e-06,1.016727310343412682e-06,1.195568591356277466e-01,1.066186268872115761e-05,7.947607338428497314e-02,3.488746588118374348e-04,7.012104033492505550e-04
6.120000000000000000e+03,1.014452550407440867e-06,1.100594090530648828e-06,1.195591390132904053e-01,1.142778273788280785e-05,7.945878803730010986e-02,3.466228372417390347e-04,5.663546835421584547e-05
6.180000000000000000e+03,1.015474367704882752e-06,1.126069037127308547e-06,1.194131672382354736e-01,1.867357059381902218e-05,7.944715023040771484e-02,3.459656727500259876e-04,5.629387305816635489e-05
6.240000000000000000e+03,1.032558202496147715e-06,1.249023625859990716e-06,1.191240325570106506e-01,4.398651362862437963e-04,7.903992384672164917e-02,3.418161650188267231e-04,7.905472011771053076e-05
6.300000000000000000e+03,2.629443952173460275e-05,1.164700188382994384e-05,4.631159827113151550e-04,7.351402891799807549e-04,1.812461065128445625e-03,7.783467299304902554e-05,1.979880908038467169e-04
6.360000000000000000e+03,2.564010856076492928e-06,4.931405419483780861e-04,1.071913391351699829e-01,3.593973815441131592e-05,6.832025246694684029e-05,1.052863808581605554e-05,2.821244299411773682e-03
6.420000000000000000e+03,4.595323989633470774e-04,4.931360599584877491e-04,4.444812075234949589e-04,5.079466500319540501e-04,6.973207928240299225e-05,1.052925199473975226e-05,2.434206398902460933e-04
6.480000000000000000e+03,4.591031465679407120e-04,4.931332659907639027e-04,4.505685938056558371e-04,4.947719862684607506e-04,6.975746509851887822e-05,1.052969673764891922e-05,2.477930975146591663e-04
6.540000000000000000e+03,4.586374852806329727e-04,4.931302391923964024e-04,4.566383722703903913e-04,4.822999471798539162e-04,6.978170858928933740e-05,1.053012147167464718e-05,2.523035509511828423e-04
6.600000000000000000e+03,4.581312823574990034e-04,4.931273870170116425e-04,4.626527952495962381e-04,4.704809107352048159e-04,6.980482430662959814e-05,1.053052801580633968e-05,2.569602511357516050e-04
6.660000000000000000e+03,4.575817729346454144e-04,4.931247676722705364e-04,4.685629974119365215e-04,4.592741024680435658e-04,6.982700142543762922e-05,1.053091455105459318e-05,2.617749269120395184e-04
6.720000000000000000e+03,4.569843003991991282e-04,4.931224393658339977e-04,4.743099852930754423e-04,4.486383404582738876e-04,6.984814535826444626e-05,1.053128835337702185e-05,2.667590451892465353e-04
6.780000000000000000e+03,4.563349648378789425e-04,4.931198782287538052e-04,4.798182053491473198e-04,4.385389329399913549e-04,6.986857624724507332e-05,1.053164487530011684e-05,2.719233161769807339e-04
6.840000000000000000e+03,4.556285566650331020e-04,4.931177827529609203e-04,4.849997931160032749e-04,4.289323696866631508e-04,6.988807581365108490e-05,1.053198411682387814e-05,2.772865991573780775e-04
6.900000000000000000e+03,4.548600991256535053e-04,4.931153962388634682e-04,4.897487233392894268e-04,4.198143142275512218e-04,6.990686961216852069e-05,1.053231244441121817e-05,2.828542783390730619e-04
6.960000000000000000e+03,4.540238587651401758e-04,4.931133007630705833e-04,4.939345526508986950e-04,4.111294110771268606e-04,6.992490671109408140e-05,1.053262531058862805e-05,2.886577276512980461e-04
7.020000000000000000e+03,4.531137819867581129e-04,4.931111470796167850e-04,4.973992472514510155e-04,4.028762050438672304e-04,6.994217255851253867e-05,1.053292726282961667e-05,2.947001485154032707e-04
7.080000000000000000e+03,1.269014433091797400e-06,4.931092844344675541e-04,1.184741705656051636e-01,1.996330865949857980e-05,6.866390322102233768e-05,1.053321557265007868e-05,3.398505738005042076e-03
7.140000000000000000e+03,4.532946622930467129e-04,4.931067232973873615e-04,1.588148763403296471e-03,1.058460111380554736e-04,6.988243694650009274e-05,1.053358209901489317e-05,6.869525532238185406e-04
7.200000000000000000e+03,4.522969247773289680e-04,4.931045696139335632e-04,3.527164226397871971e-04,3.536383446771651506e-04,6.998638855293393135e-05,1.053385130944661796e-05,3.675766638480126858e-04
7.260000000000000000e+03,4.512648447416722775e-04,4.931031726300716400e-04,3.367705212440341711e-04,3.497072902973741293e-04,7.000452023930847645e-05,1.053410414897371083e-05,3.794252697844058275e-04
7.320000000000000000e+03,4.501387011259794235e-04,4.931013099849224091e-04,3.189978597220033407e-04,3.467774076852947474e-04,7.002258644206449389e-05,1.053434607456438243e-05,3.929300291929394007e-04
7.380000000000000000e+03,4.259806009940803051e-04,4.930622526444494724e-04,8.036510087549686432e-03,6.358150130836293101e-05,7.020421617198735476e-05,1.053987034538295120e-05,1.286807353608310223e-03
7.440000000000000000e+03,4.196514200884848833e-04,4.930620198138058186e-04,4.324464534875005484e-04,3.065514029003679752e-04,7.036172610241919756e-05,1.053987944032996893e-05,4.104153194930404425e-04
7.500000000000000000e+03,4.154771449975669384e-04,4.930620198138058186e-04,4.018663894385099411e-04,3.053589607588946819e-04,7.036399620119482279e-05,1.053988307830877602e-05,4.266386968083679676e-04
7.560000000000000000e+03,4.108714929316192865e-04,4.930620198138058186e-04,4.750308871734887362e-04,2.935954544227570295e-04,7.036212628008797765e-05,1.053988944477168843e-05,4.280517459847033024e-04
7.620000000000000000e+03,4.058185440953820944e-04,4.930620198138058186e-04,5.549673805944621563e-04,2.803896786645054817e-04,7.035809539956972003e-05,1.053989763022400439e-05,4.262408765498548746e-04
7.680000000000000000e+03,1.280427454730670433e-06,4.930925788357853889e-04,1.188361644744873047e-01,1.834643808251712471e-05,6.900555308675393462e-05,1.053563300956739113e-05,3.427516203373670578e-03
7.740000000000000000e+03,4.447603423614054918e-04,4.930907161906361580e-04,4.195323679596185684e-03,7.256627577589824796e-05,6.999676406849175692e-05,1.053587675414746627e-05,1.066151307895779610e-03
7.800000000000000000e+03,4.419794131536036730e-04,4.930893192067742348e-04,4.716359835583716631e-04,2.330664574401453137e-04,7.011270645307376981e-05,1.053606047207722440e-05,4.380196041893213987e-04
7.860000000000000000e+03,4.401548940222710371e-04,4.930881550535559654e-04,5.217489670030772686e-04,2.247958327643573284e-04,7.012043352006003261e-05,1.053623054758645594e-05,4.392797418404370546e-04
7.920000000000000000e+03,4.381778999231755733e-04,4.930869326926767826e-04,5.721542402170598507e-04,2.171496307710185647e-04,7.012767309788614511e-05,1.053639243764337152e-05,4.409866232890635729e-04
7.980000000000000000e+03,4.360341699793934822e-04,4.930860013701021671e-04,6.221313378773629665e-04,2.100421261275187135e-04,7.013451249804347754e-05,1.053655341820558533e-05,4.430635308381170034e-04
8.040000000000000000e+03,4.324303881730884314e-04,4.930848372168838978e-04,4.090202273800969124e-04,9.189065895043313503e-04,7.045199163258075714e-05,1.053670530382078141e-05,1.849918044172227383e-04
8.100000000000000000e+03,4.295032413210719824e-04,4.930836730636656284e-04,7.225888548418879509e-04,2.006571157835423946e-04,7.014816947048529983e-05,1.053683809004724026e-05,4.461828211788088083e-04
8.160000000000000000e+03,4.265861061867326498e-04,4.930829745717346668e-04,7.689350750297307968e-04,1.946166739799082279e-04,7.015372102614492178e-05,1.053698269970482215e-05,4.490438441280275583e-04
8.220000000000000000e+03,4.234077059663832188e-04,4.930819850414991379e-04,8.130836649797856808e-04,1.889199920697137713e-04,7.015886512817814946e-05,1.053712003340478987e-05,4.521733790170401335e-04
8.280000000000000000e+03,4.199430695734918118e-04,4.930811119265854359e-04,8.549245540052652359e-04,1.835380389820784330e-04,7.016371819190680981e-05,1.053725372912595049e-05,4.555539926514029503e-04
8.340000000000000000e+03,4.203866992611438036e-04,4.930801223963499069e-04,7.814386859536170959e-03,6.509931699838489294e-05,7.006671512499451637e-05,1.053738105838419870e-05,1.285657519474625587e-03
8.400000000000000000e+03,4.127877182327210903e-04,4.930791910737752914e-04,9.456444531679153442e-04,1.671868812991306186e-04,7.016932795522734523e-05,1.053750929713714868e-05,4.692334623541682959e-04
8.460000000000000000e+03,4.083789535798132420e-04,4.930784343741834164e-04,9.802349377423524857e-04,1.628667960176244378e-04,7.017327880021184683e-05,1.053763025993248448e-05,4.737139679491519928e-04
8.520000000000000000e+03,4.035613674204796553e-04,4.930777358822524548e-04,1.013267785310745239e-03,1.587411970831453800e-04,7.017685129540041089e-05,1.053774576575960964e-05,4.784585908055305481e-04
8.580000000000000000e+03,3.982952621299773455e-04,4.930765717290341854e-04,1.044920878484845161e-03,1.547999272588640451e-04,7.018016913207247853e-05,1.053785763360792771e-05,4.834684659726917744e-04
8.640000000000000000e+03,3.925372730009257793e-04,4.930758732371032238e-04,1.075407955795526505e-03,1.510309230070561171e-04,7.018312317086383700e-05,1.053796495398273692e-05,4.887636168859899044e-04
8.700000000000000000e+03,3.862444718834012747e-04,4.930751747451722622e-04,1.104901661165058613e-03,1.474254531785845757e-04,7.018570613581687212e-05,1.053807136486284435e-05,4.943307721987366676e-04
