mode,n_obs,obs_species,eval_species,nrmse,in_obs
rollout,9,"A,B,C,D,E,F,G,H,M",B,0.008403554558753967,True
rollout,9,"A,B,C,D,E,F,G,H,M",C,0.006766845006495714,True
rollout,9,"A,B,C,D,E,F,G,H,M",D,0.010488579981029034,True
rollout,9,"A,B,C,D,E,F,G,H,M",E,0.04365336522459984,True
rollout,9,"A,B,C,D,E,F,G,H,M",F,0.02472277544438839,True
rollout,9,"A,B,C,D,E,F,G,H,M",G,0.029742037877440453,True
rollout,9,"A,B,C,D,E,F,G,H,M",H,0.022323884069919586,True
rollout,9,"A,B,C,D,E,F,G,H,M",I,0.08103523403406143,False
rollout,9,"A,B,C,D,E,F,G,H,M",J,0.05143407732248306,False
rollout,9,"A,B,C,D,E,F,G,H,M",K,0.09934242069721222,False
rollout,9,"A,B,C,D,E,F,G,H,M",L,0.0502108559012413,False
rollout,9,"A,B,C,D,E,F,G,H,M",M,0.013527121394872665,True
rollout,10,"A,B,C,D,E,F,G,H,I,M",A,0.005977070424705744,True
rollout,10,"A,B,C,D,E,F,G,H,I,M",B,0.008403546176850796,True
rollout,10,"A,B,C,D,E,F,G,H,I,M",C,0.006766697391867638,True
rollout,10,"A,B,C,D,E,F,G,H,I,M",D,0.010488365776836872,True
rollout,10,"A,B,C,D,E,F,G,H,I,M",E,0.04387545585632324,True
rollout,10,"A,B,C,D,E,F,G,H,I,M",F,0.024669574573636055,True
rollout,10,"A,B,C,D,E,F,G,H,I,M",G,0.029002854600548744,True
rollout,10,"A,B,C,D,E,F,G,H,I,M",H,0.022099997848272324,True
rollout,10,"A,B,C,D,E,F,G,H,I,M",I,0.0543309785425663,True
rollout,10,"A,B,C,D,E,F,G,H,I,M",J,0.03791354224085808,False
rollout,10,"A,B,C,D,E,F,G,H,I,M",K,0.09724203497171402,False
rollout,10,"A,B,C,D,E,F,G,H,I,M",L,0.05152210220694542,False
rollout,10,"A,B,C,D,E,F,G,H,I,M",M,0.014515620656311512,True
rollout,11,"A,B,C,D,E,F,G,H,I,J,M",A,0.005976955872029066,True
rollout,11,"A,B,C,D,E,F,G,H,I,J,M",B,0.008403558284044266,True
rollout,11,"A,B,C,D,E,F,G,H,I,J,M",C,0.006766719743609428,True
rollout,11,"A,B,C,D,E,F,G,H,I,J,M",D,0.01048834715038538,True
rollout,11,"A,B,C,D,E,F,G,H,I,J,M",E,0.04386952891945839,True
rollout,11,"A,B,C,D,E,F,G,H,I,J,M",F,0.02467096969485283,True
rollout,11,"A,B,C,D,E,F,G,H,I,J,M",G,0.029028138145804405,True
rollout,11,"A,B,C,D,E,F,G,H,I,J,M",H,0.022085104137659073,True
rollout,11,"A,B,C,D,E,F,G,H,I,J,M",I,0.0558159165084362,True
rollout,11,"A,B,C,D,E,F,G,H,I,J,M",J,0.032853685319423676,True
rollout,11,"A,B,C,D,E,F,G,H,I,J,M",K,0.09735853970050812,False
rollout,11,"A,B,C,D,E,F,G,H,I,J,M",L,0.05146881192922592,False
rollout,11,"A,B,C,D,E,F,G,H,I,J,M",M,0.014477933757007122,True
rollout,12,"A,B,C,D,E,F,G,H,I,J,K,M",A,0.005976864602416754,True
rollout,12,"A,B,C,D,E,F,G,H,I,J,K,M",B,0.008403563871979713,True
rollout,12,"A,B,C,D,E,F,G,H,I,J,K,M",C,0.006766738370060921,True
rollout,12,"A,B,C,D,E,F,G,H,I,J,K,M",D,0.010488336905837059,True
rollout,12,"A,B,C,D,E,F,G,H,I,J,K,M",E,0.04386657103896141,True
rollout,12,"A,B,C,D,E,F,G,H,I,J,K,M",F,0.024671705439686775,True
rollout,12,"A,B,C,D,E,F,G,H,I,J,K,M",G,0.02903796173632145,True
rollout,12,"A,B,C,D,E,F,G,H,I,J,K,M",H,0.02208174578845501,True
rollout,12,"A,B,C,D,E,F,G,H,I,J,K,M",I,0.054913558065891266,True
rollout,12,"A,B,C,D,E,F,G,H,I,J,K,M",J,0.03481198847293854,True
rollout,12,"A,B,C,D,E,F,G,H,I,J,K,M",K,0.0959266945719719,True
rollout,12,"A,B,C,D,E,F,G,H,I,J,K,M",L,0.05141782760620117,False
rollout,12,"A,B,C,D,E,F,G,H,I,J,K,M",M,0.013751551508903503,True
rollout,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",A,0.005976782646030188,True
rollout,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",B,0.008403569459915161,True
rollout,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",C,0.006766755599528551,True
rollout,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",D,0.01048832293599844,True
rollout,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",E,0.04386671632528305,True
rollout,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",F,0.024671681225299835,True
rollout,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",G,0.029037676751613617,True
rollout,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",H,0.022081846371293068,True
rollout,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",I,0.05491666868329048,True
rollout,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",J,0.034805793315172195,True
rollout,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",K,0.09814590215682983,True
rollout,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",L,0.04941793158650398,True
rollout,13,"A,B,C,D,E,F,G,H,I,J,K,L,M",M,0.017102668061852455,True
