run,nrmse,R,O,m,mm,p,pm,DNA
F0_resmat_base_s1,0.470081,58490704.114620,76649863.158281,231584908.870550,0.484169,7853510057.009184,0.455993,200212920.514437
E0_mat_base_s1,0.528336,51537494.963178,100000000.000000,299407241.665400,0.504953,22503505765.474758,0.551718,200212920.514437
E1_mat_no_detach_s1,0.528722,51879435.405135,100000000.000000,303459469.630168,0.508879,23223139440.096340,0.548565,200212920.514437
E2_mat_no_bottle_s1,2.157101,38012340.034430,100000000.000000,350418404.432443,3.732457,16817050200.242262,0.581746,200212920.514437
