run,nrmse,R,O,m,mm,p,pm,DNA,r2_pm_final,r2_mm_max
bolus_uncapped_plotcheck,6741894.110335,48877905.339197,48146043.572013,283524552.082586,13483787.353583,5519938753.923139,0.867086,216069565.508829,-0.472076,-0.448254
uniform_K6_plotcheck,8532137.996896,47867847.186994,52210917.687994,292427481.911747,17064274.929786,7006447002.373357,1.064005,216069565.508829,-0.386262,-0.411254
