run,nrmse,R,O,m,mm,p,pm,DNA
lamr_3e-3,0.476966,57566216.588020,84313023.090363,242756247.520447,0.343753,19194940185.546875,0.610178,201166546.344757
lamr_3e-3_lamo_5e-3,0.476966,57566216.588020,84313023.090363,242756247.520447,0.343753,19194940185.546875,0.610178,201166546.344757
lamr_3e-2,0.483032,47084951.400757,87115642.428398,22414516.657591,0.333476,12554639053.344727,0.632588,201166546.344757
lamr_1e-2_lamo_5e-3_tfdrop5,0.503042,51731902.360916,49606707.692146,24279128.015041,0.341956,176878458.261490,0.664129,201166546.344757
lamr_1e-2,0.503741,45917578.041553,39948427.677155,22500432.282686,0.339990,284343969.821930,0.667492,201166546.344757
lamr_1e-2_lamo_5e-3,0.503741,45917578.041553,39948427.677155,22500432.282686,0.339990,284343969.821930,0.667492,201166546.344757
lowfloor_only,0.505341,92126747.965813,82340490.818024,127789616.584778,0.343056,555129194.259644,0.667626,201166546.344757
lamr_1e-2_lamo_5e-3_lowfloor,0.508331,90750145.912170,69196835.160255,95738020.539284,0.347737,618060326.576233,0.668925,201166546.344757
