run,nrmse,CH4,O2,H2O,CO,CO2,H2,H,O,OH,HO2,H2O2,CH3,CH2O,N2
A6_kovacs54_bounded,0.541473,0.505382,0.812841,0.698364,0.583780,0.531755,0.811185,0.464048,0.255407,0.384248,0.396751,0.369747,0.447477,0.463293,0.856348
A4_neural_ode_mlp,0.916679,0.427161,0.192247,0.414670,1.169765,6.964708,0.413687,0.457129,0.255407,0.384248,0.331737,0.369747,0.438893,0.284605,0.729499
A3_neural_ode_gru,1.067272,0.425009,0.189367,0.425740,1.015370,6.980486,0.406643,0.463779,0.255407,0.384248,0.394999,0.369747,2.594629,0.342857,0.693523
