run,nrmse,Base,Mod,SBU,Am,Nuc_C,MOF_C
mof6_transformer_s100,0.043206,0.056837,0.047373,0.044352,0.029696,0.039550,0.041432
mof6_gru_s100,0.052554,0.024323,0.047373,0.078872,0.088814,0.037226,0.038716
mof6_mamba_ssm_s100,0.056102,0.020918,0.047373,0.085876,0.086067,0.051347,0.045029
