run,nrmse,R,O,m,mm,p,pm,DNA
gru_baseline,0.333990,38839360.614296,71194015.760690,464083285.629521,0.262612,19605379258.718620,0.405367,0.000000
slstm,0.336216,62245921.241174,64550256.601821,192722973.766651,0.247885,14013911076.571737,0.424547,0.000000
slstm,0.336216,62245921.241174,64550256.601821,192722973.766651,0.247885,14013911076.571737,0.424547,0.000000
