run,nrmse,R,O,m,mm,p,pm,DNA
A1_bottle_lr18e4_drop1,0.462820,24643997.848034,34132207.930088,499032425.880432,0.322370,25156352233.886719,0.603271,201141512.393951
B1_arch_full_lr18e4,0.463030,14066546.410322,19725902.378559,1205241441.726685,0.321541,45980615234.375000,0.604519,201141512.393951
B0_arch_full_lr1e3,0.479549,11710371.077061,15134445.577860,1070342254.638672,0.352417,51095323181.152344,0.606681,201141512.393951
A0_bottle_lr1e3_drop1,0.488949,47604782.879353,12107741.460204,642215776.443481,0.341571,89296524047.851562,0.636328,201141512.393951
A3_bottle_lr18e4_drop2,0.519282,39257109.165192,23305168.002844,839603519.439697,0.463089,55176800537.109375,0.575475,201141512.393951
A2_bottle_lr1e3_drop2,0.528491,31061555.445194,12199083.715677,700874304.771423,0.420913,31214292907.714844,0.636070,201141512.393951
C0_no_bottle_lr18e4,0.544427,11958336.457610,12459422.647953,3921038818.359375,0.441117,36574305725.097656,0.647736,201141512.393951
