run,nrmse,R,O,m,mm,p,pm,DNA
h800_warmup5,2117017.982180,40536624.433477,48623790.747001,964776411.157643,2925763.713825,54393258857.838104,1308272.250535,0.000000
h200,3521132.735703,67427954.348817,68478643.005201,657001507.251714,5707900.418166,30984752088.733330,1334365.053241,0.000000
h400,6321563.420184,39817603.126118,50122674.315437,772136214.581636,9506583.607870,43120899104.450508,3136543.232497,0.000000
h300,8117561.714150,33683968.997197,69979928.850624,496808689.456149,10670044.135587,42072120700.338264,5565079.292714,0.000000
h600_warmup5,8866248.751829,34933764.793407,54100064.238100,1302725300.490333,4334736.921375,39659357721.271645,13397760.582283,0.000000
h600,15196481.064649,49185816.559358,91319819.545199,106823593.440580,23624558.772493,19693887918.640446,6768403.356806,0.000000
h800,71105922.829686,39678373.842025,59755520.996654,102509511.268004,12767395.307248,19800172337.561474,129444450.352124,0.000000
