run,nrmse,Met,LigH,Lig_minus,H_plus,Base,Mod,SBU,SBU_capped,Nuc_A,Am,Nuc_C,MOF_C
A1_fixed_theta_nowd_12,0.147856,0.069979,0.027216,0.153169,0.044606,0.034409,0.028558,0.142934,0.231250,0.244491,0.115326,0.230066,0.452274
A1_fixed_theta_nowd_6,0.204077,,,,,0.069479,0.047373,0.084067,,,0.156827,0.355554,0.511161
A1_fixed_theta_nowd_8,0.230566,,,,,0.070626,0.028035,0.087182,0.240318,0.180907,0.275441,0.435116,0.526902
A1_fixed_theta_nowd_4,0.584051,,,,,0.050637,0.241300,,,,1.792447,,0.251819
