run,nrmse,CH4,O2,H2O,CO,CO2,H2,H,O,OH,HO2,H2O2,CH3,CH2O,N2
A4_neural_ode_mlp,2857.650377,0.433574,0.241087,0.816105,3.861013,230.690645,3.871099,11411.411309,11806.041647,16547.987540,0.273289,0.261263,0.415676,0.409041,0.391991
A3_neural_ode_gru,2857.661678,0.439317,0.241418,0.811832,4.183863,230.690650,3.586640,11411.411309,11806.041647,16547.983453,0.290887,0.270023,0.436125,0.495434,0.380900
A6_kovacs54_bounded,2857.698215,0.455628,0.858764,0.804905,3.824370,230.690645,3.538896,11411.411309,11806.041647,16547.983453,0.276942,0.278047,0.369388,0.400755,0.840265
A5_kovacs54_unbounded,2857.698215,0.455628,0.858764,0.804905,3.824370,230.690645,3.538896,11411.411309,11806.041647,16547.983453,0.276942,0.278047,0.369388,0.400755,0.840265
