run,nrmse,R,O,m,mm,p,pm,DNA
A3_neural_ode_gru,0.457974,0.000000,3954052189345.083984,0.000000,0.360588,0.000000,0.555360,4426003323317.421875
A1_fixed_theta,0.461110,54778016.321726,67706378.329896,291117030.606953,0.377360,16795012603.577023,0.544859,0.000000
A2_sample_theta,0.467080,52967676.373598,86217455.113580,158638515.286243,0.392174,21297701592.324322,0.541987,0.000000
A4_neural_ode_mlp,999999.602534,100000000000000.000000,100000000000000.000000,100000000000000.000000,999999.755838,100000000000000.000000,999999.449229,100000000000000.000000
A4_neural_ode_mlp,999999.602534,100000000000000.000000,100000000000000.000000,100000000000000.000000,999999.755838,100000000000000.000000,999999.449229,100000000000000.000000
A9_neural_correction,999999.602534,100000000000000.000000,100000000000000.000000,100000000000000.000000,999999.755838,100000000000000.000000,999999.449229,100000000000000.000000
