run,nrmse,R,O,m,mm,p,pm,DNA
endpoint_5,0.500823,53265765.309334,53355824.947357,45827637.612820,0.334869,80601310.729980,0.666776,201166546.344757
loss_none,0.501530,56505122.780800,52386003.732681,42272624.373436,0.334046,131533050.537109,0.669015,201166546.344757
tf_drop5,0.502695,53231546.282768,47684665.024281,43419292.569160,0.337162,105950880.050659,0.668229,201166546.344757
pm_tail_abs,0.503706,70119071.006775,85662519.931793,22256784.886122,0.340341,677632451.057434,0.667070,201166546.344757
tf_drop50,0.503794,54808652.400970,51429349.184036,39558987.319469,0.338430,85931438.207626,0.669159,201166546.344757
tf_drop0,0.504161,53375709.056854,50697392.225266,41121837.496758,0.339264,90141129.493713,0.669058,201166546.344757
sqrt_endpoint_1,0.870185,87182304.263115,91485878.825188,1522776699.066162,1.217910,11190185546.875000,0.522461,201166546.344757
endpoint_1,1.835546,67527055.740356,77711445.093155,3927838897.705078,3.063631,36731097412.109375,0.607461,201166546.344757
