run,nrmse,Base,Mod,Am,MOF_C
mof4_transformer_s0,0.049830,0.058549,0.024918,0.041661,0.074190
mof4_transformer_s0_N2000_PLACEHOLDER,0.058503,0.062664,0.027735,0.033142,0.110470
mof4_mamba_ssm_s0,0.121900,0.052073,0.045401,0.191364,0.198764
mof4_gru_s0,0.133387,0.066646,0.048997,0.175612,0.242294
