run,nrmse,R,O,m,mm,p,pm,DNA
A9_neural_correction,1744187029069.384277,100000000000000.000000,100000000000000.000000,100000000000000.000000,2325582372092.733398,100000000000000.000000,1162791686046.035156,100000000000000.000000
