run,nrmse,R,O,m,mm,p,pm,DNA
s78,176943357.902481,42950351.192401,38073884.179959,2332982712.525588,48675601.702201,84501727118.858917,305211114.102762,200590356.955161
s29,181600479.514912,36168319.273453,41852872.446179,1322446535.183833,11413550.036630,27455185317.993164,351787408.993195,200590356.955161
s100,190204043.707751,45903321.183645,51185727.606599,590356674.561134,11121246.086830,10505699128.371019,369286841.328672,200590356.955161
s42,250256833.096301,37685790.170844,61487354.682042,263087032.391475,3279522.651773,15232759534.395658,497234143.540828,200590356.955161
s35,285999154.985415,43522367.196587,66336175.283560,273887657.660704,2419063.121302,20829464046.771709,569579246.849528,200590356.955161
