run,nrmse,R,O,m,mm,p,pm,DNA
A4_gru,0.287765,56742868.865753,81813448.177478,389217405.655141,0.217670,16085613365.800941,0.357860,0.000000
A5_lstm,0.300003,44814247.725256,19172973.646062,599345512.250814,0.246849,27803120525.820259,0.353157,0.000000
A3_neural_ode_gru,0.400192,980791463560.800537,877160587458.054932,991708781.648838,0.297223,569811475635.316406,0.503161,4589103.014770
