run,nrmse,R,O,m,mm,p,pm,DNA
slstm,4984188.933702,59960959.200816,60224836.599826,329556062.146520,4923852.189176,21225559325.420994,5044525.678229,0.000000
slstm,4984188.933702,59960959.200816,60224836.599826,329556062.146520,4923852.189176,21225559325.420994,5044525.678229,0.000000
gru_baseline,13962438.442516,37054370.162920,61822130.614398,1363319075.748374,7713163.191214,29596951629.298225,20211713.693818,0.000000
