run,nrmse,CH4,O2,H2O,CO,CO2,H2,H,O,OH,HO2,H2O2,CH3,CH2O,N2
C5_neural_ode_mlp_full14,1.333683,0.334828,0.266979,0.404754,0.159454,0.282100,15.881357,0.109462,0.094863,0.117572,0.139833,0.145122,0.128763,0.228470,0.378010
C5_neural_ode_mlp_full14,1.333712,0.334828,0.267289,0.404754,0.159454,0.279483,15.881357,0.109462,0.094863,0.117572,0.139833,0.145122,0.128763,0.228470,0.380716
C5_neural_ode_mlp_full14,1.333712,0.334828,0.267289,0.404754,0.159454,0.279483,15.881357,0.109462,0.094863,0.117572,0.139833,0.145122,0.128763,0.228470,0.380716
C1_neural_ode_gru_full14,1.352796,0.334828,0.271930,0.348941,0.160097,0.217416,15.881357,0.109462,0.413346,0.202426,0.139833,0.145122,0.128763,0.228470,0.357160
C1_neural_ode_gru_full14,1.352796,0.334828,0.271930,0.348941,0.160097,0.217416,15.881357,0.109462,0.413346,0.202426,0.139833,0.145122,0.128763,0.228470,0.357160
C1_neural_ode_gru_full14,1.352796,0.334828,0.271930,0.348941,0.160097,0.217416,15.881357,0.109462,0.413346,0.202426,0.139833,0.145122,0.128763,0.228470,0.357160
C3_ode_rnn_kovacs54_full14,1.762400,0.334828,1.468457,2.206602,0.159459,0.755423,15.882645,0.109462,0.931617,1.162881,0.518862,0.148559,0.128763,0.228470,0.637574
C3_ode_rnn_kovacs54_full14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
C3_ode_rnn_kovacs54_full14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
