run,nrmse,CH4,O2,H2O,CO,CO2,H2,H,O,OH,HO2,H2O2,CH3,CH2O,N2
A4_neural_ode_mlp,0.304213,0.382814,0.169963,0.578331,0.459000,0.391823,0.520668,0.259010,0.002198,0.003789,0.271013,0.264814,0.230472,0.306672,0.418416
A3_neural_ode_gru,0.309688,0.503965,0.234939,0.578331,0.459000,0.391823,0.494893,0.259010,0.002198,0.003789,0.271013,0.264814,0.230472,0.306672,0.334710
A5_kovacs54_unbounded,0.424681,0.378899,1.051381,0.446239,0.459000,0.391823,0.815044,0.259010,0.002198,0.003789,0.271013,0.264814,0.230472,0.306672,1.065179
A6_kovacs54_bounded,0.424681,0.378899,1.051381,0.446239,0.459000,0.391823,0.815044,0.259010,0.002198,0.003789,0.271013,0.264814,0.230472,0.306672,1.065179
