run,nrmse,R,O,m,mm,p,pm,DNA,r2_pm_final,r2_mm_max
h600_seed3,4853905.999904,48064642.673185,55023437.538480,1546153576.322501,4817450.047457,38571737728.064339,4890361.952350,0.000000,0.435868,0.537925
h400_seed2,5275012.412125,37383918.286837,39700549.130482,1229639600.997797,5842532.886886,65795305484.481750,4707491.937364,0.000000,0.283270,0.328140
h400_seed3,5647274.904975,35696182.321351,58934206.002490,1090683851.375864,9945496.915713,45048751375.532906,1349052.894237,0.000000,0.491871,0.414139
h600_seed1,8866248.751829,34933764.793407,54100064.238100,1302725300.490333,4334736.921375,39659357721.271645,13397760.582283,0.000000,0.536426,0.497757
h400_seed1,9872511.912083,31397458.073682,59532618.713087,905776626.299451,8296188.846654,35598241005.387665,11448834.977512,0.000000,0.209005,0.352954
h600_seed2,31026353.180447,38377664.746513,49487208.520715,1251553308.347922,9994961.868362,178525901303.716736,52057744.492531,0.000000,0.051038,0.489528
