run,nrmse,CH4,O2,H2O,CO,CO2,H2,H,O,OH,HO2,H2O2,CH3,CH2O,N2
A4_neural_ode_mlp,0.374770,0.390703,0.168098,0.325228,0.404187,1.191645,0.337877,0.418934,0.179546,0.276011,0.245991,0.314700,0.346386,0.206774,0.440705
A3_neural_ode_gru,0.503891,0.365703,0.158130,0.324164,0.441555,1.196415,0.340487,0.422801,0.179546,0.276011,0.330200,0.314700,1.938169,0.308867,0.457723
A6_kovacs54_bounded,0.516684,0.434907,0.851143,0.709749,0.647217,0.597987,0.855248,0.422976,0.179546,0.276011,0.332288,0.314700,0.347688,0.398102,0.866019
