run,nrmse,Base,Mod,SBU,SBU_capped,Nuc_A,Am,Nuc_C,MOF_C
transformer_bs32,0.058383,0.071343,0.008773,0.054483,0.062511,0.088037,0.046489,0.064747,0.070680
transformer_bs128,0.058383,0.071343,0.008773,0.054483,0.062511,0.088037,0.046489,0.064747,0.070680
transformer_bs512,0.058383,0.071343,0.008773,0.054483,0.062511,0.088037,0.046489,0.064747,0.070680
transformer_bs1000,0.058383,0.071343,0.008773,0.054483,0.062511,0.088037,0.046489,0.064747,0.070680
