run,nrmse,CH4,O2,H2O,CO,CO2,H2,H,O,OH,HO2,H2O2,CH3,CH2O,N2
B5_neural_ode_mlp_full14,1.322082,0.334828,0.261281,0.316119,0.159454,0.220812,15.927980,0.109462,0.094863,0.117572,0.139833,0.147108,0.128763,0.228470,0.322601
B1_neural_ode_gru_full14,1.376539,0.334828,0.264448,0.404754,0.159454,0.218469,15.881357,0.110869,0.639918,0.286360,0.139833,0.145122,0.128763,0.228470,0.328898
B3_ode_rnn_kovacs54_full14,1.728912,0.334828,0.992262,2.133737,0.159455,0.753766,15.899238,0.109462,0.630587,1.190220,0.392216,0.614190,0.128763,0.228470,0.637574
