run,nrmse,CH4,O2,H2O,CO,CO2,H2,H,O,OH,HO2,H2O2,CH3,CH2O,N2
A4_neural_ode_mlp,1.322082,0.334828,0.261281,0.316119,0.159454,0.220812,15.927980,0.109462,0.094863,0.117572,0.139833,0.147108,0.128763,0.228470,0.322601
A3_neural_ode_gru,1.376539,0.334828,0.264448,0.404754,0.159454,0.218469,15.881357,0.110869,0.639918,0.286360,0.139833,0.145122,0.128763,0.228470,0.328898
A5_kovacs54_unbounded,1.728425,0.334828,0.999039,2.160741,0.159460,0.755331,15.933167,0.109462,0.553680,1.174554,0.389291,0.633597,0.128763,0.228469,0.637574
A6_kovacs54_bounded,1.728912,0.334828,0.992262,2.133737,0.159455,0.753766,15.899238,0.109462,0.630587,1.190220,0.392216,0.614190,0.128763,0.228470,0.637574
