run,nrmse,CH4,O2,H2O,CO,CO2,H2,H,O,OH,HO2,H2O2,CH3,CH2O,N2
A5_kovacs54_unbounded,0.453115,0.490130,0.861572,0.544750,0.484261,0.433946,0.777577,0.361560,0.100068,0.141986,0.306710,0.317706,0.277918,0.376853,0.868567
A6_kovacs54_bounded,0.453115,0.490130,0.861572,0.544750,0.484261,0.433946,0.777577,0.361560,0.100068,0.141986,0.306710,0.317706,0.277918,0.376853,0.868567
A4_neural_ode_mlp,0.967776,0.484792,0.223050,2.147153,2.984871,0.433946,4.591270,0.361560,0.100068,0.141986,0.306710,0.317706,0.277918,0.376853,0.800982
A3_neural_ode_gru,515.790452,0.452213,0.205923,1.328887,1.722975,0.433946,3.127977,7211.644251,0.100068,0.141986,0.306710,0.317706,0.277918,0.376953,0.628820
