run,nrmse,R,O,m,mm,p,pm,DNA
dataset_legacy_only,0.332541,23612113.710456,26489166.193042,76261639.183730,0.231553,26326336649.304337,0.433529,206318918.965735
dataset_real_new_only,0.444709,89831467.885589,35381114.952977,395079562.655434,0.288052,2605425334.950662,0.601367,59906330.074529
dataset_real_all,1.173596,9995693.418920,84400805.610970,6282553.420692,1.766462,1352111957.096581,0.580731,54461845.284186
