run,nrmse,R,O,m,mm,p,pm,DNA
D1_resource_mat_y0init_s1,0.501136,15588379.156991,60787396.304882,149900102.887589,0.441442,17856460471.795158,0.560830,200212920.514437
C1_maturation_only_super_s1,0.559110,34732929.301950,100000000.000000,430488027.517612,0.367458,165237952305.720398,0.750761,200212920.514437
D0_maturation_y0init_s1,0.645275,13775661.566223,100000000.000000,322889173.947848,0.738246,4578489261.407119,0.552305,200212920.514437
C0_resource_mat_super_s1,0.749590,37853710.296062,79589796.925967,1367410316.834083,1.019714,95090329830.463120,0.479467,200212920.514437
A0_resource_mat_s1,1.278887,12489437.125623,67575676.509967,2023868094.040797,1.835171,214540038622.342621,0.722603,200212920.514437
B0_maturation_only_s1,1.993357,14180973.566209,100000000.000000,348217166.272493,3.391606,8008881107.373879,0.595108,200212920.514437
