run,nrmse,R,O,m,mm,p,pm,DNA
h400,0.326736,42542545.302851,48562070.464996,217735541.848901,0.290558,33057812303.759789,0.362914,0.000000
h800_warmup5,0.330150,41491129.351676,45815054.247089,242033817.905291,0.252616,33173425125.027222,0.407684,0.000000
h600_warmup5,0.330358,35903597.432754,54316587.150523,288196932.970320,0.274135,25626087035.641644,0.386580,0.000000
h200,0.370123,73925541.845216,77722246.628543,276844358.336949,0.278776,18839928856.558689,0.461471,0.000000
h300,0.386625,34954122.731505,77970663.034473,195113794.300760,0.303290,28913940803.421745,0.469960,0.000000
h600,0.422924,50122285.410619,91492156.092554,91824597.492266,0.327934,20716008877.378689,0.517914,0.000000
h800,0.453220,40157934.500817,61127143.557184,86820335.877192,0.387878,19199390923.171577,0.518561,0.000000
