run,nrmse,CH4,O2,H2O,CO,CO2,H2,H,O,OH,HO2,H2O2,CH3,CH2O,N2
E3_ode_rnn_kovacs54_full14_endpts,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
D1_neural_ode_gru_full14,2.087130,0.335535,0.272474,0.415318,0.175215,0.235263,25.174933,0.167685,0.981081,0.452475,0.149042,0.157618,0.129835,0.243788,0.329565
D3_ode_rnn_kovacs54_full14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
D5_neural_ode_mlp_full14,2.002253,0.335535,0.267690,0.370561,0.175215,0.234385,25.192917,0.163441,0.119269,0.172419,0.149042,0.158123,0.129835,0.243788,0.319327
E5_neural_ode_mlp_full14_endpts,2.014167,0.335535,0.276087,0.415318,0.175215,0.291134,25.174933,0.163441,0.119269,0.172419,0.149042,0.157618,0.129835,0.243788,0.394704
E1_neural_ode_gru_full14_endpts,2.054244,0.335535,0.279765,0.406147,0.175907,0.235838,25.174933,0.163441,0.634095,0.309822,0.149042,0.157618,0.129835,0.243788,0.363650
