run,nrmse,R,O,m,mm,p,pm,DNA
slstm_A_native_old,3071030.792678,60009200.301564,66817478.409868,277930375.565545,6142060.698969,18923361801.665821,0.886386,216069565.508829
gru_B_native_real,3131694.111487,31128914.838608,56988337.915101,1689043866.113393,2384405.212676,56540874943.947350,3878983.010298,172515937.793250
gru_A_native_old,6949946.414129,36683188.063111,67049705.735497,110374339.355815,13899891.228401,35127132950.103714,1.599857,216069565.508829
slstm_B_native_real,48119936.609297,69060006.982813,55153580.823879,343349693.713232,2109792.223678,26864717338.008099,94130080.994916,172515937.793250
