run,nrmse,R,O,m,mm,p,pm,DNA
s35,0.427578,43305304.646492,66037517.786026,272814488.410950,0.333382,20806114196.777344,0.521774,201141512.393951
s42,0.437020,37394888.699055,61279663.443565,261352217.197418,0.336822,15202999114.990234,0.537218,201141512.393951
s100,0.471564,45852361.619473,51049751.043320,590078783.035278,0.400616,10551273345.947266,0.542513,201141512.393951
s29,0.495075,36006122.827530,41603243.350983,1311973571.777344,0.436301,27356427001.953125,0.553849,201141512.393951
s78,0.997533,42844165.861607,37859506.905079,2341666889.190674,1.437271,84359634399.414062,0.557795,201141512.393951
