run,nrmse,R,O,m,mm,p,pm,DNA
slstm_A_native_old,0.261654,59865218.818414,70866478.100327,188956184.130552,0.201199,16507632120.988100,0.322110,216134144.777904
slstm_B_native_real,0.351233,71020928.389068,63512284.867864,233276954.520702,0.288410,22992540292.831795,0.414055,209966553.078803
gru_A_native_old,0.359028,37155068.067076,69736151.657081,57566876.677389,0.292785,25617710227.007900,0.425271,216134144.777904
gru_B_native_real,0.396924,32652076.909237,59545751.510634,473222649.719668,0.399963,30458553638.779518,0.393885,209966553.078803
