run,nrmse,CH4,O2,H2O,CO,CO2,H2,H,O,OH,HO2,H2O2,CH3,CH2O,N2
C5_neural_ode_mlp_full14,2.014065,0.335535,0.275542,0.415318,0.175215,0.293893,25.174933,0.163441,0.119269,0.172419,0.149042,0.157618,0.129835,0.243788,0.391059
C5_neural_ode_mlp_full14,2.014167,0.335535,0.276087,0.415318,0.175215,0.291134,25.174933,0.163441,0.119269,0.172419,0.149042,0.157618,0.129835,0.243788,0.394704
C5_neural_ode_mlp_full14,2.014167,0.335535,0.276087,0.415318,0.175215,0.291134,25.174933,0.163441,0.119269,0.172419,0.149042,0.157618,0.129835,0.243788,0.394704
C1_neural_ode_gru_full14,2.054244,0.335535,0.279765,0.406147,0.175907,0.235838,25.174933,0.163441,0.634095,0.309822,0.149042,0.157618,0.129835,0.243788,0.363650
C1_neural_ode_gru_full14,2.054244,0.335535,0.279765,0.406147,0.175907,0.235838,25.174933,0.163441,0.634095,0.309822,0.149042,0.157618,0.129835,0.243788,0.363650
C1_neural_ode_gru_full14,2.054244,0.335535,0.279765,0.406147,0.175907,0.235838,25.174933,0.163441,0.634095,0.309822,0.149042,0.157618,0.129835,0.243788,0.363650
C3_ode_rnn_kovacs54_full14,2.530832,0.335535,1.499533,2.288054,0.175218,0.772099,25.176647,0.163441,1.437128,1.851768,0.552184,0.159132,0.129835,0.243788,0.647291
C3_ode_rnn_kovacs54_full14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
C3_ode_rnn_kovacs54_full14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
