run,nrmse,R,O,m,mm,p,pm,DNA
dataset_real_new_only,0.978336,90343541.237738,47400710.703615,434286630.841680,0.364200,2693338417.113431,1.592471,59953127.614452
dataset_real_all,1.711932,10548951.255978,84752050.133335,18076695.555687,1.774884,4233912698.849854,1.648979,50057246.844734
dataset_legacy_only,477702657.676233,24044619.505067,35293830.543154,418892314.681022,16195533.595453,39611110049.721825,939209781.757013,206815067.423868
