run,nrmse,R,O,m,mm,p,pm,DNA
A3_neural_ode_gru,176247652.135224,69395520367.704407,160566738040.172150,203640963257.621735,269797605.275230,693426436344.326294,82697698.995218,164216356799.923492
A4_neural_ode_mlp,nan,nan,nan,nan,nan,nan,nan,nan
