run,nrmse,R,O,m,mm,p,pm,DNA
h400_seed2,0.309875,37418011.949993,34183462.925132,146297526.582893,0.256214,41100381337.492432,0.363535,0.000000
h600_seed2,0.312386,38964182.392175,48044099.300663,196419640.196990,0.246721,148310650957.200378,0.378051,0.000000
h600_seed3,0.322792,46782447.143581,59027729.815377,237317213.470608,0.227766,26625984018.578430,0.417817,0.000000
h400_seed1,0.325122,32463873.061634,61862839.545998,138493346.851524,0.295946,25586158556.325787,0.354297,0.000000
h600_seed1,0.330358,35903597.432754,54316587.150523,288196932.970320,0.274135,25626087035.641644,0.386580,0.000000
h400_seed3,0.332952,36889193.919536,66502768.213628,254431019.078670,0.282050,31013679928.741516,0.383855,0.000000
