run,nrmse,R,O,m,mm,p,pm,DNA,r2_pm_final,r2_mm_max
uniform_K6_plotcheck,0.452359,47693332.831227,52357684.483463,291923996.433908,0.320331,7050762641.723901,0.584387,216134144.777904,-0.386262,-0.411254
bolus_uncapped_plotcheck,0.474868,48038082.580991,48009819.113066,281971383.422825,0.336598,5582660395.058281,0.613138,216134144.777904,-0.472076,-0.448254
