run,nrmse,R,O,m,mm,p,pm,DNA
A_native_old,0.325788,45827416.035185,90317628.356750,133323832.536733,0.284966,36243350691.983864,0.366610,216134144.777904
C_native_full,0.400958,44746081.893050,21771206.850051,95196451.370445,0.375679,158628739260.530243,0.426237,209966553.078803
B_native_real,0.458249,33134038.672367,78587139.444821,361319813.296697,0.427332,12529507452.420761,0.489166,209966553.078803
