run,nrmse,Base,Mod,Am,MOF_C
A5_unbounded,0.428074,0.026184,0.042931,1.072537,0.570645
A6_baseline,0.477718,0.026343,0.035350,1.611945,0.237234
A8_l2reg,0.490410,0.033978,0.035425,1.542230,0.350006
A7_l1reg,0.671979,0.039863,0.035696,2.076050,0.536308
A2_sample_theta,3.412790,0.082327,0.060163,12.015245,1.493424
A1_fixed_theta,4.017795,0.050697,0.069592,14.114045,1.836845
A3_neural_ode_gru,21449.249870,0.014536,84181.877386,1458.378498,156.729062
A4_neural_ode_mlp,495258.671237,0.093530,268952.992568,1543795.220933,168286.377918
