run,nrmse,R,O,m,mm,p,pm,DNA
B_native_real,8214375.741254,30630253.517724,70058092.576406,1425007801.628746,7065001.086879,20236442104.716785,9363750.395629,172515937.793250
A_native_old,11187087.174799,44927658.434574,83468178.811191,547067071.021550,22374173.235037,45683442533.927261,1.114561,216069565.508829
C_native_full,69500617.186683,55390454.118183,30071340.897700,535684030.774507,23866838.089232,157314726695.606384,115134396.284133,172515937.793250
