run,nrmse,CH4,O2,H2O,CO,CO2,H2,H,O,OH,HO2,H2O2,CH3,CH2O,N2
A4_neural_ode_mlp,0.342415,0.463236,0.182771,0.785334,0.646403,0.404938,0.463708,0.307045,0.079937,0.116998,0.251456,0.264100,0.226399,0.303469,0.298022
A5_kovacs54_unbounded,0.429624,0.417409,0.889414,0.553514,0.461126,0.404938,0.854272,0.307045,0.079937,0.116998,0.251456,0.264100,0.226399,0.303469,0.884662
A6_kovacs54_bounded,0.429624,0.417409,0.889414,0.553514,0.461126,0.404938,0.854272,0.307045,0.079937,0.116998,0.251456,0.264100,0.226399,0.303469,0.884662
A3_neural_ode_gru,32.349378,0.384112,0.120992,0.438789,0.747839,0.404938,0.564143,448.595350,0.079937,0.116998,0.251456,0.264100,0.226399,0.303759,0.392486
