run,nrmse,R,O,m,mm,p,pm,DNA
F0_resmat_base_s1,0.396581,56972938.776016,75854215.025902,227558279.037476,0.311373,7759852981.567383,0.481789,201141524.314880
E1_mat_no_detach_s1,0.432152,50334954.261780,100000000.000000,296002852.916718,0.308422,23335971832.275391,0.555883,201141524.314880
E0_mat_base_s1,0.432888,49996733.665466,100000000.000000,291997873.783112,0.306368,22611252593.994141,0.559408,201141524.314880
E2_mat_no_bottle_s1,1.356793,37201464.176178,100000000.000000,341671860.218048,2.121437,16841620635.986328,0.592149,201141524.314880
