run,nrmse,R,O,m,mm,p,pm,DNA
A_verbatim_seed3,3878330.342875,66337734.816114,43066544.631613,1047969960.595865,6636936.512213,15641729560.116512,1119724.173538,0.000000
A_verbatim_seed1,5046673.896933,34398534.879871,54603271.971220,581941428.600660,7942834.983348,38967597070.504303,2150512.810518,0.000000
A_verbatim_seed2,26773146.348417,36206776.822444,71192776.358935,715272000.751022,7188699.404917,44484117972.331932,46357593.291916,0.000000
