run,nrmse,CH4,O2,CO,CO2,H2O
A4_neural_ode_mlp,0.100950,0.009670,0.039833,0.137643,0.148124,0.169478
A4_neural_ode_mlp,0.100950,0.009670,0.039833,0.137643,0.148124,0.169478
A3_neural_ode_gru,0.110700,0.023415,0.028037,0.156019,0.228642,0.117384
A3_neural_ode_gru,0.116634,0.021761,0.028892,0.151320,0.254751,0.126446
A6_baseline,4.373753,1.086670,1.101003,1.418826,11.280629,6.981640
A6_baseline,4.373772,1.086662,1.100997,1.418906,11.280601,6.981693
A5_unbounded,4.389627,1.082148,1.097061,1.437309,11.323852,7.007764
A5_unbounded,4.404055,1.078223,1.093566,1.476521,11.328646,7.043319
