run,nrmse,R,O,m,mm,p,pm,DNA
A_native_old,0.261869,42904631.593457,78532276.358318,164064391.786236,0.225848,27855505923.453075,0.297889,216134144.777904
B_native_real,0.347811,42704002.005284,76804489.598580,492037393.384126,0.304942,24353250340.108917,0.390680,209966553.078803
