family,study,scaffold_label,scaffold,model_key,model_label,supervision,n,seed,nrmse_median,nrmse_mean,n_species,run,dataset_path
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,node_gru,NODE-GRU,full,100,,0.019758962044524486,0.031444889269070624,4,A3_neural_ode_gru_n100,datasets/single_enzyme/single_enzyme_4_n100.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,unbounded,CMVF-unbounded,full,100,,0.014521123901576644,0.014908111435193746,4,A5_unbounded_n100,datasets/single_enzyme/single_enzyme_4_n100.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,node_gru,NODE-GRU,first_last,100,,0.2526472524610097,0.3054523295406271,4,A3_neural_ode_gru_first_last_n100,datasets/single_enzyme/single_enzyme_4_n100.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,l1reg,CMVF-L1,full,100,,0.008515362434297114,0.00927236448445057,4,A7_l1reg_n100,datasets/single_enzyme/single_enzyme_4_n100.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,node_gru,NODE-GRU,full,10,,0.1389950767797121,0.1389950767797121,4,A3_neural_ode_gru_n10,datasets/single_enzyme/single_enzyme_4_n10.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,unbounded,CMVF-unbounded,full,10,,0.032307628622047335,0.032307628622047335,4,A5_unbounded_n10,datasets/single_enzyme/single_enzyme_4_n10.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,node_corr,NODE-correction,first_last,100,,0.09375949692111626,0.10313413154440368,4,A9_neural_ode_correction_first_last_n100,datasets/single_enzyme/single_enzyme_4_n100.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,fixed_theta,Global ($\theta$),full,3,,0.031190643935439043,0.031190643935439043,4,A1_fixed_theta_n3,datasets/single_enzyme/single_enzyme_4_n3.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,l1reg,CMVF-L1,full,10,,0.041452562159357706,0.041452562159357706,4,A7_l1reg_n10,datasets/single_enzyme/single_enzyme_4_n10.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,node_gru,NODE-GRU,first_last,10,,0.477884899958435,0.477884899958435,4,A3_neural_ode_gru_first_last_n10,datasets/single_enzyme/single_enzyme_4_n10.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,l1reg,CMVF-L1,first_last,10,,0.060213033973768024,0.060213033973768024,4,A7_l1reg_first_last_n10,datasets/single_enzyme/single_enzyme_4_n10.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,node_mlp,NODE-MLP,full,3,,0.508741237670378,0.508741237670378,4,A4_neural_ode_mlp_n3,datasets/single_enzyme/single_enzyme_4_n3.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,node_corr,NODE-correction,full,10,,0.031015684668387913,0.031015684668387913,4,A9_neural_ode_correction_n10,datasets/single_enzyme/single_enzyme_4_n10.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,unbounded,CMVF-unbounded,first_last,10,,0.02415812353658024,0.02415812353658024,4,A5_unbounded_first_last_n10,datasets/single_enzyme/single_enzyme_4_n10.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,baseline,CMVF,full,3,,0.030708626642955594,0.030708626642955594,4,A6_baseline_n3,datasets/single_enzyme/single_enzyme_4_n3.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,baseline,CMVF,first_last,3,,0.030256088419597524,0.030256088419597524,4,A6_baseline_first_last_n3,datasets/single_enzyme/single_enzyme_4_n3.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,node_mlp,NODE-MLP,full,10,,0.18424647099161268,0.18424647099161268,4,A4_neural_ode_mlp_n10,datasets/single_enzyme/single_enzyme_4_n10.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,sample_theta,Initial-condition ($\theta$),full,3,,0.030446539522474263,0.030446539522474263,4,A2_sample_theta_n3,datasets/single_enzyme/single_enzyme_4_n3.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,l1reg,CMVF-L1,full,3,,0.03814997412943049,0.03814997412943049,4,A7_l1reg_n3,datasets/single_enzyme/single_enzyme_4_n3.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,l1reg,CMVF-L1,first_last,3,,0.03757275100705043,0.03757275100705043,4,A7_l1reg_first_last_n3,datasets/single_enzyme/single_enzyme_4_n3.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,unbounded,CMVF-unbounded,first_last,100,,0.005744900392601987,0.006259626055368799,4,A5_unbounded_first_last_n100,datasets/single_enzyme/single_enzyme_4_n100.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,node_mlp,NODE-MLP,first_last,3,,0.2785429852969916,0.2785429852969916,4,A4_neural_ode_mlp_first_last_n3,datasets/single_enzyme/single_enzyme_4_n3.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,node_corr,NODE-correction,full,3,,0.0391220197229842,0.0391220197229842,4,A9_neural_ode_correction_n3,datasets/single_enzyme/single_enzyme_4_n3.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,node_gru,NODE-GRU,full,3,,0.7330957616457314,0.7330957616457314,4,A3_neural_ode_gru_n3,datasets/single_enzyme/single_enzyme_4_n3.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,node_corr,NODE-correction,first_last,10,,0.05003343159017675,0.05003343159017675,4,A9_neural_ode_correction_first_last_n10,datasets/single_enzyme/single_enzyme_4_n10.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,baseline,CMVF,full,10,,0.07414279683144526,0.07414279683144526,4,A6_baseline_n10,datasets/single_enzyme/single_enzyme_4_n10.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,node_mlp,NODE-MLP,first_last,10,,0.19293238787813233,0.19293238787813233,4,A4_neural_ode_mlp_first_last_n10,datasets/single_enzyme/single_enzyme_4_n10.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,baseline,CMVF,first_last,10,,0.06029691917325214,0.06029691917325214,4,A6_baseline_first_last_n10,datasets/single_enzyme/single_enzyme_4_n10.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,node_gru,NODE-GRU,first_last,3,,0.5199895070437046,0.5199895070437046,4,A3_neural_ode_gru_first_last_n3,datasets/single_enzyme/single_enzyme_4_n3.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,unbounded,CMVF-unbounded,full,3,,0.04612090244687952,0.04612090244687952,4,A5_unbounded_n3,datasets/single_enzyme/single_enzyme_4_n3.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,unbounded,CMVF-unbounded,first_last,3,,0.03725505663426851,0.03725505663426851,4,A5_unbounded_first_last_n3,datasets/single_enzyme/single_enzyme_4_n3.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,l1reg,CMVF-L1,first_last,100,,0.00848950502313157,0.009454219677923148,4,A7_l1reg_first_last_n100,datasets/single_enzyme/single_enzyme_4_n100.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,node_corr,NODE-correction,first_last,3,,0.06718710331694719,0.06718710331694719,4,A9_neural_ode_correction_first_last_n3,datasets/single_enzyme/single_enzyme_4_n3.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,fixed_theta,Global ($\theta$),full,10,,0.03020616064684714,0.03020616064684714,4,A1_fixed_theta_n10,datasets/single_enzyme/single_enzyme_4_n10.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,sample_theta,Initial-condition ($\theta$),full,10,,0.028085397370870582,0.028085397370870582,4,A2_sample_theta_n10,datasets/single_enzyme/single_enzyme_4_n10.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,fixed_theta,Global ($\theta$),full,1000,,0.041161709843367235,0.04181420990098013,4,A1_fixed_theta_n1000,datasets/single_enzyme/single_enzyme_4.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,sample_theta,Initial-condition ($\theta$),full,1000,,1045862.402354657,1072057.5013338705,4,A2_sample_theta_n1000,datasets/single_enzyme/single_enzyme_4.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,node_gru,NODE-GRU,full,1000,,0.008211287245290813,0.010647857267787412,4,A3_neural_ode_gru_n1000,datasets/single_enzyme/single_enzyme_4.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,node_gru,NODE-GRU,first_last,1000,,0.23225486447025628,0.2566275966964069,4,A3_neural_ode_gru_first_last_n1000,datasets/single_enzyme/single_enzyme_4.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,node_mlp,NODE-MLP,first_last,1000,,0.2625845643703247,0.29081598800830494,4,A4_neural_ode_mlp_first_last_n1000,datasets/single_enzyme/single_enzyme_4.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,node_mlp,NODE-MLP,full,1000,,0.005384432863693648,0.006319595114215701,4,A4_neural_ode_mlp_n1000,datasets/single_enzyme/single_enzyme_4.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,unbounded,CMVF-unbounded,full,1000,,0.00333901355245158,0.003828055953588923,4,A5_unbounded_n1000,datasets/single_enzyme/single_enzyme_4.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,unbounded,CMVF-unbounded,first_last,1000,,1045862.402354657,1072057.5013338705,4,A5_unbounded_first_last_n1000,datasets/single_enzyme/single_enzyme_4.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,baseline,CMVF,full,1000,,0.003301292926873746,0.003856898818363033,4,A6_baseline_n1000,datasets/single_enzyme/single_enzyme_4.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,baseline,CMVF,first_last,1000,,0.0032390610510080924,0.003814857757779091,4,A6_baseline_first_last_n1000,datasets/single_enzyme/single_enzyme_4.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,l1reg,CMVF-L1,full,1000,,0.006317842061087751,0.006909156331373342,4,A7_l1reg_n1000,datasets/single_enzyme/single_enzyme_4.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,l1reg,CMVF-L1,first_last,1000,,0.006810184545144547,0.00747834703161443,4,A7_l1reg_first_last_n1000,datasets/single_enzyme/single_enzyme_4.npz
data_ablation,single_enzyme_4_data_ablation,Enzyme/4,single_enzyme_4,node_corr,NODE-correction,full,1000,,1045862.402354657,1072057.5013338705,4,A9_neural_ode_correction_n1000,datasets/single_enzyme/single_enzyme_4.npz
