sample_idx,os_mm,ro_mm,os_pm,ro_pm
639,0.378927,0.018136,0.770644,0.437695
640,0.334608,0.019250,0.777998,0.599986
641,0.374789,0.017253,0.776384,0.453235
642,0.456764,0.007989,0.678072,0.291591
643,0.333097,0.017766,0.709120,0.576482
644,0.333310,0.017779,0.711741,0.565675
645,0.324327,0.020212,0.690545,0.597112
646,0.307509,0.018635,0.674752,0.574644
647,0.325880,0.019793,0.696269,0.600761
648,0.297909,0.014829,0.706126,0.617165
649,0.320903,0.017899,0.708917,0.604452
650,0.333302,0.020837,0.693995,0.519281
651,0.234282,0.010018,0.754974,0.604840
652,0.225282,0.013113,0.757420,0.565953
653,0.245709,0.012635,0.770289,0.515783
654,0.229660,0.009633,0.776957,0.528255
655,0.287112,0.011213,0.776949,0.280087
656,0.273458,0.010398,0.778667,0.464026
657,0.621441,0.009358,0.693257,0.336269
658,0.624191,0.008080,0.700770,0.440557
659,0.208772,0.008666,0.782958,0.614054
660,0.209321,0.005445,0.787033,0.663894
661,0.231171,0.005121,0.787315,0.655478
662,0.228725,0.011265,0.786139,0.606284
663,0.208907,0.008252,0.793035,0.666302
664,0.218393,0.011090,0.794056,0.629386
665,0.261688,0.013967,0.791582,0.450040
666,0.220957,0.010058,0.784361,0.550612
667,0.213390,0.010187,0.790286,0.556684
668,0.247691,0.008854,0.795636,0.528048
669,0.264176,0.016700,0.781091,0.479283
670,0.385130,0.005768,0.602386,0.538897
671,0.254290,0.006852,0.685999,0.247395
672,0.427908,0.005443,0.112593,0.639737
673,0.334522,0.009203,0.293452,0.879112
674,0.408170,0.013834,0.211798,0.835755
675,0.411924,0.015901,0.337580,1.067491
676,0.473848,0.006744,0.757693,0.359233
677,0.429806,0.002420,0.657462,0.229238
678,0.521444,0.011854,0.724354,0.192031
679,0.361574,0.005575,0.755241,0.346486
680,0.370865,0.011407,0.714246,0.170638
681,0.550309,0.012642,0.695729,0.266126
682,0.393863,0.003210,0.738011,0.405426
683,0.553630,0.025940,0.734079,0.339827
684,0.234790,0.005747,0.716175,0.195796
685,0.423704,0.016079,0.197563,0.788564
686,0.355892,0.017084,0.614887,0.497101
687,0.374830,0.002407,0.175628,0.969527
688,0.392797,0.008002,0.717599,0.418681
689,0.441122,0.012415,0.754090,0.600542
690,0.455695,0.013270,0.719436,0.494974
691,0.311241,0.007969,0.730117,0.339029
692,0.404632,0.016300,0.718917,0.618407
693,0.243563,0.010030,0.810254,0.611832
694,0.325209,0.013650,0.787240,0.508489
MEAN,0.383442,0.015722,0.639475,0.523848
