time,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17,theta_18
1.652754592895507812e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,4.885948657989501953e+00,4.238440036773681641e+00,2.858518123626708984e+00,1.007588744163513184e+00,5.398902893066406250e+00,5.070668220520019531e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.114863395690917969e+00,7.287268638610839844e+00,4.754829406738281250e+00,5.085643291473388672e+00
1.702838134765625000e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.176189422607421875e+00,4.874659061431884766e+00,2.860270261764526367e+00,1.005761623382568359e+00,5.498136997222900391e+00,5.104025840759277344e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,4.895480632781982422e+00,7.277101993560791016e+00,4.666093349456787109e+00,5.064939498901367188e+00
1.752921485900878906e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.889624238014221191e-01,1.116542339324951172e+00,7.811055183410644531e+00,7.879062175750732422e+00,2.835945367813110352e+00,1.152167201042175293e+00,5.612063407897949219e+00,5.146704673767089844e+00,5.000005245208740234e+00,5.000005245208740234e+00,8.931297302246093750e+00,2.029181718826293945e+00,6.891334056854248047e+00,4.591455459594726562e+00,5.050758361816406250e+00
1.803005027770996094e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,1.767677545547485352e+00,1.283038973808288574e+00,2.647909164428710938e+00,6.645197868347167969e+00,2.903010368347167969e+00,1.298518419265747070e+00,5.694609165191650391e+00,5.170398235321044922e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.914068698883056641e+00,6.656060695648193359e+00,6.789879322052001953e+00,4.514314651489257812e+00,5.028129100799560547e+00
1.853088569641113281e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.254984378814697266e+00,1.418955326080322266e+00,3.247624635696411133e+00,1.269966483116149902e+00,2.577601194381713867e+00,1.001687407493591309e+00,5.755148410797119141e+00,5.177758693695068359e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.646672248840332031e+00,6.702291965484619141e+00,6.972919464111328125e+00,4.485123634338378906e+00,5.021970272064208984e+00
1.903171920776367188e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.400505781173706055e+00,1.457510113716125488e+00,3.737644672393798828e+00,1.239893913269042969e+00,2.446331262588500977e+00,9.706872701644897461e-01,5.811341762542724609e+00,5.198571205139160156e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.565471172332763672e+00,6.316776275634765625e+00,7.298811912536621094e+00,4.453220844268798828e+00,5.016114711761474609e+00
1.953255462646484375e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.448174953460693359e+00,1.470188140869140625e+00,4.002057075500488281e+00,1.259129405021667480e+00,2.322626590728759766e+00,9.605086445808410645e-01,5.832968235015869141e+00,5.226629257202148438e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.553000926971435547e+00,5.971835613250732422e+00,7.321944713592529297e+00,4.437156677246093750e+00,5.023823261260986328e+00
2.003338813781738281e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.462132215499877930e+00,1.473976612091064453e+00,4.162851810455322266e+00,1.269559979438781738e+00,2.315647363662719727e+00,9.515727758407592773e-01,5.829512119293212891e+00,5.238900661468505859e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.546873569488525391e+00,5.745688438415527344e+00,7.414597034454345703e+00,4.449686050415039062e+00,5.027332782745361328e+00
2.053422355651855469e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.465431928634643555e+00,1.475143790245056152e+00,4.309410572052001953e+00,1.275320172309875488e+00,2.348928689956665039e+00,9.471174478530883789e-01,5.802818298339843750e+00,5.238902091979980469e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.541558742523193359e+00,5.665025711059570312e+00,7.452037334442138672e+00,4.481480598449707031e+00,5.030484199523925781e+00
2.103505897521972656e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.464982748031616211e+00,1.475517392158508301e+00,4.438729286193847656e+00,1.278713464736938477e+00,2.395368814468383789e+00,9.456514716148376465e-01,5.761753559112548828e+00,5.231358528137207031e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.534797191619873047e+00,5.651054859161376953e+00,7.456335544586181641e+00,4.521835327148437500e+00,5.035402774810791016e+00
2.153589248657226562e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.462476015090942383e+00,1.475640654563903809e+00,4.539403915405273438e+00,1.280830383300781250e+00,2.443081855773925781e+00,9.455445408821105957e-01,5.716441154479980469e+00,5.219324588775634766e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.524378776550292969e+00,5.650399684906005859e+00,7.446649074554443359e+00,4.561335086822509766e+00,5.041063785552978516e+00
2.203672790527343750e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.458094835281372070e+00,1.475681424140930176e+00,4.618235111236572266e+00,1.282209038734436035e+00,2.486899614334106445e+00,9.459455609321594238e-01,5.675015926361083984e+00,5.205652236938476562e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.508469581604003906e+00,5.654567241668701172e+00,7.430672168731689453e+00,4.593574523925781250e+00,5.046167850494384766e+00
2.253756332397460938e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.451429605484008789e+00,1.475700736045837402e+00,4.679470062255859375e+00,1.283150434494018555e+00,2.524507761001586914e+00,9.464877843856811523e-01,5.642845630645751953e+00,5.193029403686523438e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.484848499298095703e+00,5.658523082733154297e+00,7.409569740295410156e+00,4.615593910217285156e+00,5.050137519836425781e+00
2.303839683532714844e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.441933870315551758e+00,1.475721955299377441e+00,4.730138778686523438e+00,1.283821344375610352e+00,2.555754899978637695e+00,9.470322728157043457e-01,5.622434139251708984e+00,5.183292388916015625e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.451368331909179688e+00,5.665264606475830078e+00,7.384903907775878906e+00,4.626836776733398438e+00,5.052807331085205078e+00
2.353923225402832031e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.428924322128295898e+00,1.475769996643066406e+00,4.773053169250488281e+00,1.284330606460571289e+00,2.582477807998657227e+00,9.475332498550415039e-01,5.612885951995849609e+00,5.176218986511230469e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.405558109283447266e+00,5.674023628234863281e+00,7.361909866333007812e+00,4.627084255218505859e+00,5.053120613098144531e+00
2.404006767272949219e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.414755105972290039e+00,1.475898385047912598e+00,4.807415008544921875e+00,1.284764409065246582e+00,2.605862140655517578e+00,9.479984045028686523e-01,5.613633155822753906e+00,5.172390460968017578e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.355736732482910156e+00,5.680477619171142578e+00,7.342528343200683594e+00,4.618198871612548828e+00,5.051661014556884766e+00
2.454090118408203125e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.402353048324584961e+00,1.476280927658081055e+00,4.829699039459228516e+00,1.285243749618530273e+00,2.627084493637084961e+00,9.484727978706359863e-01,5.623273372650146484e+00,5.171814918518066406e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.312340259552001953e+00,5.677531719207763672e+00,7.328427314758300781e+00,4.602092266082763672e+00,5.048964977264404297e+00
2.504173660278320312e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.389183998107910156e+00,1.477548599243164062e+00,4.842364311218261719e+00,1.286062121391296387e+00,2.646937131881713867e+00,9.490886330604553223e-01,5.639927387237548828e+00,5.173890113830566406e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.266969203948974609e+00,5.666962146759033203e+00,7.320096492767333984e+00,4.580384731292724609e+00,5.045200824737548828e+00
2.554257011413574219e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.371581554412841797e+00,1.482197046279907227e+00,4.846679687500000000e+00,1.288188815116882324e+00,2.664992570877075195e+00,9.502201676368713379e-01,5.661889553070068359e+00,5.178002357482910156e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.208918094635009766e+00,5.648732185363769531e+00,7.314266681671142578e+00,4.554591655731201172e+00,5.040574550628662109e+00
2.604340553283691406e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.349826335906982422e+00,1.499000906944274902e+00,4.842980861663818359e+00,1.294551491737365723e+00,2.681499242782592773e+00,9.527862071990966797e-01,5.687593460083007812e+00,5.183616638183593750e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.147476673126220703e+00,5.620200634002685547e+00,7.309430122375488281e+00,4.525910854339599609e+00,5.035299301147460938e+00
2.654424095153808594e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.323714256286621094e+00,1.550773620605468750e+00,4.834292411804199219e+00,1.311385273933410645e+00,2.697133064270019531e+00,9.582232236862182617e-01,5.715744495391845703e+00,5.190302848815917969e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.105707645416259766e+00,5.579413890838623047e+00,7.304570674896240234e+00,4.495308399200439453e+00,5.029560565948486328e+00
2.704507446289062500e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.285134077072143555e+00,1.673915863037109375e+00,4.825873851776123047e+00,1.344868421554565430e+00,2.712554931640625000e+00,9.669588804244995117e-01,5.745242595672607422e+00,5.197673320770263672e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.101547241210937500e+00,5.526009559631347656e+00,7.299005031585693359e+00,4.463659763336181641e+00,5.023561477661132812e+00
2.754590988159179688e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.206247806549072266e+00,1.900461316108703613e+00,4.822810649871826172e+00,1.393395066261291504e+00,2.727729082107543945e+00,9.771310687065124512e-01,5.775118350982666016e+00,5.205355644226074219e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.089668273925781250e+00,5.464800834655761719e+00,7.292900085449218750e+00,4.431811332702636719e+00,5.017526626586914062e+00
2.804674530029296875e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.070697784423828125e+00,2.247013330459594727e+00,4.825924873352050781e+00,1.448841691017150879e+00,2.741898298263549805e+00,9.865611791610717773e-01,5.804617881774902344e+00,5.213052749633789062e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.027003288269042969e+00,5.403375625610351562e+00,7.286671638488769531e+00,4.400450229644775391e+00,5.011633872985839844e+00
2.854757881164550781e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,1.916955232620239258e+00,2.677347898483276367e+00,4.829113006591796875e+00,1.500096559524536133e+00,2.753924131393432617e+00,9.935678839683532715e-01,5.833210468292236328e+00,5.220552444458007812e+00,5.000005245208740234e+00,5.000005245208740234e+00,6.964922904968261719e+00,5.347915649414062500e+00,7.280518531799316406e+00,4.370076179504394531e+00,5.006006717681884766e+00
