time,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17,theta_18
1.652754592895507812e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.388988971710205078e+00,1.299011826515197754e+00,2.843970298767089844e+00,9.504699110984802246e-01,5.397977352142333984e+00,5.074823379516601562e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.335378170013427734e+00,7.338432312011718750e+00,4.764615058898925781e+00,5.096108913421630859e+00
1.702838134765625000e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.356823921203613281e+00,1.333820462226867676e+00,2.849014759063720703e+00,9.513446092605590820e-01,5.498306751251220703e+00,5.108457088470458984e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.353741168975830078e+00,7.335603237152099609e+00,4.674763202667236328e+00,5.074401378631591797e+00
1.752921485900878906e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.887472212314605713e-01,1.112398982048034668e+00,7.821191310882568359e+00,7.905027866363525391e+00,2.915971279144287109e+00,1.148850321769714355e+00,5.616196155548095703e+00,5.152219295501708984e+00,5.000005245208740234e+00,5.000005245208740234e+00,8.934411048889160156e+00,1.989391684532165527e+00,7.114547729492187500e+00,4.595405578613281250e+00,5.056514739990234375e+00
1.803005027770996094e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,1.742480516433715820e+00,1.155812978744506836e+00,2.201333284378051758e+00,5.871563911437988281e+00,2.979397535324096680e+00,1.178051114082336426e+00,5.691752433776855469e+00,5.171975135803222656e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.932339191436767578e+00,7.104098320007324219e+00,7.082602024078369141e+00,4.527139663696289062e+00,5.035885810852050781e+00
1.853088569641113281e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.236957311630249023e+00,1.352533340454101562e+00,3.044121503829956055e+00,5.108364224433898926e-01,2.563776731491088867e+00,5.680537223815917969e-01,5.732663154602050781e+00,5.170736789703369141e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.664807796478271484e+00,6.867188930511474609e+00,7.353306293487548828e+00,4.515480041503906250e+00,5.037432193756103516e+00
1.903171920776367188e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.394330739974975586e+00,1.411130309104919434e+00,3.710158109664916992e+00,1.047613143920898438e+00,2.446733713150024414e+00,7.318131923675537109e-01,5.802575111389160156e+00,5.196743965148925781e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.579155921936035156e+00,6.415338039398193359e+00,7.569320678710937500e+00,4.471201896667480469e+00,5.026343345642089844e+00
1.953255462646484375e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.451004743576049805e+00,1.470036745071411133e+00,4.045195102691650391e+00,1.258567333221435547e+00,2.355901956558227539e+00,9.598451256752014160e-01,5.835484504699707031e+00,5.232044696807861328e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.563166618347167969e+00,6.053240776062011719e+00,7.446620464324951172e+00,4.439203739166259766e+00,5.029128074645996094e+00
2.003338813781738281e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.465667247772216797e+00,1.473965883255004883e+00,4.193993091583251953e+00,1.269443154335021973e+00,2.332864522933959961e+00,9.515474438667297363e-01,5.832489013671875000e+00,5.244056701660156250e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.559354782104492188e+00,5.798963069915771484e+00,7.479531764984130859e+00,4.452022552490234375e+00,5.032340049743652344e+00
2.053422355651855469e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.470134019851684570e+00,1.475118041038513184e+00,4.343577384948730469e+00,1.275220274925231934e+00,2.360224962234497070e+00,9.470325708389282227e-01,5.805582523345947266e+00,5.243587017059326172e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.558120250701904297e+00,5.719984054565429688e+00,7.493957042694091797e+00,4.483689785003662109e+00,5.035043239593505859e+00
2.103505897521972656e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.471457958221435547e+00,1.475476145744323730e+00,4.473401546478271484e+00,1.278625249862670898e+00,2.404065608978271484e+00,9.455463290214538574e-01,5.764289855957031250e+00,5.235735893249511719e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.557588100433349609e+00,5.704529762268066406e+00,7.487762928009033203e+00,4.523905754089355469e+00,5.039681434631347656e+00
2.153589248657226562e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.471520900726318359e+00,1.475585818290710449e+00,4.569806575775146484e+00,1.280750989913940430e+00,2.450675487518310547e+00,9.454323053359985352e-01,5.718782901763916016e+00,5.223540306091308594e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.556222438812255859e+00,5.695922374725341797e+00,7.473337650299072266e+00,4.563286781311035156e+00,5.045205593109130859e+00
2.203672790527343750e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.470832347869873047e+00,1.475615024566650391e+00,4.648381233215332031e+00,1.282132148742675781e+00,2.494378089904785156e+00,9.458346366882324219e-01,5.677127838134765625e+00,5.209687709808349609e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.553311824798583984e+00,5.698733329772949219e+00,7.456284523010253906e+00,4.595366954803466797e+00,5.050151824951171875e+00
2.253756332397460938e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.469639301300048828e+00,1.475623607635498047e+00,4.719527244567871094e+00,1.283068299293518066e+00,2.532944202423095703e+00,9.463831186294555664e-01,5.644439220428466797e+00,5.196599483489990234e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.548964500427246094e+00,5.716224670410156250e+00,7.437798500061035156e+00,4.616965770721435547e+00,5.053677558898925781e+00
2.303839683532714844e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.467376470565795898e+00,1.475630164146423340e+00,4.765564441680908203e+00,1.283736109733581543e+00,2.562420129776000977e+00,9.469305276870727539e-01,5.624576568603515625e+00,5.186888694763183594e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.540948867797851562e+00,5.715651512145996094e+00,7.406783103942871094e+00,4.628686428070068359e+00,5.056382656097412109e+00
2.353923225402832031e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.464624643325805664e+00,1.475633502006530762e+00,4.814600467681884766e+00,1.284218072891235352e+00,2.588200330734252930e+00,9.474193453788757324e-01,5.614999294281005859e+00,5.179534435272216797e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.531247138977050781e+00,5.732531547546386719e+00,7.380385875701904297e+00,4.628915309906005859e+00,5.056425571441650391e+00
2.404006767272949219e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.463366985321044922e+00,1.475645303726196289e+00,4.862951755523681641e+00,1.284583210945129395e+00,2.610651969909667969e+00,9.478421807289123535e-01,5.615696430206298828e+00,5.175376892089843750e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.526822566986083984e+00,5.758064746856689453e+00,7.357801437377929688e+00,4.619985580444335938e+00,5.054642200469970703e+00
2.454090118408203125e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.468467950820922852e+00,1.475660443305969238e+00,4.895659923553466797e+00,1.284869432449340820e+00,2.631058454513549805e+00,9.481981396675109863e-01,5.625314712524414062e+00,5.174629211425781250e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.544814109802246094e+00,5.769169807434082031e+00,7.341020107269287109e+00,4.603864669799804688e+00,5.051782608032226562e+00
2.504173660278320312e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.500587224960327148e+00,1.475706219673156738e+00,4.923788547515869141e+00,1.285108804702758789e+00,2.651107072830200195e+00,9.485073685646057129e-01,5.641774177551269531e+00,5.176538467407226562e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.658005714416503906e+00,5.779783248901367188e+00,7.333361625671386719e+00,4.582018375396728516e+00,5.047870635986328125e+00
2.554257011413574219e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.554633378982543945e+00,1.475811004638671875e+00,4.949174404144287109e+00,1.285332679748535156e+00,2.669411659240722656e+00,9.487808942794799805e-01,5.663589477539062500e+00,5.180517196655273438e+00,5.000005245208740234e+00,5.000005245208740234e+00,7.848519802093505859e+00,5.791243076324462891e+00,7.328833580017089844e+00,4.556195259094238281e+00,5.043166160583496094e+00
2.604340553283691406e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.643149137496948242e+00,1.476067423820495605e+00,4.964963912963867188e+00,1.285595774650573730e+00,2.685811519622802734e+00,9.490433335304260254e-01,5.689114093780517578e+00,5.185966014862060547e+00,5.000005245208740234e+00,5.000005245208740234e+00,8.160688400268554688e+00,5.793267250061035156e+00,7.325652122497558594e+00,4.527617454528808594e+00,5.037870407104492188e+00
2.654424095153808594e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.764075279235839844e+00,1.476586818695068359e+00,4.975830078125000000e+00,1.285928606986999512e+00,2.700260877609252930e+00,9.493029117584228516e-01,5.716970920562744141e+00,5.192407608032226562e+00,5.000005245208740234e+00,5.000005245208740234e+00,8.587635040283203125e+00,5.791634559631347656e+00,7.322629928588867188e+00,4.497324466705322266e+00,5.032196044921875000e+00
2.704507446289062500e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.832987785339355469e+00,1.477448463439941406e+00,4.977248668670654297e+00,1.286304473876953125e+00,2.712258338928222656e+00,9.495242238044738770e-01,5.746084690093994141e+00,5.199460029602050781e+00,5.000005245208740234e+00,5.000005245208740234e+00,8.832573890686035156e+00,5.779700756072998047e+00,7.317433834075927734e+00,4.466192722320556641e+00,5.026340484619140625e+00
2.754590988159179688e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.903431653976440430e+00,1.480050921440124512e+00,4.954089641571044922e+00,1.287242174148559570e+00,2.723248004913330078e+00,9.498960971832275391e-01,5.775605678558349609e+00,5.206869602203369141e+00,5.000005245208740234e+00,5.000005245208740234e+00,9.086422920227050781e+00,5.736258506774902344e+00,7.313567638397216797e+00,4.434893608093261719e+00,5.020495891571044922e+00
2.804674530029296875e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.706612348556518555e+00,1.484652161598205566e+00,4.941638469696044922e+00,1.288678526878356934e+00,2.733417987823486328e+00,9.503374695777893066e-01,5.804821968078613281e+00,5.214334964752197266e+00,5.000005245208740234e+00,5.000005245208740234e+00,8.402796745300292969e+00,5.709084510803222656e+00,7.311069011688232422e+00,4.403927803039550781e+00,5.014714241027832031e+00
2.854757881164550781e+01,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,5.000005245208740234e+00,2.634721517562866211e+00,1.492428421974182129e+00,4.927635192871093750e+00,1.290692329406738281e+00,2.742988824844360352e+00,9.508132338523864746e-01,5.833266735076904297e+00,5.221707344055175781e+00,5.000005245208740234e+00,5.000005245208740234e+00,8.167993545532226562e+00,5.681203365325927734e+00,7.310076236724853516e+00,4.373720645904541016e+00,5.009111404418945312e+00
