time,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7
1.302170276641845703e+01,5.178382873535156250e+00,6.280804634094238281e+00,5.982911109924316406e+00,4.252503871917724609e+00,5.127323627471923828e+00,3.855979442596435547e+00,4.274031639099121094e+00,6.041922092437744141e+00
1.352253723144531250e+01,5.189193725585937500e+00,6.021294593811035156e+00,6.168106555938720703e+00,4.810418605804443359e+00,5.140247821807861328e+00,4.099416255950927734e+00,4.042137145996093750e+00,5.938036441802978516e+00
1.402337265014648438e+01,5.196079730987548828e+00,5.835855484008789062e+00,6.290122509002685547e+00,4.979767799377441406e+00,5.148433208465576172e+00,4.314231872558593750e+00,3.893128395080566406e+00,5.318426132202148438e+00
1.452420711517333984e+01,5.186854362487792969e+00,5.698657035827636719e+00,6.341453075408935547e+00,5.336266994476318359e+00,5.141579151153564453e+00,4.496057033538818359e+00,3.795045852661132812e+00,4.946356296539306641e+00
1.502504158020019531e+01,5.242720127105712891e+00,5.582900047302246094e+00,6.372333049774169922e+00,5.681050300598144531e+00,5.200200557708740234e+00,4.635257244110107422e+00,3.755239963531494141e+00,4.596107482910156250e+00
1.552587604522705078e+01,5.318884849548339844e+00,5.498525619506835938e+00,6.376990795135498047e+00,5.993753910064697266e+00,5.279685497283935547e+00,4.750375747680664062e+00,3.752743482589721680e+00,4.262768268585205078e+00
1.602671051025390625e+01,5.384530067443847656e+00,5.454714298248291016e+00,6.356138229370117188e+00,6.277084350585937500e+00,5.349141120910644531e+00,4.860353469848632812e+00,3.774993658065795898e+00,3.955759048461914062e+00
1.652754592895507812e+01,5.447781562805175781e+00,5.433598995208740234e+00,6.320150852203369141e+00,6.530573368072509766e+00,5.416571617126464844e+00,4.958628654479980469e+00,3.818005800247192383e+00,3.676687240600585938e+00
1.702838134765625000e+01,5.521204471588134766e+00,5.426781177520751953e+00,6.277575492858886719e+00,6.752135753631591797e+00,5.494479656219482422e+00,5.044513225555419922e+00,3.878921270370483398e+00,3.423836946487426758e+00
1.752921485900878906e+01,8.527456283569335938e+00,1.100654363632202148e+00,4.672362804412841797e+00,7.815262794494628906e+00,6.703134775161743164e-01,8.412782669067382812e+00,8.692669868469238281e+00,2.036221027374267578e+00
1.803005027770996094e+01,7.701243877410888672e+00,3.008008003234863281e+00,6.442977905273437500e+00,7.253777980804443359e+00,2.121268272399902344e+00,7.195997238159179688e+00,4.157540798187255859e+00,2.733110427856445312e+00
1.853088569641113281e+01,7.136180400848388672e+00,3.880637407302856445e+00,5.317957401275634766e+00,6.982316970825195312e+00,3.016225337982177734e+00,6.488517284393310547e+00,5.025690078735351562e+00,3.123102188110351562e+00
1.903171920776367188e+01,6.769283294677734375e+00,4.753464698791503906e+00,4.776181221008300781e+00,7.012361526489257812e+00,3.460127353668212891e+00,5.960175991058349609e+00,5.583827495574951172e+00,3.126230716705322266e+00
1.953255462646484375e+01,6.493047714233398438e+00,5.094850063323974609e+00,4.492290973663330078e+00,7.055123329162597656e+00,3.734188556671142578e+00,5.117665290832519531e+00,5.929850578308105469e+00,3.092329502105712891e+00
2.003338813781738281e+01,6.246182918548583984e+00,5.546493530273437500e+00,4.392797946929931641e+00,7.081299304962158203e+00,3.951673746109008789e+00,4.685905456542968750e+00,6.232414245605468750e+00,3.069853067398071289e+00
2.053422355651855469e+01,6.051573276519775391e+00,5.898186206817626953e+00,4.388149738311767578e+00,7.083019256591796875e+00,4.146395206451416016e+00,4.373398780822753906e+00,6.411120414733886719e+00,3.072578430175781250e+00
2.103505897521972656e+01,5.909182548522949219e+00,6.146746635437011719e+00,4.434198856353759766e+00,7.066894531250000000e+00,4.329967021942138672e+00,4.142858982086181641e+00,6.463335514068603516e+00,3.091783761978149414e+00
2.153589248657226562e+01,5.798646926879882812e+00,6.315600872039794922e+00,4.508837699890136719e+00,7.041953086853027344e+00,4.494925975799560547e+00,3.981846570968627930e+00,6.415574073791503906e+00,3.116012096405029297e+00
2.203672790527343750e+01,5.705148220062255859e+00,6.422408103942871094e+00,4.600461483001708984e+00,7.016591548919677734e+00,4.634472846984863281e+00,3.877370357513427734e+00,6.300899982452392578e+00,3.135916233062744141e+00
2.253756332397460938e+01,5.624468326568603516e+00,6.480858802795410156e+00,4.701870441436767578e+00,6.997757434844970703e+00,4.749064445495605469e+00,3.818204164505004883e+00,6.147366046905517578e+00,3.145387649536132812e+00
2.303839683532714844e+01,5.559118747711181641e+00,6.502007007598876953e+00,4.808359146118164062e+00,6.990316867828369141e+00,4.845023632049560547e+00,3.795237779617309570e+00,5.976023674011230469e+00,3.141116142272949219e+00
2.353923225402832031e+01,5.513016700744628906e+00,6.494790077209472656e+00,4.916706562042236328e+00,6.996761798858642578e+00,4.930420398712158203e+00,3.801065921783447266e+00,5.801477909088134766e+00,3.121773242950439453e+00
2.404006767272949219e+01,5.487151622772216797e+00,6.466654300689697266e+00,5.024296283721923828e+00,7.017462730407714844e+00,5.010870933532714844e+00,3.829741954803466797e+00,5.632956504821777344e+00,3.087349414825439453e+00
2.454090118408203125e+01,5.478817462921142578e+00,6.424677848815917969e+00,5.128900527954101562e+00,7.051266193389892578e+00,5.088228225708007812e+00,3.877003431320190430e+00,5.475823402404785156e+00,3.038750886917114258e+00
2.504173660278320312e+01,5.483634948730468750e+00,6.376708030700683594e+00,5.228620529174804688e+00,7.096181392669677734e+00,5.162119388580322266e+00,3.940702676773071289e+00,5.332876205444335938e+00,2.977540016174316406e+00
2.554257011413574219e+01,5.497994422912597656e+00,6.331715583801269531e+00,5.321937561035156250e+00,7.149914264678955078e+00,5.232167720794677734e+00,4.020949363708496094e+00,5.205329418182373047e+00,2.905711889266967773e+00
2.604340553283691406e+01,5.521039962768554688e+00,6.298580646514892578e+00,5.408051013946533203e+00,7.210171222686767578e+00,5.300057888031005859e+00,4.119334697723388672e+00,5.093750953674316406e+00,2.825480461120605469e+00
2.654424095153808594e+01,5.557654380798339844e+00,6.282521247863769531e+00,5.486801147460937500e+00,7.274815559387207031e+00,5.372609615325927734e+00,4.236410140991210938e+00,4.998387813568115234e+00,2.739082336425781250e+00
2.704507446289062500e+01,5.624916076660156250e+00,6.283766269683837891e+00,5.558834552764892578e+00,7.341929912567138672e+00,5.468268394470214844e+00,4.370299339294433594e+00,4.919519424438476562e+00,2.648627519607543945e+00
2.754590988159179688e+01,5.762331962585449219e+00,6.301816940307617188e+00,5.625644207000732422e+00,7.409837722778320312e+00,5.627311229705810547e+00,4.519240856170654297e+00,4.857586860656738281e+00,2.556030511856079102e+00
2.804674530029296875e+01,6.062624454498291016e+00,6.342001438140869141e+00,5.689581394195556641e+00,7.477121353149414062e+00,5.941816329956054688e+00,4.686816692352294922e+00,4.812941074371337891e+00,2.463039159774780273e+00
2.854757881164550781e+01,6.826231002807617188e+00,6.428487777709960938e+00,5.757973670959472656e+00,7.542367458343505859e+00,6.698813915252685547e+00,4.900144100189208984e+00,4.784888267517089844e+00,2.372009515762329102e+00
2.904841423034667969e+01,7.621908664703369141e+00,6.696974277496337891e+00,5.750525951385498047e+00,7.614339828491210938e+00,7.812621116638183594e+00,5.023074626922607422e+00,4.840457439422607422e+00,2.261492490768432617e+00
2.954924964904785156e+01,8.909002304077148438e+00,5.768910408020019531e+00,6.094455242156982422e+00,7.615438938140869141e+00,7.248655319213867188e+00,5.665768623352050781e+00,4.382440567016601562e+00,2.282628297805786133e+00
3.005008316040039062e+01,7.971539020538330078e+00,6.220611095428466797e+00,6.074347972869873047e+00,7.692783832550048828e+00,7.109405517578125000e+00,5.746418476104736328e+00,4.553813457489013672e+00,2.163697719573974609e+00
3.055091857910156250e+01,8.205025672912597656e+00,6.001675605773925781e+00,6.210545063018798828e+00,7.726381301879882812e+00,6.885825157165527344e+00,6.117317199707031250e+00,4.394905567169189453e+00,2.118388175964355469e+00
3.105175209045410156e+01,7.958335399627685547e+00,6.013334274291992188e+00,6.307296752929687500e+00,7.766820907592773438e+00,6.582945346832275391e+00,6.459276199340820312e+00,4.329300880432128906e+00,2.059454917907714844e+00
3.155258750915527344e+01,7.854560375213623047e+00,5.912946224212646484e+00,6.412286281585693359e+00,7.799768447875976562e+00,6.323440074920654297e+00,6.794117450714111328e+00,4.223469734191894531e+00,2.011571645736694336e+00
3.205342102050781250e+01,7.760984420776367188e+00,5.782414436340332031e+00,6.515649318695068359e+00,7.828979015350341797e+00,6.085891246795654297e+00,7.112475395202636719e+00,4.110364913940429688e+00,1.968796491622924805e+00
3.255425643920898438e+01,7.621860504150390625e+00,5.652339458465576172e+00,6.615928649902343750e+00,7.855791568756103516e+00,5.851646423339843750e+00,7.412380695343017578e+00,4.002328395843505859e+00,1.929301738739013672e+00
3.305509185791015625e+01,7.446227073669433594e+00,5.521644115447998047e+00,6.714537143707275391e+00,7.880403041839599609e+00,5.622151851654052734e+00,7.690010547637939453e+00,3.900275945663452148e+00,1.893066883087158203e+00
3.355592727661132812e+01,7.272800922393798828e+00,5.380374431610107422e+00,6.812036991119384766e+00,7.902674198150634766e+00,5.410645484924316406e+00,7.942733764648437500e+00,3.800427198410034180e+00,1.860478520393371582e+00
3.405676269531250000e+01,7.136976718902587891e+00,5.227668762207031250e+00,6.908063888549804688e+00,7.923132896423339844e+00,5.236137866973876953e+00,8.159865379333496094e+00,3.706566810607910156e+00,1.830919742584228516e+00
3.455759429931640625e+01,2.121698856353759766e-01,8.184010982513427734e-01,6.995816707611083984e+00,7.675827980041503906e+00,9.099707603454589844e+00,9.279816627502441406e+00,5.800689697265625000e+00,2.048017740249633789e+00
3.505842971801757812e+01,9.766958355903625488e-01,4.348715305328369141e+00,8.440104484558105469e+00,8.171780586242675781e+00,8.425691604614257812e+00,7.933111667633056641e+00,1.484865307807922363e+00,1.366714119911193848e+00
3.555926513671875000e+01,1.690694332122802734e+00,3.132989883422851562e+00,8.030405998229980469e+00,8.079830169677734375e+00,8.016555786132812500e+00,7.708934783935546875e+00,3.488691806793212891e+00,1.513853549957275391e+00
3.606010055541992188e+01,2.502755880355834961e+00,2.668519258499145508e+00,7.481715679168701172e+00,8.035380363464355469e+00,7.506851196289062500e+00,7.524727344512939453e+00,4.801931381225585938e+00,1.542246103286743164e+00
3.656093597412109375e+01,3.291771173477172852e+00,2.680057048797607422e+00,6.988342761993408203e+00,8.019214630126953125e+00,6.952875137329101562e+00,7.410360336303710938e+00,5.961454868316650391e+00,1.523494958877563477e+00
3.706177139282226562e+01,4.009871006011962891e+00,2.751016855239868164e+00,7.210993289947509766e+00,7.956354141235351562e+00,6.360372066497802734e+00,7.312359333038330078e+00,6.885707855224609375e+00,1.628413796424865723e+00
3.756260299682617188e+01,4.622117042541503906e+00,2.696884632110595703e+00,7.601763248443603516e+00,7.785735130310058594e+00,5.712352275848388672e+00,7.192834854125976562e+00,6.520947933197021484e+00,1.936326265335083008e+00
3.806343841552734375e+01,5.047886848449707031e+00,3.267811775207519531e+00,6.809054374694824219e+00,7.813322067260742188e+00,5.323057174682617188e+00,6.974434852600097656e+00,7.395272731781005859e+00,1.927097320556640625e+00
3.856427383422851562e+01,5.384475708007812500e+00,3.919230222702026367e+00,6.209277629852294922e+00,7.833671092987060547e+00,5.008897781372070312e+00,6.830790042877197266e+00,7.883400440216064453e+00,1.972371459007263184e+00
3.906510925292968750e+01,5.770605087280273438e+00,4.574748039245605469e+00,5.829873561859130859e+00,7.794700622558593750e+00,4.842434406280517578e+00,6.700703144073486328e+00,8.021820068359375000e+00,2.065501213073730469e+00
3.956594467163085938e+01,6.574356079101562500e+00,5.324536323547363281e+00,5.452647209167480469e+00,7.730379581451416016e+00,5.046205520629882812e+00,6.677371978759765625e+00,7.945135116577148438e+00,2.141801357269287109e+00
4.006677627563476562e+01,6.082114696502685547e+00,6.087779521942138672e+00,5.421025753021240234e+00,7.567337989807128906e+00,4.225213050842285156e+00,7.148785114288330078e+00,7.320301055908203125e+00,2.330948352813720703e+00
4.056761169433593750e+01,6.090289592742919922e+00,6.744581699371337891e+00,5.005891323089599609e+00,7.738188266754150391e+00,4.500905036926269531e+00,5.731046199798583984e+00,8.550768852233886719e+00,2.176378488540649414e+00
4.106844711303710938e+01,5.975644588470458984e+00,6.974990844726562500e+00,4.252755165100097656e+00,7.823989391326904297e+00,4.637307643890380859e+00,4.662510871887207031e+00,8.442015647888183594e+00,2.029336214065551758e+00
4.156928253173828125e+01,6.202095031738281250e+00,7.255527496337890625e+00,4.914433956146240234e+00,7.812160968780517578e+00,4.653711318969726562e+00,4.575430870056152344e+00,8.706996917724609375e+00,2.233608722686767578e+00
4.207011795043945312e+01,4.523799419403076172e-01,1.693423151969909668e+00,5.229154586791992188e+00,6.151381492614746094e+00,9.029755592346191406e+00,9.222270011901855469e+00,7.070645809173583984e+00,4.504063606262207031e+00
4.257095336914062500e+01,1.479324102401733398e+00,5.620484828948974609e+00,6.999634265899658203e+00,6.931593418121337891e+00,8.124658584594726562e+00,7.333271980285644531e+00,3.774899482727050781e+00,2.900078296661376953e+00
4.307178497314453125e+01,2.006242990493774414e+00,5.249087333679199219e+00,6.860342025756835938e+00,7.090623855590820312e+00,7.784892559051513672e+00,6.909010887145996094e+00,4.768605709075927734e+00,2.868703126907348633e+00
4.357262039184570312e+01,2.702120780944824219e+00,4.977538108825683594e+00,6.725552558898925781e+00,7.270214557647705078e+00,7.340860366821289062e+00,6.461673736572265625e+00,5.617564201354980469e+00,2.632569074630737305e+00
4.407345581054687500e+01,3.534203290939331055e+00,4.753219127655029297e+00,6.722995758056640625e+00,7.414898395538330078e+00,6.766669750213623047e+00,6.203151702880859375e+00,6.162671566009521484e+00,2.416181087493896484e+00
4.457429122924804688e+01,4.314099311828613281e+00,4.603713512420654297e+00,6.932940959930419922e+00,7.512382507324218750e+00,6.092664718627929688e+00,6.079336643218994141e+00,6.490475654602050781e+00,2.306211233139038086e+00
4.507512664794921875e+01,4.875012397766113281e+00,4.614382266998291016e+00,7.156418800354003906e+00,7.582514286041259766e+00,5.415387153625488281e+00,6.041232585906982422e+00,6.608826637268066406e+00,2.256212234497070312e+00
4.557595825195312500e+01,5.261898040771484375e+00,4.938914775848388672e+00,7.113445758819580078e+00,7.642466068267822266e+00,4.862233638763427734e+00,6.206092357635498047e+00,6.560249328613281250e+00,2.184371948242187500e+00
4.607679367065429688e+01,6.684228897094726562e+00,5.014586448669433594e+00,7.179223537445068359e+00,7.627113819122314453e+00,4.978202342987060547e+00,6.719875335693359375e+00,5.820277690887451172e+00,2.225734472274780273e+00
4.657762908935546875e+01,5.912727355957031250e+00,6.056992530822753906e+00,6.526014804840087891e+00,7.862322330474853516e+00,4.493338108062744141e+00,5.836592674255371094e+00,7.042686462402343750e+00,1.916879653930664062e+00
4.707846450805664062e+01,6.219824314117431641e+00,6.981585979461669922e+00,5.977661609649658203e+00,8.054468154907226562e+00,4.751768112182617188e+00,5.267106056213378906e+00,7.882345199584960938e+00,1.679099082946777344e+00
4.757929992675781250e+01,6.038228511810302734e+00,7.078972339630126953e+00,4.937359333038330078e+00,8.159357070922851562e+00,4.746809005737304688e+00,4.246149063110351562e+00,7.564948081970214844e+00,1.474723458290100098e+00
4.808013534545898438e+01,6.062328815460205078e+00,6.996682167053222656e+00,4.810300827026367188e+00,8.169365882873535156e+00,4.599849224090576172e+00,3.854002475738525391e+00,7.087636470794677734e+00,1.453380823135375977e+00
4.858096694946289062e+01,6.118598461151123047e+00,7.073436737060546875e+00,4.798450946807861328e+00,8.189488410949707031e+00,4.561773777008056641e+00,3.587581157684326172e+00,6.828818798065185547e+00,1.422101378440856934e+00
4.908180236816406250e+01,6.173400878906250000e+00,7.170226573944091797e+00,4.846256732940673828e+00,8.210803031921386719e+00,4.567005157470703125e+00,3.384189605712890625e+00,6.619872570037841797e+00,1.389397621154785156e+00
4.958263778686523438e+01,6.225162506103515625e+00,7.261920452117919922e+00,4.925078392028808594e+00,8.232595443725585938e+00,4.603682518005371094e+00,3.225104093551635742e+00,6.421380519866943359e+00,1.354996800422668457e+00
5.008347320556640625e+01,6.279237270355224609e+00,7.343559265136718750e+00,5.022101879119873047e+00,8.255321502685546875e+00,4.669250011444091797e+00,3.102107048034667969e+00,6.225147247314453125e+00,1.318420529365539551e+00
5.058430862426757812e+01,7.629828453063964844e-01,2.584988832473754883e+00,6.379265308380126953e+00,7.292864322662353516e+00,8.608453750610351562e+00,8.354496955871582031e+00,5.933495998382568359e+00,2.847445964813232422e+00
5.108514022827148438e+01,3.056069850921630859e+00,6.826350212097167969e+00,7.781886577606201172e+00,8.293520927429199219e+00,6.986927986145019531e+00,6.263042926788330078e+00,1.748404383659362793e+00,1.252782225608825684e+00
5.158597564697265625e+01,3.719836711883544922e+00,5.608726501464843750e+00,7.772696018218994141e+00,8.287214279174804688e+00,6.623090744018554688e+00,6.814777851104736328e+00,3.191440820693969727e+00,1.284435272216796875e+00
5.208681106567382812e+01,4.404388904571533203e+00,5.014740467071533203e+00,7.858881950378417969e+00,8.323090553283691406e+00,6.208013057708740234e+00,6.975089550018310547e+00,3.862289190292358398e+00,1.240025281906127930e+00
5.258764648437500000e+01,5.074571609497070312e+00,4.729011535644531250e+00,7.888273715972900391e+00,8.371123313903808594e+00,5.624589443206787109e+00,7.429309368133544922e+00,3.873520612716674805e+00,1.199610710144042969e+00
5.308848190307617188e+01,5.703328609466552734e+00,4.404785633087158203e+00,7.941922187805175781e+00,8.395954132080078125e+00,4.940743446350097656e+00,8.238798141479492188e+00,3.421462059020996094e+00,1.193648219108581543e+00
5.358931732177734375e+01,6.511729717254638672e+00,3.974783897399902344e+00,8.221413612365722656e+00,8.405251502990722656e+00,4.509059906005859375e+00,8.716116905212402344e+00,3.003460168838500977e+00,1.207040190696716309e+00
5.409014892578125000e+01,7.100840568542480469e+00,4.814612388610839844e+00,7.752414703369140625e+00,8.473706245422363281e+00,4.674527645111083984e+00,7.781729698181152344e+00,3.899605035781860352e+00,1.089968919754028320e+00
5.459098434448242188e+01,8.175796508789062500e+00,5.123648643493652344e+00,7.536519050598144531e+00,8.503519058227539062e+00,4.800165176391601562e+00,7.332297801971435547e+00,4.217796325683593750e+00,1.034229636192321777e+00
5.509181976318359375e+01,7.501029014587402344e+00,5.935627937316894531e+00,7.241974830627441406e+00,8.541193962097167969e+00,4.417728424072265625e+00,6.920109748840332031e+00,4.692003726959228516e+00,9.672061204910278320e-01
5.559265518188476562e+01,7.570141315460205078e+00,6.498018264770507812e+00,7.031070232391357422e+00,8.569808006286621094e+00,4.330044746398925781e+00,6.511081218719482422e+00,4.997165203094482422e+00,9.177392721176147461e-01
5.609349060058593750e+01,7.800051212310791016e+00,6.943405628204345703e+00,6.881204605102539062e+00,8.593406677246093750e+00,4.330733776092529297e+00,6.137995243072509766e+00,5.194384574890136719e+00,8.783069849014282227e-01
5.659432220458984375e+01,8.060000419616699219e+00,7.297899246215820312e+00,6.786705970764160156e+00,8.613105773925781250e+00,4.360335350036621094e+00,5.811391353607177734e+00,5.305184841156005859e+00,8.459432721138000488e-01
5.709515762329101562e+01,8.319037437438964844e+00,7.572121620178222656e+00,6.738102436065673828e+00,8.629896163940429688e+00,4.401799201965332031e+00,5.534553527832031250e+00,5.344521522521972656e+00,8.184395432472229004e-01
5.759599304199218750e+01,8.565266609191894531e+00,7.776731491088867188e+00,6.724898338317871094e+00,8.644527435302734375e+00,4.444154739379882812e+00,5.313269615173339844e+00,5.321840763092041016e+00,7.942028045654296875e-01
5.809682846069335938e+01,8.786855697631835938e+00,7.920749187469482422e+00,6.741051197052001953e+00,8.657391548156738281e+00,4.472852706909179688e+00,5.156887531280517578e+00,5.241808414459228516e+00,7.724246978759765625e-01
5.859766387939453125e+01,8.973108291625976562e+00,8.012133598327636719e+00,6.783953666687011719e+00,8.668840408325195312e+00,4.474148273468017578e+00,5.073994159698486328e+00,5.109417915344238281e+00,7.526183128356933594e-01
5.909849929809570312e+01,9.118814468383789062e+00,8.057126998901367188e+00,6.850488662719726562e+00,8.679408073425292969e+00,4.442609786987304688e+00,5.066440105438232422e+00,4.933412551879882812e+00,7.341607809066772461e-01
5.959933090209960938e+01,9.225391387939453125e+00,8.060281753540039062e+00,6.934226036071777344e+00,8.689824104309082031e+00,4.384714126586914062e+00,5.126011848449707031e+00,4.726844787597656250e+00,7.161350846290588379e-01
6.010016632080078125e+01,9.298273086547851562e+00,8.023377418518066406e+00,7.027967453002929688e+00,8.700731277465820312e+00,4.312764167785644531e+00,5.238681316375732422e+00,4.503210544586181641e+00,6.976985335350036621e-01
6.060100173950195312e+01,9.345699310302734375e+00,7.948745727539062500e+00,7.125246047973632812e+00,8.712604522705078125e+00,4.240243911743164062e+00,5.388558387756347656e+00,4.275001049041748047e+00,6.782175302505493164e-01
6.110183715820312500e+01,9.375697135925292969e+00,7.837549686431884766e+00,7.223038673400878906e+00,8.725596427917480469e+00,4.175178050994873047e+00,5.564112663269042969e+00,4.050108432769775391e+00,6.575190424919128418e-01
6.160267257690429688e+01,9.395843505859375000e+00,7.691306114196777344e+00,7.320357799530029297e+00,8.739684104919433594e+00,4.121430873870849609e+00,5.757832050323486328e+00,3.833026170730590820e+00,6.356997489929199219e-01
6.210350418090820312e+01,9.413262367248535156e+00,7.511994838714599609e+00,7.417151451110839844e+00,8.754730224609375000e+00,4.080222606658935547e+00,5.965125560760498047e+00,3.625907897949218750e+00,6.129902005195617676e-01
6.260433959960937500e+01,9.434244155883789062e+00,7.301249027252197266e+00,7.513937950134277344e+00,8.770553588867187500e+00,4.051117420196533203e+00,6.182997703552246094e+00,3.429316759109497070e+00,5.896895527839660645e-01
6.310517501831054688e+01,9.465032577514648438e+00,7.062835216522216797e+00,7.610552310943603516e+00,8.787001609802246094e+00,4.034164428710937500e+00,6.408172607421875000e+00,3.243953943252563477e+00,5.660371780395507812e-01
6.360601043701171875e+01,9.509153366088867188e+00,6.801192283630371094e+00,7.706860065460205078e+00,8.803916931152343750e+00,4.028843402862548828e+00,6.637263298034667969e+00,3.070204973220825195e+00,5.422649979591369629e-01
6.410684204101562500e+01,9.563397407531738281e+00,6.527227878570556641e+00,7.800180435180664062e+00,8.821202278137207031e+00,4.036509990692138672e+00,6.862695693969726562e+00,2.910823106765747070e+00,5.184373259544372559e-01
